count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, 0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
5, 2500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, 0.014, -0.000, 0.000, 0.000, 0.000, -0.003, 
8, 4000, 0.302, -0.001, 0.000, 0.000, 0.000, -0.013, 
9, 4500, 0.676, -0.018, 0.000, 0.000, 0.000, -0.068, 
10, 5000, 1.043, -0.043, 0.000, 0.000, 0.000, -0.059, 
11, 5500, 1.413, -0.057, 0.000, 0.000, 0.000, -0.016, 
12, 6000, 1.785, -0.053, 0.000, 0.000, -0.000, 0.020, 
13, 6500, 2.157, -0.047, 0.000, 0.000, -0.000, 0.005, 
14, 7000, 2.528, -0.050, 0.000, 0.000, 0.000, -0.016, 
15, 7500, 2.901, -0.056, 0.000, 0.000, 0.000, -0.016, 
16, 8000, 3.274, -0.061, 0.000, 0.000, 0.000, -0.012, 
17, 8500, 3.650, -0.063, 0.000, 0.000, 0.000, -0.006, 
18, 9000, 4.014, -0.065, 0.000, 0.000, 0.000, -0.003, 
19, 9500, 4.385, -0.064, 0.000, 0.000, -0.000, 0.016, 
20, 10000, 4.754, -0.056, 0.000, 0.000, -0.000, 0.034, 
21, 10500, 5.125, -0.039, 0.000, 0.000, -0.000, 0.050, 
22, 11000, 5.493, -0.023, 0.000, 0.000, -0.000, 0.023, 
23, 11500, 5.865, -0.020, 0.000, 0.000, 0.000, -0.004, 
24, 12000, 6.236, -0.024, 0.000, 0.000, 0.000, -0.008, 
25, 12500, 6.609, -0.028, 0.000, 0.000, 0.000, -0.010, 
26, 13000, 6.982, -0.030, 0.000, 0.000, -0.000, 0.002, 
27, 13500, 7.350, -0.026, 0.000, 0.000, -0.000, 0.014, 
28, 14000, 7.718, -0.019, 0.000, 0.000, -0.000, 0.028, 
29, 14500, 8.089, -0.008, 0.000, 0.000, -0.000, 0.031, 
30, 15000, 8.460, 0.005, 0.000, 0.000, -0.000, 0.037, 
31, 15500, 8.834, 0.018, 0.000, 0.000, -0.000, 0.038, 
32, 16000, 9.210, 0.033, 0.000, 0.000, -0.000, 0.043, 
33, 16500, 9.579, 0.049, 0.000, 0.000, -0.000, 0.046, 
34, 17000, 9.950, 0.067, 0.000, 0.000, -0.000, 0.044, 
35, 17500, 10.319, 0.085, 0.000, 0.000, -0.000, 0.051, 
36, 18000, 10.692, 0.103, 0.000, 0.000, -0.000, 0.045, 
37, 18500, 11.064, 0.119, 0.000, 0.000, -0.000, 0.043, 
38, 19000, 11.438, 0.129, 0.000, 0.000, -0.000, 0.007, 
39, 19500, 11.810, 0.126, 0.000, 0.000, 0.000, -0.026, 
40, 20000, 12.181, 0.114, 0.000, 0.000, 0.000, -0.046, 
41, 20500, 12.554, 0.095, 0.000, 0.000, 0.000, -0.051, 
42, 21000, 12.927, 0.078, 0.000, 0.000, 0.000, -0.030, 
43, 21500, 13.299, 0.070, 0.000, 0.000, 0.000, -0.014, 
44, 22000, 13.670, 0.068, 0.000, 0.000, 0.000, -0.001, 
45, 22500, 14.044, 0.070, 0.000, 0.000, -0.000, 0.004, 
46, 23000, 14.416, 0.076, 0.000, 0.000, -0.000, 0.028, 
47, 23500, 14.788, 0.088, 0.000, 0.000, -0.000, 0.052, 
48, 24000, 15.161, 0.109, 0.000, 0.000, -0.000, 0.065, 
49, 24500, 15.532, 0.134, 0.000, 0.000, -0.000, 0.064, 
50, 25000, 15.904, 0.162, 0.000, 0.000, -0.000, 0.079, 
51, 25500, 16.278, 0.193, 0.000, 0.000, -0.000, 0.085, 
52, 26000, 16.655, 0.227, 0.000, 0.000, -0.000, 0.093, 
53, 26500, 17.030, 0.261, 0.000, 0.000, -0.000, 0.090, 
54, 27000, 17.401, 0.294, 0.000, 0.000, -0.000, 0.092, 
55, 27500, 17.775, 0.335, 0.000, 0.000, -0.000, 0.126, 
56, 28000, 18.145, 0.389, 0.000, 0.000, -0.000, 0.161, 
57, 28500, 18.514, 0.454, 0.000, 0.000, -0.000, 0.189, 
58, 29000, 18.882, 0.526, 0.000, 0.000, -0.000, 0.199, 
59, 29500, 19.250, 0.601, 0.000, 0.000, -0.000, 0.203, 
60, 30000, 19.613, 0.680, 0.000, 0.000, -0.000, 0.215, 
61, 30500, 19.977, 0.762, 0.000, 0.000, -0.000, 0.237, 
62, 31000, 20.342, 0.858, 0.000, 0.000, -0.000, 0.290, 
63, 31500, 20.701, 0.971, 0.000, 0.000, -0.000, 0.316, 
64, 32000, 21.052, 1.094, 0.000, 0.000, -0.000, 0.367, 
65, 32500, 21.398, 1.235, 0.000, 0.000, -0.000, 0.427, 
66, 33000, 21.730, 1.406, 0.000, 0.000, -0.000, 0.513, 
67, 33500, 22.046, 1.608, 0.000, 0.000, -0.000, 0.631, 
68, 34000, 22.340, 1.836, 0.000, 0.000, -0.000, 0.683, 
69, 34500, 22.614, 2.081, 0.000, 0.000, -0.000, 0.776, 
70, 35000, 22.871, 2.354, 0.000, 0.000, -0.000, 0.848, 
71, 35500, 23.105, 2.638, 0.000, 0.000, -0.000, 0.911, 
