count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
4, 2000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
5, 2500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, 0.044, -0.000, 0.000, 0.000, 0.000, -0.002, 
8, 4000, 0.252, -0.000, 0.000, 0.000, -0.000, 0.002, 
9, 4500, 0.585, 0.003, 0.000, 0.000, -0.000, 0.020, 
10, 5000, 0.964, 0.005, 0.000, 0.000, 0.000, -0.017, 
11, 5500, 1.356, -0.006, 0.000, 0.000, 0.000, -0.032, 
12, 6000, 1.726, -0.019, 0.000, 0.000, 0.000, -0.046, 
13, 6500, 2.107, -0.040, 0.000, 0.000, 0.000, -0.060, 
14, 7000, 2.482, -0.063, 0.000, 0.000, 0.000, -0.063, 
15, 7500, 2.863, -0.089, 0.000, 0.000, 0.000, -0.072, 
16, 8000, 3.233, -0.119, 0.000, 0.000, 0.000, -0.089, 
17, 8500, 3.611, -0.156, 0.000, 0.000, 0.000, -0.117, 
18, 9000, 3.987, -0.204, 0.000, 0.000, 0.000, -0.135, 
19, 9500, 4.356, -0.253, 0.000, 0.000, 0.000, -0.115, 
20, 10000, 4.729, -0.293, 0.000, 0.000, 0.000, -0.097, 
21, 10500, 5.109, -0.323, 0.000, 0.000, 0.000, -0.049, 
22, 11000, 5.481, -0.329, 0.000, 0.000, -0.000, 0.002, 
23, 11500, 5.861, -0.322, 0.000, 0.000, -0.000, 0.036, 
24, 12000, 6.241, -0.305, 0.000, 0.000, -0.000, 0.055, 
25, 12500, 6.627, -0.284, 0.000, 0.000, -0.000, 0.049, 
26, 13000, 6.998, -0.269, 0.000, 0.000, -0.000, 0.043, 
27, 13500, 7.374, -0.248, 0.000, 0.000, -0.000, 0.059, 
28, 14000, 7.747, -0.228, 0.000, 0.000, -0.000, 0.052, 
29, 14500, 8.123, -0.210, 0.000, 0.000, -0.000, 0.045, 
30, 15000, 8.506, -0.197, 0.000, 0.000, -0.000, 0.034, 
31, 15500, 8.888, -0.184, 0.000, 0.000, -0.000, 0.024, 
32, 16000, 9.263, -0.174, 0.000, 0.000, -0.000, 0.027, 
33, 16500, 9.641, -0.164, 0.000, 0.000, -0.000, 0.025, 
34, 17000, 10.020, -0.155, 0.000, 0.000, -0.000, 0.021, 
35, 17500, 10.399, -0.149, 0.000, 0.000, -0.000, 0.026, 
36, 18000, 10.779, -0.139, 0.000, 0.000, -0.000, 0.027, 
37, 18500, 11.161, -0.125, 0.000, 0.000, -0.000, 0.034, 
38, 19000, 11.540, -0.114, 0.000, 0.000, -0.000, 0.019, 
39, 19500, 11.917, -0.112, 0.000, 0.000, 0.000, -0.007, 
40, 20000, 12.298, -0.122, 0.000, 0.000, 0.000, -0.035, 
41, 20500, 12.676, -0.137, 0.000, 0.000, 0.000, -0.042, 
42, 21000, 13.052, -0.153, 0.000, 0.000, 0.000, -0.046, 
43, 21500, 13.429, -0.170, 0.000, 0.000, 0.000, -0.041, 
44, 22000, 13.810, -0.185, 0.000, 0.000, 0.000, -0.039, 
45, 22500, 14.190, -0.200, 0.000, 0.000, 0.000, -0.035, 
46, 23000, 14.569, -0.211, 0.000, 0.000, 0.000, -0.027, 
47, 23500, 14.953, -0.215, 0.000, 0.000, -0.000, 0.004, 
48, 24000, 15.333, -0.211, 0.000, 0.000, -0.000, 0.014, 
49, 24500, 15.714, -0.204, 0.000, 0.000, -0.000, 0.022, 
50, 25000, 16.094, -0.198, 0.000, 0.000, -0.000, 0.025, 
51, 25500, 16.472, -0.190, 0.000, 0.000, -0.000, 0.008, 
52, 26000, 16.850, -0.189, 0.000, 0.000, 0.000, -0.009, 
53, 26500, 17.226, -0.193, 0.000, 0.000, 0.000, -0.016, 
54, 27000, 17.607, -0.197, 0.000, 0.000, -0.000, 0.004, 
55, 27500, 17.985, -0.196, 0.000, 0.000, -0.000, 0.009, 
56, 28000, 18.366, -0.193, 0.000, 0.000, -0.000, 0.005, 
57, 28500, 18.748, -0.193, 0.000, 0.000, 0.000, -0.015, 
58, 29000, 19.125, -0.201, 0.000, 0.000, 0.000, -0.029, 
59, 29500, 19.504, -0.215, 0.000, 0.000, 0.000, -0.034, 
60, 30000, 19.885, -0.223, 0.000, 0.000, 0.000, -0.008, 
61, 30500, 20.264, -0.224, 0.000, 0.000, -0.000, 0.012, 
62, 31000, 20.643, -0.214, 0.000, 0.000, -0.000, 0.032, 
63, 31500, 21.023, -0.199, 0.000, 0.000, -0.000, 0.040, 
64, 32000, 21.400, -0.189, 0.000, 0.000, -0.000, 0.030, 
65, 32500, 21.782, -0.178, 0.000, 0.000, -0.000, 0.032, 
66, 33000, 22.163, -0.166, 0.000, 0.000, -0.000, 0.029, 
67, 33500, 22.544, -0.159, 0.000, 0.000, -0.000, 0.003, 
68, 34000, 22.921, -0.157, 0.000, 0.000, -0.000, 0.005, 
69, 34500, 23.301, -0.155, 0.000, 0.000, -0.000, 0.010, 
70, 35000, 23.682, -0.153, 0.000, 0.000, -0.000, 0.004, 
71, 35500, 24.061, -0.152, 0.000, 0.000, 0.000, -0.001, 
