count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, 0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, 0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
5, 2500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
8, 4000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
9, 4500, 0.001, -0.000, 0.000, 0.000, 0.000, -0.001, 
10, 5000, 0.271, 0.001, 0.000, 0.000, 0.000, -0.001, 
11, 5500, 0.649, 0.000, 0.000, 0.000, -0.000, 0.009, 
12, 6000, 1.028, 0.003, 0.000, 0.000, 0.000, -0.006, 
13, 6500, 1.395, 0.000, 0.000, 0.000, 0.000, -0.001, 
14, 7000, 1.779, 0.005, 0.000, 0.000, -0.000, 0.029, 
15, 7500, 2.147, 0.019, 0.000, 0.000, -0.000, 0.045, 
16, 8000, 2.522, 0.035, 0.000, 0.000, -0.000, 0.052, 
17, 8500, 2.906, 0.056, 0.000, 0.000, -0.000, 0.049, 
18, 9000, 3.283, 0.070, 0.000, 0.000, -0.000, 0.020, 
19, 9500, 3.656, 0.074, 0.000, 0.000, -0.000, 0.000, 
20, 10000, 4.037, 0.067, 0.000, 0.000, 0.000, -0.027, 
21, 10500, 4.414, 0.055, 0.000, 0.000, 0.000, -0.034, 
22, 11000, 4.795, 0.040, 0.000, 0.000, 0.000, -0.040, 
23, 11500, 5.176, 0.028, 0.000, 0.000, 0.000, -0.023, 
24, 12000, 5.543, 0.021, 0.000, 0.000, 0.000, -0.014, 
25, 12500, 5.921, 0.017, 0.000, 0.000, -0.000, 0.003, 
26, 13000, 6.297, 0.021, 0.000, 0.000, -0.000, 0.015, 
27, 13500, 6.672, 0.025, 0.000, 0.000, -0.000, 0.002, 
28, 14000, 7.044, 0.024, 0.000, 0.000, 0.000, -0.007, 
29, 14500, 7.415, 0.023, 0.000, 0.000, 0.000, -0.002, 
30, 15000, 7.798, 0.023, 0.000, 0.000, -0.000, 0.017, 
31, 15500, 8.164, 0.030, 0.000, 0.000, -0.000, 0.025, 
32, 16000, 8.548, 0.040, 0.000, 0.000, -0.000, 0.022, 
33, 16500, 8.918, 0.046, 0.000, 0.000, -0.000, 0.005, 
34, 17000, 9.292, 0.046, 0.000, 0.000, 0.000, -0.008, 
35, 17500, 9.667, 0.041, 0.000, 0.000, 0.000, -0.008, 
36, 18000, 10.046, 0.038, 0.000, 0.000, 0.000, -0.005, 
37, 18500, 10.424, 0.036, 0.000, 0.000, 0.000, -0.007, 
38, 19000, 10.809, 0.034, 0.000, 0.000, 0.000, -0.008, 
39, 19500, 11.179, 0.033, 0.000, 0.000, 0.000, -0.002, 
40, 20000, 11.555, 0.033, 0.000, 0.000, -0.000, 0.007, 
41, 20500, 11.933, 0.034, 0.000, 0.000, -0.000, 0.006, 
42, 21000, 12.315, 0.036, 0.000, 0.000, -0.000, 0.001, 
43, 21500, 12.694, 0.034, 0.000, 0.000, 0.000, -0.016, 
44, 22000, 13.073, 0.027, 0.000, 0.000, 0.000, -0.026, 
45, 22500, 13.448, 0.013, 0.000, 0.000, 0.000, -0.039, 
46, 23000, 13.819, -0.008, 0.000, 0.000, 0.000, -0.056, 
47, 23500, 14.195, -0.025, 0.000, 0.000, 0.000, -0.036, 
48, 24000, 14.571, -0.032, 0.000, 0.000, 0.000, -0.017, 
49, 24500, 14.945, -0.038, 0.000, 0.000, 0.000, -0.010, 
50, 25000, 15.321, -0.037, 0.000, 0.000, -0.000, 0.017, 
51, 25500, 15.694, -0.033, 0.000, 0.000, -0.000, 0.002, 
52, 26000, 16.071, -0.038, 0.000, 0.000, 0.000, -0.023, 
53, 26500, 16.443, -0.047, 0.000, 0.000, 0.000, -0.029, 
54, 27000, 16.821, -0.057, 0.000, 0.000, 0.000, -0.026, 
55, 27500, 17.189, -0.066, 0.000, 0.000, 0.000, -0.018, 
56, 28000, 17.556, -0.073, 0.000, 0.000, 0.000, -0.018, 
57, 28500, 17.933, -0.083, 0.000, 0.000, 0.000, -0.027, 
58, 29000, 18.309, -0.086, 0.000, 0.000, -0.000, 0.004, 
59, 29500, 18.684, -0.080, 0.000, 0.000, -0.000, 0.022, 
60, 30000, 19.062, -0.070, 0.000, 0.000, -0.000, 0.035, 
61, 30500, 19.439, -0.055, 0.000, 0.000, -0.000, 0.047, 
62, 31000, 19.816, -0.042, 0.000, 0.000, -0.000, 0.029, 
63, 31500, 20.197, -0.028, 0.000, 0.000, -0.000, 0.037, 
64, 32000, 20.574, -0.016, 0.000, 0.000, -0.000, 0.024, 
65, 32500, 20.952, -0.012, 0.000, 0.000, -0.000, 0.000, 
66, 33000, 21.333, -0.015, 0.000, 0.000, 0.000, -0.011, 
67, 33500, 21.710, -0.020, 0.000, 0.000, 0.000, -0.011, 
68, 34000, 22.091, -0.025, 0.000, 0.000, 0.000, -0.020, 
69, 34500, 22.468, -0.033, 0.000, 0.000, 0.000, -0.030, 
70, 35000, 22.840, -0.044, 0.000, 0.000, 0.000, -0.017, 
71, 35500, 23.213, -0.047, 0.000, 0.000, -0.000, 0.010, 
