count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
5, 2500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
8, 4000, 0.086, -0.000, 0.000, 0.000, -0.000, 0.002, 
9, 4500, 0.460, 0.010, 0.000, 0.000, -0.000, 0.037, 
10, 5000, 0.831, 0.008, 0.000, 0.000, 0.000, -0.039, 
11, 5500, 1.209, -0.011, 0.000, 0.000, 0.000, -0.062, 
12, 6000, 1.584, -0.038, 0.000, 0.000, 0.000, -0.075, 
13, 6500, 1.968, -0.059, 0.000, 0.000, 0.000, -0.039, 
14, 7000, 2.338, -0.066, 0.000, 0.000, -0.000, 0.000, 
15, 7500, 2.709, -0.063, 0.000, 0.000, -0.000, 0.016, 
16, 8000, 3.088, -0.055, 0.000, 0.000, -0.000, 0.010, 
17, 8500, 3.461, -0.046, 0.000, 0.000, -0.000, 0.024, 
18, 9000, 3.843, -0.037, 0.000, 0.000, -0.000, 0.036, 
19, 9500, 4.217, -0.025, 0.000, 0.000, -0.000, 0.034, 
20, 10000, 4.593, -0.009, 0.000, 0.000, -0.000, 0.063, 
21, 10500, 4.969, 0.014, 0.000, 0.000, -0.000, 0.050, 
22, 11000, 5.346, 0.028, 0.000, 0.000, -0.000, 0.038, 
23, 11500, 5.727, 0.057, 0.000, 0.000, -0.000, 0.096, 
24, 12000, 6.107, 0.088, 0.000, 0.000, -0.000, 0.059, 
25, 12500, 6.486, 0.098, 0.000, 0.000, -0.000, 0.005, 
26, 13000, 6.864, 0.090, 0.000, 0.000, 0.000, -0.043, 
27, 13500, 7.238, 0.072, 0.000, 0.000, 0.000, -0.044, 
28, 14000, 7.619, 0.064, 0.000, 0.000, 0.000, -0.011, 
29, 14500, 7.996, 0.059, 0.000, 0.000, 0.000, -0.014, 
30, 15000, 8.370, 0.055, 0.000, 0.000, 0.000, -0.001, 
31, 15500, 8.750, 0.055, 0.000, 0.000, -0.000, 0.004, 
32, 16000, 9.125, 0.055, 0.000, 0.000, 0.000, -0.007, 
33, 16500, 9.499, 0.056, 0.000, 0.000, -0.000, 0.002, 
34, 17000, 9.873, 0.058, 0.000, 0.000, -0.000, 0.004, 
35, 17500, 10.250, 0.058, 0.000, 0.000, 0.000, -0.001, 
36, 18000, 10.622, 0.061, 0.000, 0.000, -0.000, 0.008, 
37, 18500, 10.996, 0.062, 0.000, 0.000, 0.000, -0.003, 
38, 19000, 11.373, 0.059, 0.000, 0.000, 0.000, -0.015, 
39, 19500, 11.751, 0.053, 0.000, 0.000, 0.000, -0.016, 
40, 20000, 12.129, 0.048, 0.000, 0.000, 0.000, -0.002, 
41, 20500, 12.509, 0.050, 0.000, 0.000, -0.000, 0.011, 
42, 21000, 12.884, 0.056, 0.000, 0.000, -0.000, 0.009, 
43, 21500, 13.259, 0.062, 0.000, 0.000, -0.000, 0.015, 
44, 22000, 13.640, 0.066, 0.000, 0.000, -0.000, 0.005, 
45, 22500, 14.021, 0.068, 0.000, 0.000, -0.000, 0.010, 
46, 23000, 14.394, 0.068, 0.000, 0.000, 0.000, -0.008, 
47, 23500, 14.759, 0.058, 0.000, 0.000, 0.000, -0.044, 
48, 24000, 15.129, 0.042, 0.000, 0.000, 0.000, -0.053, 
49, 24500, 15.497, 0.017, 0.000, 0.000, 0.000, -0.089, 
50, 25000, 15.864, -0.023, 0.000, 0.000, 0.000, -0.121, 
51, 25500, 16.231, -0.081, 0.000, 0.000, 0.000, -0.207, 
52, 26000, 16.592, -0.180, 0.000, 0.000, 0.000, -0.308, 
53, 26500, 16.940, -0.309, 0.000, 0.000, 0.000, -0.415, 
54, 27000, 17.272, -0.478, 0.000, 0.000, 0.000, -0.532, 
55, 27500, 17.579, -0.682, 0.000, 0.000, 0.000, -0.645, 
56, 28000, 17.860, -0.915, 0.000, 0.000, 0.000, -0.743, 
57, 28500, 18.111, -1.178, 0.000, 0.000, 0.000, -0.868, 
58, 29000, 18.363, -1.497, 0.000, 0.000, 0.000, -0.931, 
59, 29500, 18.576, -1.807, 0.000, 0.000, 0.000, -1.000, 
60, 30000, 18.776, -2.125, 0.000, 0.000, 0.000, -1.019, 
61, 30500, 18.963, -2.451, 0.000, 0.000, 0.000, -1.089, 
62, 31000, 19.119, -2.795, 0.000, 0.000, 0.000, -1.201, 
63, 31500, 19.240, -3.151, 0.000, 0.000, 0.000, -1.275, 
64, 32000, 19.347, -3.514, 0.000, 0.000, 0.000, -1.305, 
65, 32500, 19.436, -3.884, 0.000, 0.000, 0.000, -1.377, 
66, 33000, 19.496, -4.258, 0.000, 0.000, 0.000, -1.437, 
67, 33500, 19.540, -4.635, 0.000, 0.000, 0.000, -1.474, 
68, 34000, 19.571, -5.012, 0.000, 0.000, 0.000, -1.508, 
69, 34500, 19.591, -5.390, 0.000, 0.000, 0.000, -1.524, 
70, 35000, 19.610, -5.769, 0.000, 0.000, 0.000, -1.520, 
71, 35500, 19.626, -6.146, 0.000, 0.000, 0.000, -1.542, 
