count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 
3, 1500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
5, 2500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.002, 
8, 4000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.003, 
9, 4500, -0.000, 0.000, 0.000, 0.000, 0.000, -0.002, 
10, 5000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.003, 
11, 5500, 0.008, -0.000, 0.000, 0.000, 0.000, -0.002, 
12, 6000, 0.316, -0.002, 0.000, 0.000, 0.000, -0.015, 
13, 6500, 0.702, -0.006, 0.000, 0.000, 0.000, -0.005, 
14, 7000, 1.082, -0.008, 0.000, 0.000, -0.000, 0.008, 
15, 7500, 1.465, 0.001, 0.000, 0.000, -0.000, 0.038, 
16, 8000, 1.841, 0.018, 0.000, 0.000, -0.000, 0.049, 
17, 8500, 2.217, 0.038, 0.000, 0.000, -0.000, 0.054, 
18, 9000, 2.596, 0.059, 0.000, 0.000, -0.000, 0.063, 
19, 9500, 2.978, 0.081, 0.000, 0.000, -0.000, 0.055, 
20, 10000, 3.356, 0.099, 0.000, 0.000, -0.000, 0.040, 
21, 10500, 3.740, 0.114, 0.000, 0.000, -0.000, 0.033, 
22, 11000, 4.121, 0.125, 0.000, 0.000, -0.000, 0.024, 
23, 11500, 4.503, 0.136, 0.000, 0.000, -0.000, 0.037, 
24, 12000, 4.884, 0.149, 0.000, 0.000, -0.000, 0.041, 
25, 12500, 5.259, 0.165, 0.000, 0.000, -0.000, 0.042, 
26, 13000, 5.633, 0.182, 0.000, 0.000, -0.000, 0.050, 
27, 13500, 6.010, 0.202, 0.000, 0.000, -0.000, 0.061, 
28, 14000, 6.385, 0.226, 0.000, 0.000, -0.000, 0.066, 
29, 14500, 6.754, 0.248, 0.000, 0.000, -0.000, 0.060, 
30, 15000, 7.135, 0.271, 0.000, 0.000, -0.000, 0.058, 
31, 15500, 7.511, 0.292, 0.000, 0.000, -0.000, 0.057, 
32, 16000, 7.898, 0.314, 0.000, 0.000, -0.000, 0.055, 
33, 16500, 8.276, 0.335, 0.000, 0.000, -0.000, 0.059, 
34, 17000, 8.652, 0.355, 0.000, 0.000, -0.000, 0.053, 
35, 17500, 9.031, 0.374, 0.000, 0.000, -0.000, 0.051, 
36, 18000, 9.410, 0.394, 0.000, 0.000, -0.000, 0.041, 
37, 18500, 9.786, 0.402, 0.000, 0.000, -0.000, 0.006, 
38, 19000, 10.165, 0.402, 0.000, 0.000, -0.000, 0.000, 
39, 19500, 10.542, 0.401, 0.000, 0.000, -0.000, 0.001, 
40, 20000, 10.921, 0.400, 0.000, 0.000, 0.000, -0.002, 
41, 20500, 11.298, 0.401, 0.000, 0.000, 0.000, -0.002, 
42, 21000, 11.670, 0.402, 0.000, 0.000, -0.000, 0.009, 
43, 21500, 12.044, 0.407, 0.000, 0.000, -0.000, 0.019, 
44, 22000, 12.421, 0.412, 0.000, 0.000, -0.000, 0.008, 
45, 22500, 12.798, 0.415, 0.000, 0.000, -0.000, 0.010, 
46, 23000, 13.180, 0.421, 0.000, 0.000, -0.000, 0.014, 
47, 23500, 13.557, 0.426, 0.000, 0.000, -0.000, 0.022, 
48, 24000, 13.933, 0.435, 0.000, 0.000, -0.000, 0.025, 
49, 24500, 14.315, 0.443, 0.000, 0.000, -0.000, 0.023, 
50, 25000, 14.696, 0.450, 0.000, 0.000, -0.000, 0.019, 
51, 25500, 15.082, 0.459, 0.000, 0.000, -0.000, 0.013, 
52, 26000, 15.458, 0.464, 0.000, 0.000, -0.000, 0.024, 
53, 26500, 15.842, 0.470, 0.000, 0.000, -0.000, 0.011, 
54, 27000, 16.223, 0.470, 0.000, 0.000, 0.000, -0.004, 
55, 27500, 16.606, 0.465, 0.000, 0.000, 0.000, -0.015, 
56, 28000, 16.986, 0.456, 0.000, 0.000, 0.000, -0.043, 
57, 28500, 17.366, 0.433, 0.000, 0.000, 0.000, -0.078, 
58, 29000, 17.745, 0.395, 0.000, 0.000, 0.000, -0.128, 
59, 29500, 18.116, 0.335, 0.000, 0.000, 0.000, -0.195, 
60, 30000, 18.487, 0.252, 0.000, 0.000, 0.000, -0.233, 
61, 30500, 18.855, 0.161, 0.000, 0.000, 0.000, -0.262, 
62, 31000, 19.222, 0.059, 0.000, 0.000, 0.000, -0.275, 
63, 31500, 19.588, -0.041, 0.000, 0.000, 0.000, -0.254, 
64, 32000, 19.956, -0.134, 0.000, 0.000, 0.000, -0.235, 
65, 32500, 20.332, -0.220, 0.000, 0.000, 0.000, -0.219, 
66, 33000, 20.706, -0.302, 0.000, 0.000, 0.000, -0.211, 
67, 33500, 21.080, -0.380, 0.000, 0.000, 0.000, -0.197, 
68, 34000, 21.459, -0.450, 0.000, 0.000, 0.000, -0.169, 
69, 34500, 21.839, -0.508, 0.000, 0.000, 0.000, -0.140, 
70, 35000, 22.221, -0.557, 0.000, 0.000, 0.000, -0.110, 
71, 35500, 22.600, -0.594, 0.000, 0.000, 0.000, -0.083, 
