count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
5, 2500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
7, 3500, 0.000, -0.000, 0.000, 0.000, -0.000, 0.000, 
8, 4000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
9, 4500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
10, 5000, 0.055, -0.000, 0.000, 0.000, 0.000, -0.001, 
11, 5500, 0.251, -0.001, 0.000, 0.000, 0.000, -0.007, 
12, 6000, 0.555, -0.006, 0.000, 0.000, 0.000, -0.023, 
13, 6500, 0.943, -0.015, 0.000, 0.000, 0.000, -0.019, 
14, 7000, 1.313, -0.023, 0.000, 0.000, 0.000, -0.037, 
15, 7500, 1.691, -0.040, 0.000, 0.000, 0.000, -0.052, 
16, 8000, 2.069, -0.062, 0.000, 0.000, 0.000, -0.056, 
17, 8500, 2.456, -0.079, 0.000, 0.000, 0.000, -0.028, 
18, 9000, 2.835, -0.089, 0.000, 0.000, 0.000, -0.029, 
19, 9500, 3.205, -0.100, 0.000, 0.000, 0.000, -0.041, 
20, 10000, 3.582, -0.117, 0.000, 0.000, 0.000, -0.039, 
21, 10500, 3.961, -0.127, 0.000, 0.000, 0.000, -0.014, 
22, 11000, 4.339, -0.129, 0.000, 0.000, -0.000, 0.007, 
23, 11500, 4.723, -0.125, 0.000, 0.000, -0.000, 0.005, 
24, 12000, 5.094, -0.128, 0.000, 0.000, 0.000, -0.032, 
25, 12500, 5.478, -0.147, 0.000, 0.000, 0.000, -0.058, 
26, 13000, 5.856, -0.169, 0.000, 0.000, 0.000, -0.057, 
27, 13500, 6.232, -0.189, 0.000, 0.000, 0.000, -0.048, 
28, 14000, 6.602, -0.205, 0.000, 0.000, 0.000, -0.043, 
29, 14500, 6.980, -0.218, 0.000, 0.000, 0.000, -0.024, 
30, 15000, 7.358, -0.224, 0.000, 0.000, 0.000, -0.015, 
31, 15500, 7.738, -0.231, 0.000, 0.000, 0.000, -0.012, 
32, 16000, 8.125, -0.235, 0.000, 0.000, 0.000, -0.009, 
33, 16500, 8.498, -0.237, 0.000, 0.000, 0.000, -0.003, 
34, 17000, 8.879, -0.241, 0.000, 0.000, 0.000, -0.027, 
35, 17500, 9.255, -0.254, 0.000, 0.000, 0.000, -0.042, 
36, 18000, 9.631, -0.275, 0.000, 0.000, 0.000, -0.064, 
37, 18500, 10.017, -0.301, 0.000, 0.000, 0.000, -0.075, 
38, 19000, 10.387, -0.336, 0.000, 0.000, 0.000, -0.116, 
39, 19500, 10.761, -0.389, 0.000, 0.000, 0.000, -0.171, 
40, 20000, 11.131, -0.464, 0.000, 0.000, 0.000, -0.235, 
41, 20500, 11.497, -0.565, 0.000, 0.000, 0.000, -0.309, 
42, 21000, 11.851, -0.698, 0.000, 0.000, 0.000, -0.406, 
43, 21500, 12.195, -0.860, 0.000, 0.000, 0.000, -0.483, 
44, 22000, 12.524, -1.051, 0.000, 0.000, 0.000, -0.566, 
45, 22500, 12.836, -1.265, 0.000, 0.000, 0.000, -0.634, 
46, 23000, 13.140, -1.499, 0.000, 0.000, 0.000, -0.680, 
47, 23500, 13.432, -1.748, 0.000, 0.000, 0.000, -0.727, 
48, 24000, 13.712, -2.009, 0.000, 0.000, 0.000, -0.769, 
49, 24500, 13.987, -2.289, 0.000, 0.000, 0.000, -0.824, 
50, 25000, 14.236, -2.571, 0.000, 0.000, 0.000, -0.869, 
51, 25500, 14.477, -2.867, 0.000, 0.000, 0.000, -0.921, 
52, 26000, 14.695, -3.181, 0.000, 0.000, 0.000, -1.012, 
53, 26500, 14.885, -3.514, 0.000, 0.000, 0.000, -1.093, 
54, 27000, 15.041, -3.857, 0.000, 0.000, 0.000, -1.178, 
55, 27500, 15.174, -4.214, 0.000, 0.000, 0.000, -1.247, 
56, 28000, 15.286, -4.578, 0.000, 0.000, 0.000, -1.292, 
57, 28500, 15.387, -4.952, 0.000, 0.000, 0.000, -1.332, 
58, 29000, 15.474, -5.329, 0.000, 0.000, 0.000, -1.345, 
59, 29500, 15.560, -5.706, 0.000, 0.000, 0.000, -1.357, 
60, 30000, 15.634, -6.083, 0.000, 0.000, 0.000, -1.383, 
61, 30500, 15.696, -6.452, 0.000, 0.000, 0.000, -1.421, 
62, 31000, 15.743, -6.824, 0.000, 0.000, 0.000, -1.484, 
63, 31500, 15.771, -7.198, 0.000, 0.000, 0.000, -1.516, 
64, 32000, 15.781, -7.574, 0.000, 0.000, 0.000, -1.589, 
65, 32500, 15.771, -7.953, 0.000, 0.000, 0.000, -1.588, 
66, 33000, 15.775, -8.330, 0.000, 0.000, 0.000, -1.530, 
67, 33500, 15.794, -8.707, 0.000, 0.000, 0.000, -1.522, 
68, 34000, 15.813, -9.085, 0.000, 0.000, 0.000, -1.523, 
69, 34500, 15.828, -9.462, 0.000, 0.000, 0.000, -1.540, 
70, 35000, 15.832, -9.843, 0.000, 0.000, 0.000, -1.581, 
71, 35500, 15.821, -10.221, 0.000, 0.000, 0.000, -1.615, 
