count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 1000, -0.088,  0.558, -0.001, 
2, 1000,  0.293, -2.191, -0.043, 
2, 1000, -0.216,  0.559,  0.022, 
2, 1000,  3.863, -2.960,  0.439, 
2, 1000,  2.678, -3.835, -0.274, 
2, 1000,  0.448,  1.853,  0.055, 
2, 1000,  2.265, -4.162,  0.063, 
2, 1000,  2.636, -3.949,  0.375, 
2, 1000,  1.732, -4.378,  0.297, 
2, 1000,  0.453,  1.798, -0.321, 
2, 1000, -0.291, -5.288,  0.212, 
2, 1000,  1.718, -4.465, -0.092, 
2, 1000,  4.381, -2.742,  0.375, 

3, 1500, -0.142,  0.561, -0.081, 
3, 1500,  0.327, -2.142,  0.062, 
3, 1500, -0.206,  0.312, -0.166, 
3, 1500,  3.839, -2.967,  0.352, 
3, 1500,  2.630, -3.679, -0.265, 
3, 1500,  0.453,  1.734, -0.311, 
3, 1500,  2.400, -3.886,  0.361, 
3, 1500,  1.836, -4.274,  0.247, 
3, 1500,  1.259, -4.453, -0.009, 
3, 1500,  3.127, -3.391,  0.062, 
3, 1500,  6.772,  7.043,  0.397, 
3, 1500, 13.703,  5.505,  1.049, 
3, 1500, 15.964, 19.283,  1.007, 

4, 2000, -0.144,  0.510, -0.125, 
4, 2000,  0.326, -2.148,  0.029, 
4, 2000, -0.212,  0.272, -0.145, 
4, 2000,  3.803, -2.953,  0.349, 
4, 2000,  2.628, -3.785, -0.175, 
4, 2000,  2.364, -3.824,  0.240, 
4, 2000,  1.812, -4.160,  0.129, 
4, 2000,  3.133, -3.404,  0.062, 
4, 2000, 13.675,  5.430,  1.300, 
4, 2000, -0.202,  0.483, -0.037, 
4, 2000, -0.695, -5.189, -0.099, 

5, 2500, -0.209,  0.444, -0.017, 
5, 2500,  0.327, -2.180,  0.117, 
5, 2500, -0.203,  0.303, -0.161, 
5, 2500,  3.888, -2.898,  0.201, 
5, 2500,  2.713, -3.709, -0.269, 
5, 2500,  2.362, -3.854,  0.404, 
5, 2500,  1.816, -4.177,  0.186, 
5, 2500,  3.153, -3.411,  0.062, 
5, 2500, 13.746,  5.458,  1.307, 
5, 2500, -0.424, -5.199,  0.323, 
5, 2500, -0.032,  0.575,  0.008, 
5, 2500,  0.568,  1.764,  0.054, 
5, 2500,  5.228,  1.225, -0.206, 

6, 3000, -0.208,  0.439, -0.025, 
6, 3000,  0.333, -2.187, -0.005, 
6, 3000,  3.145, -3.430,  0.134, 
6, 3000,  2.673, -3.758, -0.270, 
6, 3000,  2.351, -3.854,  0.403, 
6, 3000,  1.831, -4.296,  0.247, 
6, 3000, 13.723,  5.481,  1.155, 
6, 3000, -0.402, -5.162,  0.269, 
6, 3000,  0.548,  1.782, -0.111, 
6, 3000,  5.276,  0.979, -0.206, 
6, 3000, -0.155,  0.337, -0.190, 
6, 3000, 12.530, 19.407,  1.208, 
6, 3000,  3.828, -2.972,  0.351, 

7, 3500, -0.214,  0.489, -0.009, 
7, 3500,  0.310, -2.188,  0.090, 
7, 3500,  3.117, -3.568, -0.093, 
7, 3500,  2.446, -3.854,  0.328, 
7, 3500, 13.674,  5.398,  1.299, 
7, 3500, -0.398, -5.187,  0.270, 
7, 3500,  0.500,  1.857,  0.174, 
7, 3500,  5.219,  0.422,  0.218, 
7, 3500, 12.530, 19.407,  1.208, 
7, 3500,  3.458, -3.239,  0.137, 
7, 3500,  0.310, -4.722, -0.090, 
7, 3500,  0.424,  1.891, -0.285, 
7, 3500, 14.984, 11.861,  1.681, 

8, 4000, -0.208,  0.474, -0.027, 
8, 4000,  0.304, -2.171,  0.029, 
8, 4000,  3.135, -3.580, -0.093, 
8, 4000,  2.411, -3.902,  0.363, 
8, 4000, 13.725,  5.418,  1.304, 
8, 4000, -0.404, -5.197,  0.271, 
8, 4000,  0.363,  1.704,  0.157, 
8, 4000,  5.170,  0.089,  0.469, 
8, 4000, 12.561, 19.411,  0.930, 
8, 4000,  0.311, -4.728, -0.090, 
8, 4000, 15.154, 11.896,  1.362, 
8, 4000, -0.104,  0.610, -0.023, 
8, 4000,  3.804, -2.960,  0.385, 

9, 4500, -0.218,  0.548, -0.054, 
9, 4500,  0.293, -2.183,  0.139, 
9, 4500,  3.144, -3.428,  0.134, 
9, 4500,  2.453, -3.922,  0.413, 
9, 4500, 13.782,  5.520,  1.161, 
9, 4500, -0.433, -5.162,  0.321, 
9, 4500,  0.436,  1.660,  0.111, 
9, 4500,  5.519,  0.822,  0.301, 
9, 4500, 12.508, 19.458,  1.210, 
9, 4500,  0.332,  1.714, -0.389, 
9, 4500,  2.675, -3.699, -0.268, 

10, 5000, -0.183,  0.578, -0.033, 
10, 5000,  0.302, -2.183,  0.195, 
10, 5000,  3.114, -3.406,  0.133, 
10, 5000,  2.427, -3.902,  0.411, 
10, 5000, 13.799,  5.510,  1.162, 
10, 5000, -0.503, -5.198,  0.365, 
10, 5000,  0.325,  1.585, -0.202, 
10, 5000,  5.435,  0.494,  0.227, 
10, 5000, 12.476, 19.407,  1.440, 
10, 5000,  2.752, -3.728, -0.010, 

11, 5500,  0.305,  1.585, -0.280, 
11, 5500,  0.319, -2.168,  0.116, 
11, 5500,  3.124, -3.402,  0.133, 
11, 5500,  2.505, -3.915,  0.415, 
11, 5500, 13.809,  5.514,  1.162, 
11, 5500, -0.452, -5.234,  0.367, 
11, 5500,  5.415,  0.447,  0.158, 
11, 5500,  2.637, -3.712, -0.267, 
11, 5500, -0.227,  1.004, -0.508, 

12, 6000,  0.429,  1.679, -0.389, 
12, 6000,  0.311, -2.183,  0.173, 
12, 6000,  3.119, -3.424,  0.134, 
12, 6000,  2.391, -3.856,  0.405, 
12, 6000, 13.740,  5.535,  1.309, 
12, 6000, -0.706, -5.197, -0.010, 
12, 6000,  3.909, -2.963,  0.264, 
12, 6000,  0.312, -2.195, -0.043, 
12, 6000,  2.632, -3.705, -0.173, 
12, 6000, 15.237, 11.860,  1.503, 

13, 6500,  0.570,  1.744,  0.054, 
13, 6500,  0.315, -2.181,  0.139, 
13, 6500,  2.545, -3.898,  0.416, 
13, 6500, 13.802,  5.479,  1.161, 
13, 6500, -0.514, -5.212,  0.403, 
13, 6500,  3.466, -3.267,  0.197, 
13, 6500,  2.629, -3.710, -0.173, 
13, 6500,  5.594,  0.773,  0.305, 

14, 7000,  0.440,  1.654, -0.137, 
14, 7000,  0.319, -2.187,  0.117, 
14, 7000,  2.384, -3.838,  0.404, 
14, 7000, 13.802,  5.495,  1.161, 
14, 7000, -0.513, -5.205,  0.402, 
14, 7000,  3.147, -3.440,  0.135, 
14, 7000,  2.650, -3.831, -0.177, 
14, 7000,  5.727,  0.748,  0.372, 
14, 7000,  4.197, -2.835, -0.100, 
14, 7000,  0.427,  1.668,  0.093, 
14, 7000,  6.739,  7.037,  0.694, 
14, 7000, 12.527, 19.402,  1.628, 
14, 7000, 19.865, 13.004,  1.245, 

15, 7500,  0.402,  1.648, -0.212, 
15, 7500,  0.302, -2.205,  0.090, 
15, 7500,  2.254, -4.108,  0.249, 
15, 7500, -0.517, -5.183,  0.400, 
15, 7500,  3.172, -3.479,  0.136, 
15, 7500,  5.671,  0.646, -0.112, 
15, 7500,  3.442, -3.252,  0.196, 
15, 7500,  0.228, -4.769, -0.010, 
15, 7500,  1.819, -4.165,  0.325, 

16, 8000,  0.486,  1.813, -0.326, 
16, 8000,  0.297, -2.202,  0.158, 
16, 8000,  2.360, -3.852,  0.357, 
16, 8000, -0.415, -5.229,  0.272, 
16, 8000,  3.136, -3.422,  0.062, 
16, 8000,  5.655,  0.871,  0.309, 
16, 8000,  0.505, -4.746, -0.010, 
16, 8000,  1.803, -4.227,  0.244, 
16, 8000, 13.780,  5.406,  1.308, 

17, 8500,  0.543,  1.899, -0.343, 
17, 8500,  0.303, -2.185,  0.090, 
17, 8500,  2.388, -3.902,  0.361, 
17, 8500, -0.502, -5.179,  0.322, 
17, 8500,  3.178, -3.479,  0.063, 
17, 8500,  5.603,  0.851,  0.365, 
17, 8500,  1.797, -4.204,  0.242, 
17, 8500, 13.773,  5.451,  1.158, 
17, 8500,  0.683,  1.925,  0.132, 
17, 8500,  3.899, -2.925,  0.262, 
17, 8500,  0.152,  2.071, -0.162, 
17, 8500,  6.784,  7.041,  0.517, 
17, 8500,  2.630, -3.725, -0.267, 

18, 9000,  0.533,  1.821, -0.238, 
18, 9000,  0.291, -2.197,  0.117, 
18, 9000,  2.341, -3.832,  0.355, 
18, 9000, -0.526, -5.152,  0.268, 
18, 9000,  3.202, -3.489,  0.254, 
18, 9000,  5.593,  0.832,  0.452, 
18, 9000,  3.923, -2.886,  0.262, 
18, 9000,  2.647, -3.671, -0.265, 
18, 9000, 12.583, 19.360,  1.208, 

19, 9500,  0.559,  1.800, -0.193, 
19, 9500,  0.309, -2.192,  0.158, 
19, 9500,  2.353, -3.892,  0.406, 
19, 9500, -0.703, -5.216, -0.010, 
19, 9500,  3.175, -3.517,  0.303, 
19, 9500,  5.678,  0.611, -0.112, 
19, 9500,  3.453, -3.269,  0.196, 
19, 9500,  2.594, -3.876, -0.010, 
19, 9500,  0.088,  2.116,  0.086, 
19, 9500,  0.284, -2.203, -0.222, 
19, 9500,  1.833, -4.194,  0.289, 

20, 10000,  0.420,  1.832,  0.120, 
20, 10000,  0.287, -2.179,  0.139, 
20, 10000,  2.332, -3.851,  0.402, 
20, 10000, -0.704, -5.226, -0.010, 
20, 10000,  3.407, -3.228,  0.194, 
20, 10000,  5.673,  0.658,  0.415, 
20, 10000,  2.624, -3.811, -0.176, 
20, 10000,  1.802, -4.236,  0.291, 
20, 10000,  6.760,  7.044,  0.615, 
20, 10000,  3.297, -3.432, -0.182, 
20, 10000,  4.146, -2.814, -0.099, 
20, 10000, 13.804,  5.463,  1.161, 
20, 10000, -0.515, -5.239,  0.368, 

21, 10500,  0.376,  1.634,  0.122, 
21, 10500,  0.303, -2.188,  0.117, 
21, 10500,  2.334, -3.855,  0.403, 
21, 10500, -0.703, -5.221, -0.010, 
