count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -0.210, -0.002,  0.000,  0.000,  0.000, -0.054, 
2, 1000, -0.210, -0.002,  0.000,  0.000,  0.000, -0.054, 
3, 1500, -0.210, -0.002,  0.000,  0.000,  0.000, -0.054, 
4, 2000, -0.210, -0.002,  0.000,  0.000,  0.000, -0.055, 
5, 2500, -0.210, -0.002,  0.000,  0.000,  0.000, -0.055, 
6, 3000, -0.210, -0.002,  0.000,  0.000,  0.000, -0.056, 
7, 3500, -0.210, -0.002,  0.000,  0.000,  0.000, -0.056, 
8, 4000, -0.210, -0.002,  0.000,  0.000,  0.000, -0.056, 
9, 4500, -0.210, -0.002,  0.000,  0.000,  0.000, -0.057, 
10, 5000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.057, 
11, 5500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.057, 
12, 6000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.058, 
13, 6500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.058, 
14, 7000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.058, 
15, 7500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.059, 
16, 8000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.059, 
17, 8500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.059, 
18, 9000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.060, 
19, 9500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.060, 
20, 10000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.060, 
21, 10500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.060, 
22, 11000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.060, 
23, 11500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.061, 
24, 12000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.061, 
25, 12500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.061, 
26, 13000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.062, 
27, 13500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.062, 
28, 14000, -0.210, -0.003,  0.000,  0.000,  0.000, -0.062, 
29, 14500, -0.210, -0.003,  0.000,  0.000,  0.000, -0.062, 
30, 15000, -0.210, -0.004,  0.000,  0.000,  0.000, -0.063, 
31, 15500, -0.210, -0.004,  0.000,  0.000,  0.000, -0.064, 
32, 16000, -0.210, -0.004,  0.000,  0.000,  0.000, -0.064, 
33, 16500, -0.210, -0.004,  0.000,  0.000,  0.000, -0.065, 
34, 17000, -0.210, -0.004,  0.000,  0.000,  0.000, -0.066, 
35, 17500, -0.210, -0.004,  0.000,  0.000,  0.000, -0.066, 
36, 18000, -0.210, -0.004,  0.000,  0.000,  0.000, -0.069, 
37, 18500, -0.210, -0.004,  0.000,  0.000,  0.000, -0.071, 
38, 19000, -0.210, -0.004,  0.000,  0.000,  0.000, -0.072, 
39, 19500, -0.210, -0.005,  0.000,  0.000,  0.000, -0.073, 
40, 20000, -0.210, -0.005,  0.000,  0.000,  0.000, -0.075, 
41, 20500, -0.210, -0.005,  0.000,  0.000,  0.000, -0.076, 
42, 21000, -0.210, -0.005,  0.000,  0.000,  0.000, -0.077, 
43, 21500, -0.210, -0.005,  0.000,  0.000,  0.000, -0.078, 
44, 22000, -0.210, -0.005,  0.000,  0.000,  0.000, -0.081, 
45, 22500, -0.210, -0.005,  0.000,  0.000,  0.000, -0.082, 
46, 23000, -0.210, -0.005,  0.000,  0.000,  0.000, -0.084, 
47, 23500, -0.148, -0.011,  0.000,  0.000,  0.000, -0.085, 
48, 24000, -0.009, -0.022,  0.000,  0.000,  0.000, -0.086, 
49, 24500,  0.186, -0.034,  0.000,  0.000,  0.000, -0.068, 
50, 25000,  0.390, -0.048,  0.000,  0.000,  0.000, -0.069, 
51, 25500,  0.622, -0.064,  0.000,  0.000,  0.000, -0.070, 
52, 26000,  0.900, -0.081,  0.000,  0.000,  0.000, -0.062, 
53, 26500,  1.190, -0.091,  0.000,  0.000,  0.000, -0.041, 
54, 27000,  1.498, -0.109,  0.000,  0.000,  0.000, -0.054, 
