mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

3, 22, 11000,  7.067, -3.672, -0.145, 
3, 1121, 560500, -98.448, -74.183, -0.168, 

3, 21, 10500,  5.979, -3.481,  0.179, 
3, 1122, 561000, -98.346, -74.125,  0.027, 

3, 20, 10000,  5.295, -3.254,  0.129, 
3, 1123, 561500, -96.457, -72.786,  0.154, 

3, 20, 10000,  5.953, -3.410,  0.156, 
3, 1123, 561500, -97.993, -73.925,  0.107, 

3, 20, 10000,  7.274,  6.487,  0.570, 
3, 1123, 561500, -90.106, -80.351,  0.229, 

3, 19, 9500,  5.090, -3.125,  0.169, 
3, 1124, 562000, -96.446, -72.816,  0.177, 

3, 19, 9500,  7.489,  6.451,  0.523, 
3, 1124, 562000, -91.464, -74.761,  0.439, 

3, 18, 9000,  4.841, -3.077, -0.089, 
3, 1125, 562500, -96.663, -72.734, -0.303, 

3, 17, 8500,  4.804, -3.150, -0.050, 
3, 1126, 563000, -97.165, -73.091, -0.319, 

3, 17, 8500,  8.138,  6.203,  0.313, 
3, 1126, 563000, -91.125, -74.791, -0.171, 

3, 16, 8000,  4.697, -3.058, -0.050, 
3, 1127, 563500, -96.762, -72.828,  0.170, 

3, 16, 8000,  7.649,  6.437,  0.217, 
3, 1127, 563500, -91.010, -74.979,  0.391, 

3, 15, 7500,  4.556, -3.090, -0.005, 
3, 1128, 564000, -96.360, -72.602,  0.184, 

3, 15, 7500,  7.450,  6.539,  0.221, 
3, 1128, 564000, -90.820, -74.861,  0.372, 

3, 14, 7000,  4.413, -3.216,  0.237, 
3, 1129, 564500, -95.729, -72.250, -0.435, 

3, 14, 7000,  2.846, -4.270,  0.308, 
3, 1129, 564500, -94.571, -68.750,  0.069, 

3, 13, 6500,  4.219, -3.346, -0.135, 
3, 1130, 565000, -95.186, -71.379, -0.471, 

3, 13, 6500,  2.957, -4.027, -0.295, 
3, 1130, 565000, -94.903, -69.861,  0.195, 

3, 12, 6000,  3.843, -3.440, -0.007, 
3, 1131, 565500, -95.094, -71.065, -0.200, 

3, 12, 6000,  1.566, -4.690, -0.009, 
3, 1131, 565500, -94.611, -68.546, -0.174, 

3, 11, 5500,  3.288, -3.721,  0.213, 
3, 1132, 566000, -94.993, -69.847,  0.275, 

3, 10, 5000,  3.049, -3.797,  0.119, 
3, 1133, 566500, -95.036, -69.895, -0.349, 

3, 10, 5000,  1.187, -4.696, -0.009, 
3, 1133, 566500, -94.423, -68.453, -0.085, 

3, 9, 4500,  1.193, -4.649, -0.009, 
3, 1134, 567000, -94.443, -68.558, -0.164, 

3, 9, 4500,  0.648,  1.342, -0.027, 
3, 1134, 567000, -89.136, -71.552,  0.310, 

3, 8, 4000,  0.319, -2.441,  0.128, 
3, 1135, 567500, -92.202, -69.354,  0.183, 

3, 8, 4000,  1.239, -4.547, -0.087, 
3, 1135, 567500, -94.564, -68.603, -0.160, 

3, 8, 4000,  2.511, -4.048, -0.169, 
3, 1135, 567500, -94.759, -69.026,  0.165, 

3, 8, 4000,  0.656,  1.302,  0.053, 
3, 1135, 567500, -89.011, -72.167,  0.265, 

3, 7, 3500,  0.326, -2.450,  0.172, 
3, 1136, 568000, -92.311, -69.311, -0.052, 

3, 7, 3500,  0.857, -4.711, -0.090, 
3, 1136, 568000, -91.777, -67.256, -0.176, 

3, 7, 3500,  0.692,  1.328, -0.004, 
3, 1136, 568000, -88.967, -72.034,  0.222, 

3, 6, 3000,  0.319, -2.445, -0.005, 
3, 1137, 568500, -92.169, -69.284,  0.063, 

3, 6, 3000,  0.663,  1.372, -0.115, 
3, 1137, 568500, -88.986, -71.992,  0.064, 

3, 6, 3000,  1.562, -4.526,  0.333, 
3, 1137, 568500, -94.411, -68.472, -0.159, 

3, 5, 2500,  0.288, -2.458, -0.141, 
3, 1138, 569000, -92.191, -69.304, -0.004, 

3, 5, 2500,  0.730,  1.386,  0.044, 
3, 1138, 569000, -89.025, -71.479, -0.004, 

3, 5, 2500,  1.565, -4.515,  0.296, 
3, 1138, 569000, -94.262, -68.150, -0.164, 

3, 4, 2000,  0.296, -2.433,  0.032, 
3, 1139, 569500, -92.195, -69.306, -0.004, 

3, 4, 2000,  0.838,  1.383,  0.064, 
3, 1139, 569500, -89.209, -71.673,  0.103, 

3, 3, 1500,  0.269, -2.414,  0.032, 
3, 1140, 570000, -92.164, -69.018,  0.092, 

3, 3, 1500,  0.722,  1.593,  0.049, 
3, 1140, 570000, -89.172, -71.604,  0.126, 

3, 3, 1500,  0.063, -4.946, -0.010, 
3, 1140, 570000, -93.616, -66.556,  0.203, 

3, 2, 1000,  0.269, -2.434, -0.047, 
3, 1141, 570500, -91.763, -67.334, -0.122, 

3, 2, 1000,  1.579, -4.514,  0.335, 
3, 1141, 570500, -93.692, -66.629,  0.314, 

3, 1, 500,  6.141, -4.112,  0.296, 
3, 1142, 571000, -93.710, -66.617,  0.265, 

