count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
2, 1000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
3, 1500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
4, 2000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
5, 2500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
6, 3000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
7, 3500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
8, 4000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
9, 4500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
10, 5000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
11, 5500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
12, 6000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
13, 6500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
14, 7000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
15, 7500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
16, 8000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
17, 8500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.631, 
18, 9000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.630, 
19, 9500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.630, 
20, 10000, -13.265, -12.951,  0.000,  0.000,  0.000, -1.630, 
21, 10500, -13.265, -12.951,  0.000,  0.000,  0.000, -1.630, 
22, 11000, -13.266, -12.968,  0.000,  0.000,  0.000, -1.630, 
23, 11500, -13.270, -13.040,  0.000,  0.000,  0.000, -1.630, 
24, 12000, -13.273, -13.133,  0.000,  0.000,  0.000, -1.617, 
25, 12500, -13.278, -13.262,  0.000,  0.000,  0.000, -1.612, 
26, 13000, -13.283, -13.402,  0.000,  0.000,  0.000, -1.612, 
27, 13500, -13.285, -13.575,  0.000,  0.000,  0.000, -1.589, 
28, 14000, -13.273, -13.836,  0.000,  0.000,  0.000, -1.540, 
29, 14500, -13.255, -14.209,  0.000,  0.000,  0.000, -1.518, 
30, 15000, -13.228, -14.604,  0.000,  0.000,  0.000, -1.506, 
31, 15500, -13.201, -14.999,  0.000,  0.000,  0.000, -1.503, 
32, 16000, -13.174, -15.395,  0.000,  0.000,  0.000, -1.504, 
33, 16500, -13.171, -15.771,  0.000,  0.000,  0.000, -1.571, 
34, 17000, -13.199, -16.175,  0.000,  0.000,  0.000, -1.645, 
35, 17500, -13.232, -16.563,  0.000,  0.000,  0.000, -1.650, 
36, 18000, -13.263, -16.958,  0.000,  0.000,  0.000, -1.651, 
37, 18500, -13.296, -17.353,  0.000,  0.000,  0.000, -1.651, 
38, 19000, -13.317, -17.749,  0.000,  0.000,  0.000, -1.623, 
39, 19500, -13.332, -18.146,  0.000,  0.000,  0.000, -1.609, 
40, 20000, -13.345, -18.544,  0.000,  0.000,  0.000, -1.603, 
41, 20500, -13.353, -18.931,  0.000,  0.000,  0.000, -1.592, 
42, 21000, -13.358, -19.328,  0.000,  0.000,  0.000, -1.584, 
43, 21500, -13.363, -19.726,  0.000,  0.000,  0.000, -1.585, 
44, 22000, -13.367, -20.123,  0.000,  0.000,  0.000, -1.582, 
45, 22500, -13.371, -20.518,  0.000,  0.000,  0.000, -1.581, 
46, 23000, -13.376, -20.916,  0.000,  0.000,  0.000, -1.584, 
47, 23500, -13.382, -21.312,  0.000,  0.000,  0.000, -1.585, 
48, 24000, -13.388, -21.710,  0.000,  0.000,  0.000, -1.584, 
49, 24500, -13.390, -22.107,  0.000,  0.000,  0.000, -1.579, 
50, 25000, -13.394, -22.481,  0.000,  0.000,  0.000, -1.583, 
51, 25500, -13.415, -22.877,  0.000,  0.000,  0.000, -1.629, 
52, 26000, -13.439, -23.275,  0.000,  0.000,  0.000, -1.625, 
53, 26500, -13.454, -23.670,  0.000,  0.000,  0.000, -1.610, 
54, 27000, -13.463, -24.065,  0.000,  0.000,  0.000, -1.587, 
