count, time, abs_prox_x, abs_prox_y, abs_prox_z, 




5, 2500,  0.421,  2.828, -0.054, 
5, 2500,  0.047,  2.657, -0.320, 
5, 2500,  2.818,  3.724, -0.267, 
5, 2500,  1.362, -1.209, -0.067, 
5, 2500,  0.532, -5.655, -0.210, 
5, 2500,  1.369,  3.471, -0.213, 
5, 2500, 18.868, -1.039,  1.173, 
5, 2500,  4.353,  4.712,  0.257, 
5, 2500,  0.022, -5.671, -0.108, 
5, 2500,  6.991, -1.236,  0.092, 

6, 3000,  0.473,  2.825, -0.221, 
6, 3000, -0.069,  2.647, -0.444, 
6, 3000,  1.380, -1.225, -0.068, 
6, 3000,  1.395,  3.464, -0.007, 
6, 3000,  4.520,  4.498,  0.083, 
6, 3000,  6.999, -1.238, -0.014, 
6, 3000,  0.034,  2.684, -0.207, 
6, 3000,  2.858,  3.699, -0.173, 
6, 3000,  1.359,  3.466, -0.366, 

7, 3500,  0.440,  2.836, -0.006, 
7, 3500, -0.019,  2.615, -0.566, 
7, 3500,  1.359, -1.268,  0.024, 
7, 3500,  1.341,  3.470, -0.366, 
7, 3500,  4.518,  4.651,  0.337, 
7, 3500,  6.999, -1.237,  0.284, 
7, 3500,  0.029,  2.665, -0.206, 
7, 3500,  2.850,  3.704, -0.009, 
7, 3500, -0.035, -5.681, -0.108, 
7, 3500,  3.318, 15.739,  1.128, 
7, 3500,  0.544,  2.785, -0.475, 
7, 3500, 18.862, -1.076,  1.325, 

8, 4000,  0.505,  2.795, -0.219, 
8, 4000,  1.368, -1.212, -0.068, 
8, 4000,  4.541,  4.620, -0.013, 
8, 4000,  7.010, -1.232, -0.014, 
8, 4000,  0.021,  2.657, -0.320, 
8, 4000,  3.333, 15.728,  1.127, 
8, 4000, 18.875, -1.039,  0.984, 
8, 4000,  1.374,  3.482, -0.139, 

9, 4500,  0.468,  2.795, -0.219, 
9, 4500,  1.312, -1.295, -0.004, 
9, 4500,  4.564,  4.643,  0.085, 
9, 4500,  7.008, -1.232, -0.014, 
9, 4500,  0.047,  2.662, -0.321, 
9, 4500, 18.860, -1.057,  1.324, 
9, 4500,  1.359,  3.465, -0.366, 
9, 4500,  2.763,  3.751, -0.172, 

10, 5000,  0.482,  2.791, -0.218, 
10, 5000,  1.370, -1.199, -0.068, 
10, 5000,  4.600,  4.659,  0.085, 
10, 5000,  6.995, -1.244,  0.198, 
10, 5000, -0.036,  2.628, -0.503, 
10, 5000,  1.351,  3.480, -0.366, 
10, 5000,  0.059,  2.692, -0.154, 

11, 5500,  0.583,  2.781, -0.279, 
11, 5500,  1.403, -1.273, -0.005, 
11, 5500,  4.712,  4.560,  0.405, 
11, 5500,  7.037, -1.201,  0.194, 
11, 5500,  0.205,  2.642, -0.443, 
11, 5500,  1.515,  3.436, -0.365, 
11, 5500,  0.213, -5.671, -0.324, 
11, 5500, 18.812, -1.398,  1.440, 
11, 5500,  0.487,  2.833, -0.006, 

12, 6000,  0.419,  2.632, -0.376, 
12, 6000,  1.461, -1.273, -0.136, 
12, 6000,  3.223,  3.472, -0.166, 
12, 6000,  0.833,  2.736, -0.157, 
12, 6000,  1.805,  3.331, -0.279, 
