count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500,  0.000,  0.034,  0.000,  0.000,  0.000, -0.023, 
2, 1000,  0.000,  0.034,  0.000,  0.000,  0.000, -0.023, 
3, 1500,  0.000,  0.034,  0.000,  0.000,  0.000, -0.023, 
4, 2000,  0.000,  0.034,  0.000,  0.000,  0.000, -0.023, 
5, 2500,  0.000,  0.034,  0.000,  0.000,  0.000, -0.023, 
6, 3000,  0.000,  0.034,  0.000,  0.000,  0.000, -0.022, 
7, 3500,  0.000,  0.034,  0.000,  0.000,  0.000, -0.022, 
8, 4000,  0.001,  0.034,  0.000,  0.000,  0.000, -0.022, 
9, 4500,  0.060,  0.033,  0.000,  0.000,  0.000, -0.022, 
10, 5000,  0.237,  0.033,  0.000,  0.000,  0.000, -0.005, 
11, 5500,  0.502,  0.039,  0.000,  0.000, -0.000,  0.013, 
12, 6000,  0.891,  0.041,  0.000,  0.000, -0.000,  0.004, 
13, 6500,  1.276,  0.040,  0.000,  0.000,  0.000, -0.003, 
14, 7000,  1.670,  0.039,  0.000,  0.000,  0.000, -0.000, 
15, 7500,  2.060,  0.038,  0.000,  0.000,  0.000, -0.002, 
16, 8000,  2.453,  0.032,  0.000,  0.000,  0.000, -0.018, 
17, 8500,  2.845,  0.016,  0.000,  0.000,  0.000, -0.042, 
18, 9000,  3.236, -0.006,  0.000,  0.000,  0.000, -0.058, 
19, 9500,  3.627, -0.025,  0.000,  0.000,  0.000, -0.042, 
20, 10000,  4.020, -0.038,  0.000,  0.000,  0.000, -0.034, 
21, 10500,  4.413, -0.039,  0.000,  0.000, -0.000,  0.006, 
22, 11000,  4.797, -0.034,  0.000,  0.000, -0.000,  0.012, 
23, 11500,  5.188, -0.032,  0.000,  0.000, -0.000,  0.004, 
24, 12000,  5.579, -0.033,  0.000,  0.000,  0.000, -0.003, 
25, 12500,  5.970, -0.034,  0.000,  0.000,  0.000, -0.002, 
26, 13000,  6.361, -0.040,  0.000,  0.000,  0.000, -0.012, 
27, 13500,  6.751, -0.042,  0.000,  0.000,  0.000, -0.008, 
28, 14000,  7.141, -0.044,  0.000,  0.000,  0.000, -0.005, 
29, 14500,  7.531, -0.063,  0.000,  0.000,  0.000, -0.049, 
30, 15000,  7.920, -0.096,  0.000,  0.000,  0.000, -0.074, 
31, 15500,  8.312, -0.119,  0.000,  0.000,  0.000, -0.055, 
32, 16000,  8.703, -0.141,  0.000,  0.000,  0.000, -0.059, 
33, 16500,  9.095, -0.169,  0.000,  0.000,  0.000, -0.073, 
34, 17000,  9.487, -0.199,  0.000,  0.000,  0.000, -0.077, 
35, 17500,  9.867, -0.225,  0.000,  0.000,  0.000, -0.068, 
36, 18000, 10.260, -0.252,  0.000,  0.000,  0.000, -0.065, 
37, 18500, 10.653, -0.279,  0.000,  0.000,  0.000, -0.068, 
38, 19000, 11.055, -0.302,  0.000,  0.000,  0.000, -0.056, 
39, 19500, 11.447, -0.320,  0.000,  0.000,  0.000, -0.042, 
40, 20000, 11.841, -0.329,  0.000,  0.000,  0.000, -0.018, 
41, 20500, 12.227, -0.325,  0.000,  0.000, -0.000,  0.009, 
42, 21000, 12.621, -0.319,  0.000,  0.000, -0.000,  0.017, 
43, 21500, 13.014, -0.314,  0.000,  0.000, -0.000,  0.017, 
44, 22000, 13.409, -0.301,  0.000,  0.000, -0.000,  0.033, 
45, 22500, 13.800, -0.287,  0.000,  0.000, -0.000,  0.036, 
46, 23000, 14.196, -0.279,  0.000,  0.000, -0.000,  0.018, 
47, 23500, 14.590, -0.287,  0.000,  0.000,  0.000, -0.027, 
48, 24000, 14.975, -0.334,  0.000,  0.000,  0.000, -0.106, 
49, 24500, 15.359, -0.382,  0.000,  0.000,  0.000, -0.125, 
50, 25000, 15.749, -0.435,  0.000,  0.000,  0.000, -0.133, 
51, 25500, 16.142, -0.489,  0.000,  0.000,  0.000, -0.134, 
52, 26000, 16.533, -0.537,  0.000,  0.000,  0.000, -0.122, 
53, 26500, 16.933, -0.581,  0.000,  0.000,  0.000, -0.107, 
54, 27000, 17.320, -0.618,  0.000,  0.000,  0.000, -0.091, 
55, 27500, 17.704, -0.633,  0.000,  0.000,  0.000, -0.030, 
