count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
3, 1500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
4, 2000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
5, 2500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
6, 3000, 0.023, -0.000, 0.000, 0.000, 0.000, -0.000, 
7, 3500, 0.112, 0.000, 0.000, 0.000, -0.000, 0.001, 
8, 4000, 0.226, 0.002, 0.000, 0.000, -0.000, 0.008, 
9, 4500, 0.381, 0.009, 0.000, 0.000, -0.000, 0.028, 
10, 5000, 0.587, 0.016, 0.000, 0.000, -0.000, 0.034, 
11, 5500, 0.856, 0.030, 0.000, 0.000, -0.000, 0.050, 
12, 6000, 1.189, 0.053, 0.000, 0.000, -0.000, 0.070, 
13, 6500, 1.585, 0.086, 0.000, 0.000, -0.000, 0.086, 
14, 7000, 1.962, 0.126, 0.000, 0.000, -0.000, 0.105, 
15, 7500, 2.351, 0.174, 0.000, 0.000, -0.000, 0.127, 
16, 8000, 2.737, 0.242, 0.000, 0.000, -0.000, 0.178, 
17, 8500, 3.125, 0.316, 0.000, 0.000, -0.000, 0.178, 
18, 9000, 3.517, 0.367, 0.000, 0.000, -0.000, 0.126, 
19, 9500, 3.912, 0.380, 0.000, 0.000, -0.000, 0.025, 
20, 10000, 4.306, 0.374, 0.000, 0.000, 0.000, -0.012, 
21, 10500, 4.694, 0.371, 0.000, 0.000, 0.000, -0.007, 
22, 11000, 5.097, 0.371, 0.000, 0.000, -0.000, 0.003, 
23, 11500, 5.478, 0.374, 0.000, 0.000, -0.000, 0.012, 
24, 12000, 5.872, 0.391, 0.000, 0.000, -0.000, 0.049, 
25, 12500, 6.267, 0.426, 0.000, 0.000, -0.000, 0.086, 
26, 13000, 6.660, 0.469, 0.000, 0.000, -0.000, 0.110, 
27, 13500, 7.053, 0.510, 0.000, 0.000, -0.000, 0.103, 
28, 14000, 7.454, 0.548, 0.000, 0.000, -0.000, 0.094, 
29, 14500, 7.832, 0.579, 0.000, 0.000, -0.000, 0.081, 
30, 15000, 8.235, 0.609, 0.000, 0.000, -0.000, 0.077, 
31, 15500, 8.622, 0.640, 0.000, 0.000, -0.000, 0.078, 
32, 16000, 9.015, 0.669, 0.000, 0.000, -0.000, 0.074, 
33, 16500, 9.417, 0.694, 0.000, 0.000, -0.000, 0.062, 
34, 17000, 9.805, 0.712, 0.000, 0.000, -0.000, 0.045, 
35, 17500, 10.200, 0.721, 0.000, 0.000, -0.000, 0.023, 
36, 18000, 10.588, 0.734, 0.000, 0.000, -0.000, 0.037, 
37, 18500, 10.983, 0.751, 0.000, 0.000, -0.000, 0.043, 
38, 19000, 11.378, 0.771, 0.000, 0.000, -0.000, 0.051, 
39, 19500, 11.773, 0.790, 0.000, 0.000, -0.000, 0.048, 
40, 20000, 12.169, 0.800, 0.000, 0.000, -0.000, 0.024, 
41, 20500, 12.574, 0.804, 0.000, 0.000, -0.000, 0.006, 
42, 21000, 12.961, 0.800, 0.000, 0.000, 0.000, -0.007, 
43, 21500, 13.341, 0.801, 0.000, 0.000, -0.000, 0.000, 
44, 22000, 13.737, 0.803, 0.000, 0.000, -0.000, 0.010, 
45, 22500, 14.118, 0.811, 0.000, 0.000, -0.000, 0.018, 
46, 23000, 14.507, 0.818, 0.000, 0.000, -0.000, 0.020, 
47, 23500, 14.904, 0.830, 0.000, 0.000, -0.000, 0.028, 
48, 24000, 15.297, 0.840, 0.000, 0.000, -0.000, 0.028, 
49, 24500, 15.694, 0.851, 0.000, 0.000, -0.000, 0.025, 
50, 25000, 16.089, 0.861, 0.000, 0.000, -0.000, 0.023, 
51, 25500, 16.485, 0.869, 0.000, 0.000, -0.000, 0.021, 
52, 26000, 16.880, 0.879, 0.000, 0.000, -0.000, 0.025, 
53, 26500, 17.276, 0.893, 0.000, 0.000, -0.000, 0.037, 
54, 27000, 17.674, 0.904, 0.000, 0.000, -0.000, 0.029, 
55, 27500, 18.043, 0.913, 0.000, 0.000, -0.000, 0.027, 
56, 28000, 18.441, 0.927, 0.000, 0.000, -0.000, 0.034, 
57, 28500, 18.837, 0.939, 0.000, 0.000, -0.000, 0.027, 
58, 29000, 19.233, 0.955, 0.000, 0.000, -0.000, 0.042, 
59, 29500, 19.627, 0.977, 0.000, 0.000, -0.000, 0.058, 
60, 30000, 20.014, 1.004, 0.000, 0.000, -0.000, 0.069, 
61, 30500, 20.408, 1.032, 0.000, 0.000, -0.000, 0.072, 
62, 31000, 20.801, 1.058, 0.000, 0.000, -0.000, 0.063, 
63, 31500, 21.189, 1.064, 0.000, 0.000, -0.000, 0.011, 
64, 32000, 21.583, 1.065, 0.000, 0.000, -0.000, 0.001, 
65, 32500, 21.979, 1.073, 0.000, 0.000, -0.000, 0.020, 
66, 33000, 22.365, 1.085, 0.000, 0.000, -0.000, 0.032, 
67, 33500, 22.762, 1.097, 0.000, 0.000, -0.000, 0.032, 
68, 34000, 23.158, 1.106, 0.000, 0.000, -0.000, 0.017, 
69, 34500, 23.556, 1.107, 0.000, 0.000, -0.000, 0.005, 
70, 35000, 23.951, 1.112, 0.000, 0.000, -0.000, 0.013, 
71, 35500, 24.337, 1.117, 0.000, 0.000, -0.000, 0.011, 
