count, time, abs_prox_x, abs_prox_y, abs_prox_z, 
1, 500,  3.345,  0.741,  0.297, 
1, 500,  5.914, -3.829,  0.296, 

2, 1000,  3.345,  0.744,  0.296, 
2, 1000, -0.033, -2.450, -0.047, 
2, 1000,  0.187,  1.724,  0.052, 
2, 1000,  0.484,  1.603, -0.107, 
2, 1000,  2.227, -4.078, -0.179, 
2, 1000,  3.359, -3.445,  0.066, 
2, 1000,  1.382, -4.460,  0.335, 
2, 1000,  3.447, -3.399,  0.447, 
2, 1000,  2.806, -3.813,  0.199, 
2, 1000,  2.017, -4.265,  0.377, 

3, 1500,  3.778,  0.517,  0.220, 
3, 1500, -0.032, -2.430,  0.032, 
3, 1500,  0.211,  1.595,  0.049, 
3, 1500,  2.237, -4.057, -0.178, 
3, 1500,  2.765, -3.796,  0.138, 
3, 1500,  1.390, -4.490,  0.299, 
3, 1500,  3.510, -3.319,  0.359, 
3, 1500, -0.105, -4.969, -0.010, 

4, 2000, -0.003, -2.447,  0.032, 
4, 2000,  0.337,  1.392,  0.064, 
4, 2000,  2.785, -3.807,  0.198, 
4, 2000,  1.373, -4.464,  0.335, 
4, 2000,  2.091, -4.209,  0.376, 
4, 2000, -0.004, -2.467, -0.243, 

5, 2500, -0.008, -2.472, -0.141, 
5, 2500,  0.228,  1.389,  0.044, 
5, 2500,  2.824, -3.851,  0.200, 
5, 2500,  1.378, -4.458,  0.296, 
5, 2500,  2.079, -4.196,  0.374, 
5, 2500,  0.001, -2.483,  0.129, 
5, 2500,  5.073,  0.022,  0.422, 

6, 3000,  0.023, -2.457, -0.005, 
6, 3000,  0.161,  1.372, -0.115, 
6, 3000,  2.804, -3.845,  0.138, 
6, 3000,  1.378, -4.468,  0.333, 
6, 3000,  1.877, -4.196,  0.363, 
6, 3000,  5.678,  0.095,  0.426, 
6, 3000, -0.033, -2.485, -0.415, 
6, 3000,  0.797, -4.688, -0.010, 
6, 3000,  3.556, -3.354,  0.363, 

7, 3500,  0.032, -2.462,  0.172, 
7, 3500,  2.737, -3.812,  0.132, 
7, 3500,  1.774, -4.422,  0.249, 
7, 3500,  2.102, -4.162,  0.362, 
7, 3500,  6.287, -0.191,  0.465, 
7, 3500,  0.009, -2.506, -0.357, 
7, 3500,  0.685, -4.691, -0.090, 
7, 3500,  3.474, -3.370,  0.313, 
7, 3500,  2.220, -4.114, -0.179, 
7, 3500,  0.191,  1.330, -0.004, 
7, 3500,  3.926, -3.213, -0.097, 

8, 4000,  0.024, -2.453,  0.128, 
8, 4000,  3.087, -3.596,  0.286, 
8, 4000,  2.022, -4.337,  0.410, 
8, 4000,  2.325, -4.197,  0.372, 
8, 4000,  6.747, -0.054,  0.419, 
8, 4000,  1.057, -4.506, -0.087, 
8, 4000,  3.622, -3.262,  0.302, 
8, 4000,  2.300, -3.938, -0.169, 
8, 4000,  0.156,  1.302,  0.053, 
8, 4000,  1.458, -4.495,  0.294, 
8, 4000,  6.733,  6.578,  0.817, 

9, 4500,  2.929, -3.698,  0.123, 
9, 4500,  2.228, -4.196,  0.399, 
9, 4500,  7.122, -0.125,  0.356, 
9, 4500,  1.031, -4.609, -0.009, 
9, 4500,  3.471, -3.318, -0.009, 
9, 4500,  2.596, -3.907, -0.252, 
9, 4500,  1.567, -4.421,  0.282, 
9, 4500,  0.138,  1.340, -0.027, 
9, 4500, 10.287,  0.995,  0.510, 
9, 4500,  3.943, -3.109, -0.088, 
9, 4500, 13.546,  5.233,  1.236, 
9, 4500, 15.138, 11.479,  1.451, 

10, 5000,  2.860, -3.634,  0.119, 
10, 5000,  2.338, -4.134,  0.309, 
10, 5000,  7.517,  0.003,  0.485, 
10, 5000,  1.062, -4.656, -0.009, 
10, 5000,  3.507, -3.175, -0.081, 
10, 5000,  3.792, -3.135,  0.274, 

11, 5500,  3.113, -3.530,  0.213, 
11, 5500,  7.891, -0.051,  0.599, 
11, 5500,  1.260, -4.641, -0.088, 
11, 5500,  3.485, -3.152, -0.011, 
11, 5500,  3.840, -3.122,  0.364, 
11, 5500,  4.075, -2.982, -0.079, 

12, 6000,  3.643, -3.207, -0.007, 
12, 6000,  8.443,  0.413,  0.488, 
12, 6000,  2.438, -4.078,  0.362, 
12, 6000,  4.267, -2.941, -0.074, 
12, 6000,  1.465, -4.624, -0.009, 
12, 6000, 10.428,  1.242,  0.540, 
12, 6000,  3.050, -3.588,  0.107, 
12, 6000, 10.346,  2.338,  0.760, 

13, 6500,  4.055, -3.007,  0.239, 
13, 6500,  4.004, -3.087, -0.135, 
13, 6500,  4.313, -2.922, -0.193, 
13, 6500, 10.043,  1.529,  0.497, 
13, 6500,  2.795, -3.859, -0.295, 
13, 6500, 15.688, 17.549,  1.569, 

14, 7000,  4.175, -2.949,  0.237, 
14, 7000,  4.422, -2.857, -0.175, 
14, 7000,  9.210,  0.437,  0.562, 
14, 7000,  3.632, -3.352,  0.133, 
14, 7000, 14.277, 12.539,  1.485, 
14, 7000,  2.684, -4.108,  0.308, 
14, 7000, 10.480,  2.432,  0.415, 
14, 7000, 10.272,  1.488,  0.308, 
14, 7000,  3.872, -3.192, -0.063, 

15, 7500,  4.307, -2.814, -0.005, 
15, 7500,  4.540, -2.761, -0.008, 
15, 7500,  9.324,  0.635,  0.490, 
15, 7500,  6.540,  6.990,  0.221, 
15, 7500, 13.491,  5.631,  1.028, 

16, 8000,  4.456, -2.771, -0.050, 
16, 8000,  9.468,  0.224,  0.513, 
16, 8000,  6.711,  6.914,  0.217, 
16, 8000, 10.159,  1.252,  0.347, 
16, 8000,  3.868, -3.135, -0.160, 

17, 8500,  4.650, -2.849, -0.050, 
17, 8500,  9.801,  0.487, -0.223, 
17, 8500,  6.988,  6.802,  0.313, 
17, 8500, 10.464,  1.932,  0.091, 
17, 8500, 23.685, -7.984, -0.041, 
17, 8500,  4.007, -3.054, -0.264, 
17, 8500,  5.796, -3.036,  0.129, 
17, 8500, 10.233,  1.389, -0.237, 

18, 9000,  4.841, -2.791,  0.149, 
18, 9000, 10.134,  1.535,  0.228, 
18, 9000,  4.681, -2.772, -0.089, 
18, 9000,  5.852, -3.020,  0.179, 
18, 9000,  5.121, -2.857, -0.423, 
18, 9000, 10.292,  0.295,  0.303, 
18, 9000, 15.011, -5.700,  0.994, 
18, 9000, 14.090, 12.517,  1.381, 

19, 9500,  4.919, -2.790,  0.169, 
19, 9500, 10.122,  1.650,  0.144, 
19, 9500,  5.824, -2.959,  0.133, 
19, 9500,  5.382, -3.113, -0.324, 
19, 9500, 15.585, -0.323,  0.132, 
19, 9500, 10.914,  0.421,  0.245, 
19, 9500,  5.960, -3.149, -0.281, 
19, 9500, 13.390,  6.031,  0.925, 
19, 9500, 10.422,  2.351,  0.160, 
19, 9500,  6.388,  6.972,  0.523, 

20, 10000,  5.132, -2.898,  0.129, 
20, 10000, 10.145,  1.610,  0.317, 
20, 10000,  6.160, -3.177,  0.176, 
20, 10000,  5.891, -3.162, -0.271, 
20, 10000, 11.383,  0.779,  0.314, 
20, 10000, 13.227,  6.077,  0.867, 
20, 10000,  6.891, -3.109,  0.081, 
20, 10000,  5.802, -2.991,  0.156, 
20, 10000,  5.090, -2.952, -0.425, 
20, 10000, 24.117, -6.297,  1.205, 
20, 10000,  5.445, -3.132, -0.207, 
20, 10000,  5.333, -3.044,  0.071, 
20, 10000,  6.188,  6.987,  0.570, 

21, 10500, 10.218,  1.463,  0.121, 
21, 10500,  6.300, -3.153,  0.233, 
21, 10500,  5.976, -3.142, -0.261, 
21, 10500, 12.049,  0.879,  0.175, 
21, 10500, 10.315,  2.128,  0.433, 
21, 10500,  6.997, -3.078,  0.036, 
21, 10500,  5.810, -3.054,  0.179, 
21, 10500, 14.643, -1.564, -0.017, 
21, 10500, 15.314, -5.261,  0.282, 
21, 10500, 25.972,  2.313,  1.745, 
21, 10500, 13.271,  6.112,  0.855, 

