count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500,  0.000,  0.000,  0.000,  0.000, -0.000,  0.000, 
2, 1000,  0.000,  0.000,  0.000,  0.000,  0.000, -0.000, 
3, 1500,  0.000,  0.000,  0.000,  0.000,  0.000, -0.000, 
4, 2000,  0.000,  0.000,  0.000,  0.000,  0.000, -0.001, 
5, 2500,  0.000,  0.000,  0.000,  0.000,  0.000, -0.001, 
6, 3000,  0.000,  0.000,  0.000,  0.000,  0.000, -0.001, 
7, 3500,  0.000,  0.000,  0.000,  0.000,  0.000, -0.002, 
8, 4000,  0.000,  0.000,  0.000,  0.000,  0.000, -0.002, 
9, 4500,  0.000,  0.000,  0.000,  0.000,  0.000, -0.002, 
10, 5000,  0.000,  0.000,  0.000,  0.000,  0.000, -0.002, 
11, 5500,  0.000,  0.000,  0.000,  0.000,  0.000, -0.002, 
12, 6000,  0.000,  0.000,  0.000,  0.000,  0.000, -0.003, 
13, 6500, -0.000, -0.001,  0.000,  0.000,  0.000, -0.003, 
14, 7000, -0.000, -0.001,  0.000,  0.000,  0.000, -0.003, 
15, 7500, -0.000, -0.001,  0.000,  0.000,  0.000, -0.003, 
16, 8000, -0.000, -0.001,  0.000,  0.000,  0.000, -0.004, 
17, 8500, -0.000, -0.001,  0.000,  0.000,  0.000, -0.004, 
18, 9000, -0.000, -0.001,  0.000,  0.000,  0.000, -0.004, 
19, 9500,  0.000, -0.001,  0.000,  0.000,  0.000, -0.005, 
20, 10000,  0.000, -0.001,  0.000,  0.000,  0.000, -0.005, 
21, 10500,  0.000, -0.001,  0.000,  0.000,  0.000, -0.005, 
22, 11000,  0.000, -0.001,  0.000,  0.000,  0.000, -0.005, 
23, 11500,  0.000, -0.001,  0.000,  0.000,  0.000, -0.004, 
24, 12000,  0.000, -0.001,  0.000,  0.000,  0.000, -0.003, 
25, 12500,  0.000, -0.001,  0.000,  0.000,  0.000, -0.003, 
26, 13000,  0.000, -0.001,  0.000,  0.000,  0.000, -0.003, 
27, 13500,  0.000, -0.001,  0.000,  0.000,  0.000, -0.002, 
28, 14000,  0.000, -0.001,  0.000,  0.000,  0.000, -0.000, 
29, 14500,  0.000, -0.001,  0.000,  0.000, -0.000,  0.000, 
30, 15000,  0.000, -0.001,  0.000,  0.000, -0.000,  0.002, 
31, 15500,  0.000, -0.001,  0.000,  0.000, -0.000,  0.003, 
32, 16000,  0.018, -0.002,  0.000,  0.000, -0.000,  0.004, 
33, 16500,  0.132, -0.000,  0.000,  0.000, -0.000,  0.010, 
34, 17000,  0.305,  0.001,  0.000,  0.000, -0.000,  0.012, 
35, 17500,  0.522,  0.005,  0.000,  0.000, -0.000,  0.017, 
36, 18000,  0.815,  0.012,  0.000,  0.000, -0.000,  0.023, 
37, 18500,  1.179,  0.022,  0.000,  0.000, -0.000,  0.032, 
38, 19000,  1.657,  0.035,  0.000,  0.000, -0.000,  0.023, 
39, 19500,  2.149,  0.030,  0.000,  0.000,  0.000, -0.023, 
40, 20000,  2.635,  0.003,  0.000,  0.000,  0.000, -0.057, 
41, 20500,  3.116, -0.039,  0.000,  0.000,  0.000, -0.089, 
42, 21000,  3.595, -0.108,  0.000,  0.000,  0.000, -0.135, 
43, 21500,  4.076, -0.194,  0.000,  0.000,  0.000, -0.179, 
44, 22000,  4.548, -0.273,  0.000,  0.000,  0.000, -0.158, 
45, 22500,  5.021, -0.352,  0.000,  0.000,  0.000, -0.174, 
46, 23000,  5.494, -0.426,  0.000,  0.000,  0.000, -0.157, 
47, 23500,  5.967, -0.508,  0.000,  0.000,  0.000, -0.167, 
48, 24000,  6.443, -0.578,  0.000,  0.000,  0.000, -0.146, 
49, 24500,  6.921, -0.637,  0.000,  0.000,  0.000, -0.120, 
50, 25000,  7.402, -0.685,  0.000,  0.000,  0.000, -0.100, 
51, 25500,  7.882, -0.725,  0.000,  0.000,  0.000, -0.087, 
52, 26000,  8.362, -0.776,  0.000,  0.000,  0.000, -0.117, 
53, 26500,  8.839, -0.848,  0.000,  0.000,  0.000, -0.151, 
54, 27000,  9.313, -0.922,  0.000,  0.000,  0.000, -0.153, 
55, 27500,  9.790, -0.975,  0.000,  0.000,  0.000, -0.119, 
56, 28000, 10.270, -1.016,  0.000,  0.000,  0.000, -0.102, 
57, 28500, 10.745, -1.081,  0.000,  0.000,  0.000, -0.134, 
58, 29000, 11.224, -1.126,  0.000,  0.000,  0.000, -0.101, 
59, 29500, 11.708, -1.167,  0.000,  0.000,  0.000, -0.091, 
60, 30000, 12.195, -1.193,  0.000,  0.000,  0.000, -0.051, 
61, 30500, 12.682, -1.199,  0.000,  0.000,  0.000, -0.018, 
62, 31000, 13.168, -1.188,  0.000,  0.000, -0.000,  0.015, 
63, 31500, 13.655, -1.157,  0.000,  0.000, -0.000,  0.069, 
64, 32000, 14.142, -1.099,  0.000,  0.000, -0.000,  0.134, 
65, 32500, 14.631, -1.006,  0.000,  0.000, -0.000,  0.176, 
66, 33000, 15.120, -0.914,  0.000,  0.000, -0.000,  0.190, 
67, 33500, 15.605, -0.811,  0.000,  0.000, -0.000,  0.215, 
68, 34000, 16.088, -0.687,  0.000,  0.000, -0.000,  0.250, 
69, 34500, 16.563, -0.539,  0.000,  0.000, -0.000,  0.326, 
70, 35000, 17.024, -0.350,  0.000,  0.000, -0.000,  0.407, 
71, 35500, 17.472, -0.126,  0.000,  0.000, -0.000,  0.490, 
