count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500,  0.000, -0.000,  0.000,  0.000, -0.000,  0.000, 
2, 1000, -0.000, -0.000,  0.000,  0.000, -0.000,  0.000, 
3, 1500, -0.000, -0.000,  0.000,  0.000, -0.000,  0.000, 
4, 2000, -0.000, -0.000,  0.000,  0.000, -0.000,  0.000, 
5, 2500, -0.000, -0.000,  0.000,  0.000, -0.000,  0.000, 
6, 3000, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
7, 3500, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
8, 4000, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
9, 4500, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
10, 5000, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
11, 5500, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
12, 6000, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
13, 6500, -0.000, -0.000,  0.000,  0.000,  0.000, -0.001, 
14, 7000,  0.075, -0.000,  0.000,  0.000, -0.000,  0.000, 
15, 7500,  0.297,  0.002,  0.000,  0.000, -0.000,  0.005, 
16, 8000,  0.567,  0.001,  0.000,  0.000, -0.000,  0.000, 
17, 8500,  0.835,  0.002,  0.000,  0.000, -0.000,  0.000, 
18, 9000,  1.106, -0.001,  0.000,  0.000,  0.000, -0.009, 
19, 9500,  1.406, -0.010,  0.000,  0.000,  0.000, -0.028, 
20, 10000,  1.681, -0.021,  0.000,  0.000,  0.000, -0.038, 
21, 10500,  1.958, -0.035,  0.000,  0.000,  0.000, -0.048, 
22, 11000,  2.324, -0.054,  0.000,  0.000,  0.000, -0.055, 
23, 11500,  2.644, -0.075,  0.000,  0.000,  0.000, -0.065, 
24, 12000,  2.891, -0.088,  0.000,  0.000,  0.000, -0.056, 
25, 12500,  3.057, -0.099,  0.000,  0.000,  0.000, -0.063, 
26, 13000,  3.278, -0.114,  0.000,  0.000,  0.000, -0.065, 
27, 13500,  3.511, -0.127,  0.000,  0.000,  0.000, -0.057, 
28, 14000,  3.747, -0.139,  0.000,  0.000,  0.000, -0.053, 
29, 14500,  4.020, -0.153,  0.000,  0.000,  0.000, -0.053, 
30, 15000,  4.295, -0.169,  0.000,  0.000,  0.000, -0.056, 
31, 15500,  4.575, -0.185,  0.000,  0.000,  0.000, -0.061, 
32, 16000,  4.856, -0.206,  0.000,  0.000,  0.000, -0.072, 
33, 16500,  5.135, -0.228,  0.000,  0.000,  0.000, -0.076, 
34, 17000,  5.401, -0.254,  0.000,  0.000,  0.000, -0.097, 
35, 17500,  5.666, -0.283,  0.000,  0.000,  0.000, -0.109, 
36, 18000,  5.927, -0.326,  0.000,  0.000,  0.000, -0.159, 
37, 18500,  6.187, -0.383,  0.000,  0.000,  0.000, -0.207, 
38, 19000,  6.459, -0.450,  0.000,  0.000,  0.000, -0.237, 
39, 19500,  6.732, -0.519,  0.000,  0.000,  0.000, -0.250, 
40, 20000,  7.007, -0.593,  0.000,  0.000,  0.000, -0.261, 
41, 20500,  7.278, -0.670,  0.000,  0.000,  0.000, -0.273, 
42, 21000,  7.551, -0.749,  0.000,  0.000,  0.000, -0.279, 
43, 21500,  7.834, -0.831,  0.000,  0.000,  0.000, -0.284, 
44, 22000,  8.116, -0.917,  0.000,  0.000,  0.000, -0.292, 
45, 22500,  8.388, -1.001,  0.000,  0.000,  0.000, -0.301, 
46, 23000,  8.659, -1.084,  0.000,  0.000,  0.000, -0.298, 
47, 23500,  8.945, -1.177,  0.000,  0.000,  0.000, -0.312, 
48, 24000,  9.240, -1.261,  0.000,  0.000,  0.000, -0.276, 
49, 24500,  9.545, -1.336,  0.000,  0.000,  0.000, -0.245, 
50, 25000,  9.848, -1.404,  0.000,  0.000,  0.000, -0.220, 
51, 25500, 10.155, -1.464,  0.000,  0.000,  0.000, -0.199, 
52, 26000, 10.453, -1.516,  0.000,  0.000,  0.000, -0.173, 
53, 26500, 10.745, -1.564,  0.000,  0.000,  0.000, -0.161, 
54, 27000, 11.038, -1.609,  0.000,  0.000,  0.000, -0.152, 
55, 27500, 11.332, -1.648,  0.000,  0.000,  0.000, -0.132, 
56, 28000, 11.627, -1.683,  0.000,  0.000,  0.000, -0.121, 
57, 28500, 11.921, -1.712,  0.000,  0.000,  0.000, -0.100, 
58, 29000, 12.216, -1.736,  0.000,  0.000,  0.000, -0.082, 
59, 29500, 12.513, -1.757,  0.000,  0.000,  0.000, -0.074, 
60, 30000, 12.797, -1.775,  0.000,  0.000,  0.000, -0.059, 
61, 30500, 13.078, -1.797,  0.000,  0.000,  0.000, -0.076, 
62, 31000, 13.359, -1.820,  0.000,  0.000,  0.000, -0.083, 
63, 31500, 13.641, -1.843,  0.000,  0.000,  0.000, -0.079, 
64, 32000, 13.930, -1.870,  0.000,  0.000,  0.000, -0.091, 
65, 32500, 14.219, -1.901,  0.000,  0.000,  0.000, -0.108, 
66, 33000, 14.508, -1.929,  0.000,  0.000,  0.000, -0.099, 
67, 33500, 14.796, -1.958,  0.000,  0.000,  0.000, -0.101, 
68, 34000, 15.082, -1.998,  0.000,  0.000,  0.000, -0.135, 
69, 34500, 15.371, -2.036,  0.000,  0.000,  0.000, -0.133, 
70, 35000, 15.666, -2.079,  0.000,  0.000,  0.000, -0.137, 
71, 35500, 15.980, -2.113,  0.000,  0.000,  0.000, -0.108, 
