mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

3, 34, 17000, 80.328, -13.618,  0.094, 
3, 567, 283500, 78.960, -11.113,  0.076, 

3, 34, 17000, 77.376, -13.694,  0.122, 
3, 567, 283500, 77.320, -13.612,  0.073, 

3, 34, 17000, 86.099, -14.612,  0.360, 
3, 567, 283500, 87.108, -12.100,  0.332, 

3, 34, 17000, 87.995, -11.102,  0.424, 
3, 567, 283500, 87.718, -10.377, -0.124, 

3, 33, 16500, 80.329, -13.666,  0.146, 
3, 566, 283000, 78.960, -11.118,  0.110, 

3, 33, 16500, 77.799, -16.266,  0.497, 
3, 566, 283000, 77.323, -13.614,  0.157, 

3, 33, 16500, 87.725, -10.694, -0.125, 
3, 566, 283000, 87.719, -10.374,  0.340, 

3, 33, 16500, 87.106, -12.322,  0.079, 
3, 566, 283000, 87.137, -11.950,  0.331, 

3, 32, 16000, 86.837, -12.878,  0.378, 
3, 565, 282500, 87.234, -11.748,  0.332, 

3, 32, 16000, 78.969, -11.164, -0.130, 
3, 565, 282500, 78.965, -11.107,  0.142, 

3, 32, 16000, 77.304, -13.652,  0.313, 
3, 565, 282500, 77.234, -13.536,  0.073, 

3, 31, 15500, 80.379, -13.662, -0.132, 
3, 564, 282000, 80.428, -13.594,  0.054, 

3, 31, 15500, 87.193, -11.933,  0.327, 
3, 564, 282000, 87.411, -11.225,  0.333, 

3, 31, 15500, 78.975, -11.150, -0.089, 
3, 564, 282000, 78.948, -11.119,  0.036, 

3, 31, 15500, 77.286, -13.575,  0.200, 
3, 564, 282000, 77.288, -13.579,  0.073, 

3, 30, 15000, 87.037, -12.414,  0.180, 
3, 563, 281500, 87.155, -11.915,  0.334, 

3, 30, 15000, 77.201, -13.575,  0.069, 
3, 563, 281500, 77.244, -13.533,  0.160, 

3, 30, 15000, 78.964, -11.191, -0.005, 
3, 563, 281500, 78.898, -11.043, -0.006, 

3, 30, 15000, 69.610, -10.082, -0.023, 
3, 563, 281500, 69.547, -10.926,  0.731, 

3, 30, 15000, 80.322, -13.668, -0.152, 
