count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 1000,  1.705, -1.291,  0.111, 
2, 1000,  1.993,  4.096, -0.009, 
2, 1000,  0.563,  4.714,  0.190, 
2, 1000,  6.193, -3.857,  0.512, 
2, 1000,  0.250, -4.246,  0.371, 

3, 1500,  1.703, -1.286,  0.186, 
3, 1500,  0.563,  4.714,  0.190, 
3, 1500,  6.211, -3.859,  0.381, 
3, 1500,  0.306, -4.258,  0.329, 
3, 1500,  7.211, -8.723,  0.703, 

4, 2000,  1.711, -1.287,  0.060, 
4, 2000,  0.509,  4.707, -0.009, 
4, 2000,  6.203, -3.855,  0.512, 
4, 2000,  0.327, -4.243,  0.264, 
4, 2000,  7.211, -8.723,  0.794, 
4, 2000, -0.677,  7.832, -0.291, 
4, 2000,  1.911,  4.115,  0.396, 
4, 2000,  1.991,  4.103, -0.009, 

5, 2500,  1.712, -1.291,  0.028, 
5, 2500,  0.483,  4.724, -0.090, 
5, 2500,  6.198, -3.851,  0.453, 
5, 2500,  0.323, -4.251,  0.265, 
5, 2500,  7.230, -8.728,  0.704, 
5, 2500, -0.670,  7.842, -0.291, 
5, 2500,  1.906,  4.104,  0.395, 
5, 2500,  1.985,  4.091, -0.086, 
5, 2500,  1.346,  4.278, -0.441, 

6, 3000,  1.687, -1.318,  0.087, 
6, 3000,  6.210, -3.853,  0.452, 
6, 3000,  0.371, -4.245,  0.299, 
6, 3000,  7.248, -8.722,  0.589, 
6, 3000, -0.638,  7.836, -0.449, 
6, 3000,  1.929,  4.125,  0.396, 
6, 3000,  1.984,  4.093, -0.086, 
6, 3000,  7.269, -7.719,  0.551, 
6, 3000,  0.529,  4.723, -0.009, 

7, 3500,  1.759, -1.289, -0.082, 
7, 3500,  6.261, -3.872,  0.378, 
7, 3500,  0.285, -4.249,  0.298, 
7, 3500,  2.074,  4.084,  0.059, 
7, 3500,  0.555,  4.713,  0.062, 
7, 3500,  1.520,  4.461, -0.089, 
7, 3500, 20.578,  6.018,  1.646, 
7, 3500,  2.065,  4.024, -0.539, 
7, 3500, -0.527,  7.853,  0.315, 
7, 3500,  7.258, -8.751,  0.872, 

