count, time, abs_prox_x, abs_prox_y, abs_prox_z, 
1, 500,  3.806,  0.583,  0.297, 
1, 500,  6.141, -4.112,  0.296, 

2, 1000,  3.806,  0.583,  0.296, 
2, 1000,  0.269, -2.434, -0.047, 
2, 1000,  0.703,  1.723,  0.052, 
2, 1000,  0.994,  1.588, -0.107, 
2, 1000,  2.443, -4.176, -0.179, 
2, 1000,  3.606, -3.601,  0.066, 
2, 1000,  1.579, -4.514,  0.335, 
2, 1000,  3.696, -3.560,  0.447, 
2, 1000,  3.034, -3.940,  0.199, 
2, 1000,  2.224, -4.352,  0.377, 

3, 1500,  4.227,  0.330,  0.220, 
3, 1500,  0.269, -2.414,  0.032, 
3, 1500,  0.722,  1.593,  0.049, 
3, 1500,  2.450, -4.157, -0.178, 
3, 1500,  2.991, -3.924,  0.138, 
3, 1500,  1.581, -4.545,  0.299, 
3, 1500,  3.759, -3.487,  0.359, 
3, 1500,  0.063, -4.946, -0.010, 

4, 2000,  0.296, -2.433,  0.032, 
4, 2000,  0.838,  1.383,  0.064, 
4, 2000,  3.007, -3.938,  0.198, 
4, 2000,  1.562, -4.519,  0.335, 
4, 2000,  2.293, -4.303,  0.376, 
4, 2000,  0.293, -2.453, -0.243, 

5, 2500,  0.288, -2.458, -0.141, 
5, 2500,  0.730,  1.386,  0.044, 
5, 2500,  3.041, -3.986,  0.200, 
5, 2500,  1.565, -4.515,  0.296, 
5, 2500,  2.279, -4.291,  0.374, 
5, 2500,  0.296, -2.469,  0.129, 
5, 2500,  5.494, -0.240,  0.422, 

6, 3000,  0.319, -2.445, -0.005, 
6, 3000,  0.663,  1.372, -0.115, 
6, 3000,  3.021, -3.981,  0.138, 
6, 3000,  1.562, -4.526,  0.333, 
6, 3000,  2.076, -4.281,  0.363, 
6, 3000,  6.102, -0.202,  0.426, 
6, 3000,  0.261, -2.469, -0.415, 
6, 3000,  0.970, -4.714, -0.010, 
6, 3000,  3.798, -3.531,  0.363, 

7, 3500,  0.326, -2.450,  0.172, 
7, 3500,  2.954, -3.945,  0.132, 
7, 3500,  1.959, -4.502,  0.249, 
7, 3500,  2.301, -4.260,  0.362, 
7, 3500,  6.696, -0.522,  0.465, 
7, 3500,  0.301, -2.493, -0.357, 
7, 3500,  0.857, -4.711, -0.090, 
7, 3500,  3.714, -3.544,  0.313, 
7, 3500,  2.421, -4.219, -0.179, 
7, 3500,  0.692,  1.328, -0.004, 
7, 3500,  4.174, -3.411, -0.097, 

8, 4000,  0.319, -2.441,  0.128, 
8, 4000,  3.316, -3.750,  0.286, 
8, 4000,  2.212, -4.431,  0.410, 
8, 4000,  2.522, -4.307,  0.372, 
8, 4000,  7.164, -0.412,  0.419, 
8, 4000,  1.239, -4.547, -0.087, 
8, 4000,  3.868, -3.445,  0.302, 
8, 4000,  2.511, -4.048, -0.169, 
8, 4000,  0.656,  1.302,  0.053, 
8, 4000,  1.640, -4.558,  0.294, 
8, 4000,  7.512,  6.210,  0.817, 

9, 4500,  3.141, -3.851,  0.123, 
9, 4500,  2.412, -4.307,  0.399, 
9, 4500,  7.534, -0.528,  0.356, 
9, 4500,  1.193, -4.649, -0.009, 
9, 4500,  3.704, -3.503, -0.009, 
9, 4500,  2.796, -4.039, -0.252, 
9, 4500,  1.739, -4.493,  0.282, 
9, 4500,  0.648,  1.342, -0.027, 
9, 4500, 10.760,  0.406,  0.510, 
9, 4500,  4.187, -3.321, -0.088, 
9, 4500, 14.260,  4.446,  1.236, 
9, 4500, 16.213, 10.589,  1.451, 

10, 5000,  3.049, -3.797,  0.119, 
10, 5000,  2.495, -4.261,  0.309, 
10, 5000,  7.939, -0.480,  0.485, 
10, 5000,  1.187, -4.696, -0.009, 
10, 5000,  3.725, -3.383, -0.081, 
10, 5000,  4.013, -3.362,  0.274, 

11, 5500,  3.288, -3.721,  0.213, 
11, 5500,  8.311, -0.605,  0.599, 
11, 5500,  1.358, -4.691, -0.088, 
11, 5500,  3.687, -3.372, -0.011, 
11, 5500,  4.044, -3.368,  0.364, 
11, 5500,  4.288, -3.245, -0.079, 

12, 6000,  3.843, -3.440, -0.007, 
12, 6000,  8.901, -0.189,  0.488, 
12, 6000,  2.576, -4.218,  0.362, 
12, 6000,  4.485, -3.222, -0.074, 
12, 6000,  1.566, -4.690, -0.009, 
12, 6000, 10.943,  0.489,  0.540, 
12, 6000,  3.224, -3.775,  0.107, 
12, 6000, 10.943,  1.588,  0.760, 

13, 6500,  4.277, -3.270,  0.239, 
13, 6500,  4.219, -3.346, -0.135, 
13, 6500,  4.540, -3.204, -0.193, 
13, 6500, 10.581,  0.815,  0.497, 
13, 6500,  2.957, -4.027, -0.295, 
13, 6500, 17.386, 16.378,  1.569, 

14, 7000,  4.413, -3.216,  0.237, 
14, 7000,  4.666, -3.141, -0.175, 
14, 7000,  9.670, -0.184,  0.562, 
14, 7000,  3.844, -3.581,  0.133, 
14, 7000, 15.555, 11.542,  1.485, 
14, 7000,  2.846, -4.270,  0.308, 
14, 7000, 11.073,  1.720,  0.415, 
14, 7000, 10.801,  0.792,  0.308, 
14, 7000,  4.095, -3.437, -0.063, 

15, 7500,  4.556, -3.090, -0.005, 
15, 7500,  4.792, -3.052, -0.008, 
15, 7500,  9.795,  0.010,  0.490, 
15, 7500,  7.450,  6.539,  0.221, 
15, 7500, 14.293,  4.712,  1.028, 

16, 8000,  4.697, -3.058, -0.050, 
16, 8000,  9.913, -0.435,  0.513, 
16, 8000,  7.649,  6.437,  0.217, 
16, 8000, 10.676,  0.541,  0.347, 
16, 8000,  4.084, -3.379, -0.160, 

17, 8500,  4.804, -3.150, -0.050, 
17, 8500, 10.275, -0.371, -0.223, 
17, 8500,  8.138,  6.203,  0.313, 
17, 8500, 11.086,  0.997,  0.091, 
17, 8500, 23.198, -10.246, -0.041, 
17, 8500,  4.144, -3.288, -0.264, 
17, 8500,  5.924, -3.456,  0.129, 
17, 8500, 10.799,  0.481, -0.237, 

18, 9000,  4.998, -3.112,  0.149, 
18, 9000, 10.712,  0.640,  0.228, 
18, 9000,  4.841, -3.077, -0.089, 
18, 9000,  5.980, -3.446,  0.179, 
18, 9000,  5.270, -3.207, -0.423, 
18, 9000, 10.740, -0.610,  0.303, 
18, 9000, 14.810, -7.063,  0.994, 
18, 9000, 15.788, 11.152,  1.381, 

19, 9500,  5.090, -3.125,  0.169, 
19, 9500, 10.695,  0.796,  0.144, 
19, 9500,  5.975, -3.380,  0.133, 
19, 9500,  5.521, -3.491, -0.324, 
19, 9500, 15.945, -1.693,  0.132, 
19, 9500, 11.367, -0.503,  0.245, 
19, 9500,  6.093, -3.582, -0.281, 
19, 9500, 14.369,  4.843,  0.925, 
19, 9500, 11.062,  1.465,  0.160, 
19, 9500,  7.489,  6.451,  0.523, 

20, 10000,  5.295, -3.254,  0.129, 
20, 10000, 10.709,  0.763,  0.317, 
20, 10000,  6.292, -3.628,  0.176, 
20, 10000,  6.025, -3.589, -0.271, 
20, 10000, 11.863, -0.181,  0.314, 
20, 10000, 14.197,  4.920,  0.867, 
20, 10000,  7.026, -3.629,  0.081, 
20, 10000,  5.953, -3.410,  0.156, 
20, 10000,  5.248, -3.304, -0.425, 
20, 10000, 23.877, -8.421,  1.205, 
20, 10000,  5.584, -3.516, -0.207, 
20, 10000,  5.481, -3.419,  0.071, 
20, 10000,  7.274,  6.487,  0.570, 

21, 10500, 10.750,  0.651,  0.121, 
21, 10500,  6.459, -3.621,  0.233, 
21, 10500,  6.137, -3.583, -0.261, 
21, 10500, 12.525, -0.083,  0.175, 
21, 10500, 10.902,  1.306,  0.433, 
21, 10500,  7.160, -3.605,  0.036, 
21, 10500,  5.979, -3.481,  0.179, 
21, 10500, 14.906, -2.735, -0.017, 
21, 10500, 15.265, -6.475,  0.282, 
21, 10500, 26.519,  0.182,  1.745, 
21, 10500, 14.180,  5.029,  0.855, 

22, 11000, 10.810,  0.492,  0.165, 
22, 11000,  7.067, -3.672, -0.145, 
22, 11000, 13.040,  0.236,  0.447, 
22, 11000,  7.421, -3.717, -0.155, 
22, 11000, 14.361, -3.345, -0.282, 
22, 11000,  6.263, -3.610,  0.105, 
22, 11000, 14.935, -7.006,  0.125, 
22, 11000, 26.582, -0.648,  1.510, 

23, 11500, 10.754,  0.524,  0.102, 
23, 11500,  7.351, -3.771,  0.033, 
23, 11500,  7.750, -3.836,  0.132, 
23, 11500,  7.015, -3.669, -0.142, 
23, 11500, 13.608, -0.155,  0.394, 
23, 11500, 11.108,  0.273, -0.215, 

24, 12000, 10.775,  0.527,  0.175, 
24, 12000,  7.712, -3.838,  0.033, 
24, 12000, 14.129,  0.136,  0.335, 
24, 12000,  7.695, -3.824, -0.301, 
24, 12000,  8.146, -3.956, -0.149, 
24, 12000, 13.146, -3.979,  0.072, 

25, 12500, 10.993,  0.333,  0.116, 
25, 12500,  7.977, -3.885,  0.130, 
25, 12500, 14.504,  0.275,  0.338, 
25, 12500,  8.202, -3.970, -0.144, 
25, 12500, 12.596, -4.105,  0.191, 
25, 12500, 10.829,  0.549,  0.208, 

