mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 270, 135000,  4.680, 36.983, -0.437, 
3, 320, 160000, 13.904, -57.181,  0.324, 

2, 270, 135000,  4.762, 30.205,  0.426, 
3, 320, 160000, 13.593, -64.783,  0.229, 

2, 270, 135000,  0.817, 30.359,  0.146, 
3, 320, 160000,  9.685, -64.393,  0.549, 

2, 270, 135000,  8.308, 30.193,  0.361, 
3, 320, 160000, 17.204, -64.967, -0.015, 

2, 270, 135000,  4.670, 37.189,  0.123, 
3, 320, 160000, 14.159, -54.293, -0.464, 

2, 270, 135000,  4.151, 22.292,  1.198, 
3, 320, 160000, 12.863, -72.782,  0.650, 

2, 270, 135000, 10.780, 32.157,  0.065, 
3, 320, 160000, 18.637, -62.518, -0.101, 

2, 269, 134500,  4.807, 30.174,  0.447, 
3, 319, 159500, 13.557, -64.763,  0.453, 

2, 269, 134500, 10.944, 32.327,  0.452, 
3, 319, 159500, 18.480, -62.595, -0.202, 

2, 269, 134500,  8.892, 29.947,  0.210, 
3, 319, 159500, 17.091, -64.965,  0.215, 

2, 269, 134500,  4.725, 37.738,  0.132, 
3, 319, 159500, 14.232, -54.196, -0.464, 

2, 269, 134500, 13.646, 33.579, -0.324, 
3, 319, 159500, 21.051, -61.591,  0.475, 

2, 268, 134000,  4.844, 30.186,  0.770, 
3, 318, 159000, 13.439, -64.703,  0.367, 

2, 268, 134000,  0.886, 30.373,  0.870, 
3, 318, 159000,  9.583, -64.286,  0.702, 

2, 268, 134000,  8.401, 30.190,  0.207, 
3, 318, 159000, 17.095, -64.951,  0.104, 

2, 268, 134000, 12.184, 33.827,  0.403, 
3, 318, 159000, 21.807, -60.417,  0.142, 

2, 268, 134000,  4.743, 37.808, -0.274, 
3, 318, 159000, 14.242, -54.045,  0.063, 

2, 268, 134000, 11.071, 32.308,  0.490, 
3, 318, 159000, 18.623, -62.543, -0.111, 

2, 268, 134000, 16.978, 32.768,  0.463, 
3, 318, 159000, 23.560, -63.158,  0.330, 

2, 267, 133500,  4.728, 37.874,  0.257, 
3, 317, 158500, 14.213, -54.078,  0.136, 

2, 267, 133500,  4.843, 30.141,  0.118, 
3, 317, 158500, 13.469, -64.624,  0.815, 

2, 267, 133500,  0.910, 30.323,  0.820, 
3, 317, 158500,  9.527, -64.165,  0.598, 

2, 267, 133500, 12.919, 33.099, -0.218, 
3, 317, 158500, 21.021, -61.542,  0.487, 

2, 267, 133500, 12.407, 33.824,  0.433, 
3, 317, 158500, 21.822, -60.427, -0.189, 

2, 266, 133000, 12.331, 33.782,  0.442, 
3, 316, 158000, 21.882, -60.355, -0.097, 

2, 266, 133000,  4.757, 37.809,  0.267, 
3, 316, 158000, 14.245, -54.210, -0.381, 

2, 266, 133000,  4.906, 30.146,  0.264, 
3, 316, 158000, 13.575, -64.722,  0.396, 

2, 266, 133000,  9.898, 32.588,  0.429, 
3, 316, 158000, 20.123, -61.938,  0.160, 

2, 265, 132500, 12.626, 33.858,  0.475, 
3, 315, 157500, 21.853, -60.367, -0.295, 

2, 265, 132500,  2.631, 38.735,  0.097, 
3, 315, 157500, 11.982, -55.376,  0.366, 

2, 265, 132500,  4.747, 37.828,  0.216, 
