count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, 0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
5, 2500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
7, 3500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
8, 4000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
9, 4500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
10, 5000, 0.038, -0.000, 0.000, 0.000, 0.000, -0.002, 
11, 5500, 0.203, 0.000, 0.000, 0.000, -0.000, 0.004, 
12, 6000, 0.544, 0.040, 0.000, 0.000, -0.000, 0.126, 
13, 6500, 0.934, 0.091, 0.000, 0.000, -0.000, 0.118, 
14, 7000, 1.328, 0.128, 0.000, 0.000, -0.000, 0.095, 
15, 7500, 1.721, 0.158, 0.000, 0.000, -0.000, 0.072, 
16, 8000, 2.118, 0.177, 0.000, 0.000, -0.000, 0.048, 
17, 8500, 2.512, 0.192, 0.000, 0.000, -0.000, 0.034, 
18, 9000, 2.900, 0.198, 0.000, 0.000, -0.000, 0.019, 
19, 9500, 3.292, 0.200, 0.000, 0.000, -0.000, 0.005, 
20, 10000, 3.687, 0.209, 0.000, 0.000, -0.000, 0.026, 
21, 10500, 4.082, 0.224, 0.000, 0.000, -0.000, 0.038, 
22, 11000, 4.478, 0.238, 0.000, 0.000, -0.000, 0.030, 
23, 11500, 4.873, 0.248, 0.000, 0.000, -0.000, 0.022, 
24, 12000, 5.269, 0.252, 0.000, 0.000, -0.000, 0.007, 
25, 12500, 5.662, 0.246, 0.000, 0.000, 0.000, -0.014, 
26, 13000, 6.058, 0.246, 0.000, 0.000, 0.000, -0.001, 
27, 13500, 6.443, 0.254, 0.000, 0.000, -0.000, 0.025, 
28, 14000, 6.838, 0.272, 0.000, 0.000, -0.000, 0.044, 
29, 14500, 7.233, 0.288, 0.000, 0.000, -0.000, 0.040, 
30, 15000, 7.628, 0.293, 0.000, 0.000, -0.000, 0.009, 
31, 15500, 8.017, 0.286, 0.000, 0.000, 0.000, -0.017, 
32, 16000, 8.413, 0.274, 0.000, 0.000, 0.000, -0.031, 
33, 16500, 8.816, 0.257, 0.000, 0.000, 0.000, -0.044, 
34, 17000, 9.203, 0.246, 0.000, 0.000, 0.000, -0.025, 
35, 17500, 9.599, 0.242, 0.000, 0.000, 0.000, -0.010, 
36, 18000, 9.995, 0.242, 0.000, 0.000, 0.000, -0.002, 
37, 18500, 10.391, 0.238, 0.000, 0.000, 0.000, -0.011, 
38, 19000, 10.787, 0.235, 0.000, 0.000, 0.000, -0.007, 
39, 19500, 11.182, 0.237, 0.000, 0.000, -0.000, 0.006, 
40, 20000, 11.577, 0.237, 0.000, 0.000, -0.000, 0.001, 
41, 20500, 11.971, 0.238, 0.000, 0.000, -0.000, 0.006, 
42, 21000, 12.358, 0.247, 0.000, 0.000, -0.000, 0.021, 
43, 21500, 12.753, 0.252, 0.000, 0.000, -0.000, 0.011, 
44, 22000, 13.149, 0.248, 0.000, 0.000, 0.000, -0.011, 
45, 22500, 13.544, 0.240, 0.000, 0.000, 0.000, -0.019, 
46, 23000, 13.940, 0.239, 0.000, 0.000, -0.000, 0.001, 
47, 23500, 14.335, 0.248, 0.000, 0.000, -0.000, 0.025, 
48, 24000, 14.730, 0.264, 0.000, 0.000, -0.000, 0.040, 
49, 24500, 15.125, 0.279, 0.000, 0.000, -0.000, 0.035, 
50, 25000, 15.520, 0.281, 0.000, 0.000, 0.000, -0.001, 
51, 25500, 15.916, 0.268, 0.000, 0.000, 0.000, -0.028, 
52, 26000, 16.309, 0.258, 0.000, 0.000, 0.000, -0.023, 
53, 26500, 16.706, 0.263, 0.000, 0.000, -0.000, 0.014, 
54, 27000, 17.101, 0.269, 0.000, 0.000, -0.000, 0.014, 
55, 27500, 17.496, 0.272, 0.000, 0.000, -0.000, 0.006, 
56, 28000, 17.876, 0.272, 0.000, 0.000, -0.000, 0.002, 
57, 28500, 18.273, 0.274, 0.000, 0.000, -0.000, 0.006, 
58, 29000, 18.668, 0.277, 0.000, 0.000, -0.000, 0.008, 
59, 29500, 19.063, 0.289, 0.000, 0.000, -0.000, 0.035, 
60, 30000, 19.450, 0.306, 0.000, 0.000, -0.000, 0.041, 
61, 30500, 19.846, 0.321, 0.000, 0.000, -0.000, 0.033, 
62, 31000, 20.234, 0.329, 0.000, 0.000, -0.000, 0.020, 
63, 31500, 20.629, 0.332, 0.000, 0.000, -0.000, 0.006, 
64, 32000, 21.025, 0.331, 0.000, 0.000, -0.000, 0.000, 
65, 32500, 21.420, 0.330, 0.000, 0.000, 0.000, -0.001, 
66, 33000, 21.815, 0.337, 0.000, 0.000, -0.000, 0.021, 
67, 33500, 22.210, 0.356, 0.000, 0.000, -0.000, 0.050, 
68, 34000, 22.605, 0.373, 0.000, 0.000, -0.000, 0.041, 
69, 34500, 23.006, 0.387, 0.000, 0.000, -0.000, 0.034, 
70, 35000, 23.393, 0.398, 0.000, 0.000, -0.000, 0.029, 
71, 35500, 23.789, 0.415, 0.000, 0.000, -0.000, 0.045, 
