count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500,  0.116,  0.146,  0.000,  0.000,  0.000, -0.062, 
2, 1000,  0.116,  0.146,  0.000,  0.000,  0.000, -0.062, 
3, 1500,  0.116,  0.146,  0.000,  0.000,  0.000, -0.062, 
4, 2000,  0.116,  0.146,  0.000,  0.000,  0.000, -0.062, 
5, 2500,  0.116,  0.146,  0.000,  0.000,  0.000, -0.062, 
6, 3000,  0.116,  0.146,  0.000,  0.000,  0.000, -0.062, 
7, 3500,  0.116,  0.146,  0.000,  0.000,  0.000, -0.061, 
8, 4000,  0.127,  0.146,  0.000,  0.000,  0.000, -0.061, 
9, 4500,  0.159,  0.144,  0.000,  0.000,  0.000, -0.061, 
10, 5000,  0.178,  0.142,  0.000,  0.000,  0.000, -0.063, 
11, 5500,  0.195,  0.141,  0.000,  0.000,  0.000, -0.060, 
12, 6000,  0.217,  0.141,  0.000,  0.000,  0.000, -0.058, 
13, 6500,  0.239,  0.140,  0.000,  0.000,  0.000, -0.058, 
14, 7000,  0.305,  0.135,  0.000,  0.000,  0.000, -0.063, 
15, 7500,  0.604,  0.113,  0.000,  0.000,  0.000, -0.069, 
16, 8000,  0.959,  0.092,  0.000,  0.000,  0.000, -0.055, 
17, 8500,  1.441,  0.063,  0.000,  0.000,  0.000, -0.066, 
18, 9000,  1.941,  0.027,  0.000,  0.000,  0.000, -0.074, 
19, 9500,  2.437, -0.019,  0.000,  0.000,  0.000, -0.094, 
20, 10000,  2.928, -0.105,  0.000,  0.000,  0.000, -0.171, 
21, 10500,  3.422, -0.197,  0.000,  0.000,  0.000, -0.181, 
22, 11000,  3.917, -0.291,  0.000,  0.000,  0.000, -0.185, 
23, 11500,  4.412, -0.376,  0.000,  0.000,  0.000, -0.170, 
24, 12000,  4.907, -0.452,  0.000,  0.000,  0.000, -0.150, 
25, 12500,  5.405, -0.522,  0.000,  0.000,  0.000, -0.140, 
26, 13000,  5.898, -0.593,  0.000,  0.000,  0.000, -0.148, 
27, 13500,  6.390, -0.674,  0.000,  0.000,  0.000, -0.162, 
28, 14000,  6.883, -0.756,  0.000,  0.000,  0.000, -0.165, 
29, 14500,  7.375, -0.843,  0.000,  0.000,  0.000, -0.181, 
30, 15000,  7.861, -0.949,  0.000,  0.000,  0.000, -0.212, 
31, 15500,  8.347, -1.067,  0.000,  0.000,  0.000, -0.235, 
32, 16000,  8.833, -1.192,  0.000,  0.000,  0.000, -0.253, 
33, 16500,  9.318, -1.321,  0.000,  0.000,  0.000, -0.262, 
34, 17000,  9.799, -1.449,  0.000,  0.000,  0.000, -0.256, 
35, 17500, 10.290, -1.555,  0.000,  0.000,  0.000, -0.208, 
36, 18000, 10.772, -1.647,  0.000,  0.000,  0.000, -0.177, 
37, 18500, 11.268, -1.711,  0.000,  0.000,  0.000, -0.116, 
38, 19000, 11.767, -1.744,  0.000,  0.000,  0.000, -0.055, 
39, 19500, 12.267, -1.779,  0.000,  0.000,  0.000, -0.077, 
40, 20000, 12.768, -1.817,  0.000,  0.000,  0.000, -0.072, 
41, 20500, 13.269, -1.855,  0.000,  0.000,  0.000, -0.080, 
42, 21000, 13.770, -1.901,  0.000,  0.000,  0.000, -0.098, 
43, 21500, 14.271, -1.950,  0.000,  0.000,  0.000, -0.094, 
44, 22000, 14.774, -1.979,  0.000,  0.000,  0.000, -0.043, 
45, 22500, 15.273, -2.007,  0.000,  0.000,  0.000, -0.055, 
46, 23000, 15.769, -2.039,  0.000,  0.000,  0.000, -0.067, 
47, 23500, 16.262, -2.075,  0.000,  0.000,  0.000, -0.072, 
48, 24000, 16.754, -2.101,  0.000,  0.000,  0.000, -0.051, 
49, 24500, 17.252, -2.117,  0.000,  0.000,  0.000, -0.034, 
50, 25000, 17.746, -2.124,  0.000,  0.000,  0.000, -0.015, 
51, 25500, 18.238, -2.111,  0.000,  0.000, -0.000,  0.020, 
52, 26000, 18.731, -2.091,  0.000,  0.000, -0.000,  0.034, 
53, 26500, 19.225, -2.078,  0.000,  0.000, -0.000,  0.022, 
54, 27000, 19.718, -2.066,  0.000,  0.000, -0.000,  0.024, 
55, 27500, 20.211, -2.058,  0.000,  0.000, -0.000,  0.016, 
56, 28000, 20.704, -2.056,  0.000,  0.000,  0.000, -0.001, 
57, 28500, 21.196, -2.084,  0.000,  0.000,  0.000, -0.079, 
58, 29000, 21.685, -2.148,  0.000,  0.000,  0.000, -0.126, 
59, 29500, 22.173, -2.210,  0.000,  0.000,  0.000, -0.123, 
60, 30000, 22.662, -2.258,  0.000,  0.000,  0.000, -0.089, 
61, 30500, 23.151, -2.285,  0.000,  0.000,  0.000, -0.027, 
62, 31000, 23.642, -2.281,  0.000,  0.000, -0.000,  0.015, 
63, 31500, 24.131, -2.266,  0.000,  0.000, -0.000,  0.035, 
64, 32000, 24.618, -2.241,  0.000,  0.000, -0.000,  0.053, 
65, 32500, 25.106, -2.211,  0.000,  0.000, -0.000,  0.064, 
66, 33000, 25.593, -2.181,  0.000,  0.000, -0.000,  0.057, 
67, 33500, 26.079, -2.149,  0.000,  0.000, -0.000,  0.067, 
68, 34000, 26.567, -2.116,  0.000,  0.000, -0.000,  0.068, 
69, 34500, 27.055, -2.085,  0.000,  0.000, -0.000,  0.064, 
70, 35000, 27.543, -2.060,  0.000,  0.000, -0.000,  0.045, 
71, 35500, 28.030, -2.048,  0.000,  0.000, -0.000,  0.001, 
72, 36000, 28.521, -2.051,  0.000,  0.000,  0.000, -0.009, 
73, 36500, 29.012, -2.056,  0.000,  0.000,  0.000, -0.015, 
74, 37000, 29.504, -2.063,  0.000,  0.000,  0.000, -0.019, 
75, 37500, 29.995, -2.072,  0.000,  0.000,  0.000, -0.018, 
76, 38000, 30.487, -2.083,  0.000,  0.000,  0.000, -0.023, 
77, 38500, 30.979, -2.095,  0.000,  0.000,  0.000, -0.024, 
78, 39000, 31.469, -2.109,  0.000,  0.000,  0.000, -0.029, 
79, 39500, 31.962, -2.114,  0.000,  0.000,  0.000, -0.010, 
80, 40000, 32.449, -2.128,  0.000,  0.000,  0.000, -0.027, 
81, 40500, 32.937, -2.141,  0.000,  0.000,  0.000, -0.026, 
