count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 1000,  0.092,  0.567, -0.001, 
2, 1000,  0.620, -2.158, -0.043, 
2, 1000, -0.037,  0.560,  0.022, 
2, 1000,  4.227, -2.733,  0.439, 
2, 1000,  3.091, -3.671, -0.274, 
2, 1000,  0.557,  1.888,  0.055, 
2, 1000,  2.696, -4.020,  0.063, 
2, 1000,  3.055, -3.787,  0.375, 
2, 1000,  2.176, -4.264,  0.297, 
2, 1000,  0.565,  1.833, -0.321, 
2, 1000,  0.205, -5.282,  0.212, 
2, 1000,  2.166, -4.352, -0.092, 
2, 1000,  4.733, -2.488,  0.375, 

3, 1500,  0.038,  0.566, -0.081, 
3, 1500,  0.652, -2.108,  0.062, 
3, 1500, -0.013,  0.315, -0.166, 
3, 1500,  4.203, -2.742,  0.352, 
3, 1500,  3.034, -3.517, -0.265, 
3, 1500,  0.569,  1.770, -0.311, 
3, 1500,  2.816, -3.737,  0.361, 
3, 1500,  2.274, -4.155,  0.247, 
3, 1500,  1.707, -4.365, -0.009, 
3, 1500,  3.515, -3.203,  0.062, 
3, 1500,  6.591,  7.413,  0.397, 
3, 1500, 13.595,  6.251,  1.049, 
3, 1500, 15.108, 20.131,  1.007, 

4, 2000,  0.038,  0.515, -0.125, 
4, 2000,  0.651, -2.114,  0.029, 
4, 2000, -0.017,  0.274, -0.145, 
4, 2000,  4.166, -2.730,  0.349, 
4, 2000,  3.038, -3.623, -0.175, 
4, 2000,  2.777, -3.677,  0.240, 
4, 2000,  2.244, -4.042,  0.129, 
4, 2000,  3.522, -3.216,  0.062, 
4, 2000, 13.571,  6.175,  1.300, 
4, 2000, -0.019,  0.485, -0.037, 
4, 2000, -0.204, -5.205, -0.099, 

5, 2500, -0.023,  0.446, -0.017, 
5, 2500,  0.654, -2.146,  0.117, 
5, 2500, -0.010,  0.305, -0.161, 
5, 2500,  4.249, -2.670,  0.201, 
5, 2500,  3.119, -3.543, -0.269, 
5, 2500,  2.776, -3.707,  0.404, 
5, 2500,  2.248, -4.059,  0.186, 
5, 2500,  3.543, -3.222,  0.062, 
5, 2500, 13.641,  6.206,  1.307, 
5, 2500,  0.067, -5.201,  0.323, 
5, 2500,  0.147,  0.586,  0.008, 
5, 2500,  0.681,  1.806,  0.054, 
5, 2500,  5.363,  1.519, -0.206, 

6, 3000, -0.022,  0.441, -0.025, 
6, 3000,  0.660, -2.152, -0.005, 
6, 3000,  3.535, -3.241,  0.134, 
6, 3000,  3.082, -3.594, -0.270, 
6, 3000,  2.765, -3.708,  0.403, 
6, 3000,  2.270, -4.178,  0.247, 
6, 3000, 13.617,  6.228,  1.155, 
6, 3000,  0.087, -5.162,  0.269, 
6, 3000,  0.661,  1.823, -0.111, 
6, 3000,  5.425,  1.276, -0.206, 
6, 3000,  0.036,  0.342, -0.190, 
6, 3000, 11.673, 20.069,  1.208, 
6, 3000,  4.193, -2.747,  0.351, 

7, 3500, -0.031,  0.490, -0.009, 
7, 3500,  0.638, -2.154,  0.090, 
7, 3500,  3.515, -3.381, -0.093, 
7, 3500,  2.860, -3.702,  0.328, 
7, 3500, 13.572,  6.143,  1.299, 
7, 3500,  0.092, -5.187,  0.270, 
7, 3500,  0.609,  1.895,  0.174, 
7, 3500,  5.398,  0.717,  0.218, 
7, 3500, 11.673, 20.069,  1.208, 
7, 3500,  3.838, -3.034,  0.137, 
7, 3500,  0.774, -4.685, -0.090, 
7, 3500,  0.530,  1.925, -0.285, 
7, 3500, 14.530, 12.667,  1.681, 

8, 4000, -0.024,  0.476, -0.027, 
8, 4000,  0.630, -2.138,  0.029, 
8, 4000,  3.533, -3.392, -0.093, 
8, 4000,  2.828, -3.753,  0.363, 
8, 4000, 13.622,  6.165,  1.304, 
8, 4000,  0.087, -5.197,  0.271, 
8, 4000,  0.480,  1.735,  0.157, 
8, 4000,  5.367,  0.382,  0.469, 
8, 4000, 11.703, 20.075,  0.930, 
8, 4000,  0.775, -4.691, -0.090, 
8, 4000, 14.699, 12.711,  1.362, 
8, 4000,  0.073,  0.617, -0.023, 
8, 4000,  4.168, -2.737,  0.385, 

9, 4500, -0.038,  0.549, -0.054, 
9, 4500,  0.620, -2.150,  0.139, 
9, 4500,  3.534, -3.240,  0.134, 
9, 4500,  2.871, -3.770,  0.413, 
9, 4500, 13.673,  6.271,  1.161, 
9, 4500,  0.056, -5.164,  0.321, 
9, 4500,  0.556,  1.695,  0.111, 
9, 4500,  5.676,  1.133,  0.301, 
9, 4500, 11.648, 20.119,  1.210, 
9, 4500,  0.449,  1.744, -0.389, 
9, 4500,  3.081, -3.535, -0.268, 

10, 5000, -0.004,  0.581, -0.033, 
10, 5000,  0.629, -2.149,  0.195, 
10, 5000,  3.503, -3.219,  0.133, 
10, 5000,  2.844, -3.752,  0.411, 
10, 5000, 13.691,  6.261,  1.162, 
10, 5000, -0.011, -5.204,  0.365, 
10, 5000,  0.448,  1.614, -0.202, 
10, 5000,  5.609,  0.801,  0.227, 
10, 5000, 11.618, 20.067,  1.440, 
10, 5000,  3.159, -3.561, -0.010, 

11, 5500,  0.429,  1.613, -0.280, 
11, 5500,  0.645, -2.134,  0.116, 
11, 5500,  3.513, -3.215,  0.133, 
11, 5500,  2.923, -3.761,  0.415, 
11, 5500, 13.700,  6.266,  1.162, 
11, 5500,  0.041, -5.237,  0.367, 
11, 5500,  5.592,  0.753,  0.158, 
11, 5500,  3.043, -3.550, -0.267, 
