count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
3, 1500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
4, 2000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
5, 2500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
7, 3500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
8, 4000, 0.001, 0.000, 0.000, 0.000, -0.000, 0.001, 
9, 4500, 0.060, 0.000, 0.000, 0.000, -0.000, 0.001, 
10, 5000, 0.237, 0.004, 0.000, 0.000, -0.000, 0.018, 
11, 5500, 0.503, 0.016, 0.000, 0.000, -0.000, 0.036, 
12, 6000, 0.895, 0.027, 0.000, 0.000, -0.000, 0.027, 
13, 6500, 1.282, 0.035, 0.000, 0.000, -0.000, 0.020, 
14, 7000, 1.679, 0.044, 0.000, 0.000, -0.000, 0.023, 
15, 7500, 2.073, 0.052, 0.000, 0.000, -0.000, 0.021, 
16, 8000, 2.469, 0.055, 0.000, 0.000, -0.000, 0.005, 
17, 8500, 2.865, 0.048, 0.000, 0.000, 0.000, -0.020, 
18, 9000, 3.260, 0.034, 0.000, 0.000, 0.000, -0.036, 
19, 9500, 3.655, 0.024, 0.000, 0.000, 0.000, -0.021, 
20, 10000, 4.052, 0.019, 0.000, 0.000, 0.000, -0.013, 
21, 10500, 4.448, 0.027, 0.000, 0.000, -0.000, 0.024, 
22, 11000, 4.835, 0.039, 0.000, 0.000, -0.000, 0.030, 
23, 11500, 5.229, 0.048, 0.000, 0.000, -0.000, 0.022, 
24, 12000, 5.623, 0.054, 0.000, 0.000, -0.000, 0.015, 
25, 12500, 6.017, 0.060, 0.000, 0.000, -0.000, 0.016, 
26, 13000, 6.411, 0.061, 0.000, 0.000, -0.000, 0.005, 
27, 13500, 6.805, 0.065, 0.000, 0.000, -0.000, 0.009, 
28, 14000, 7.198, 0.070, 0.000, 0.000, -0.000, 0.012, 
29, 14500, 7.592, 0.057, 0.000, 0.000, 0.000, -0.046, 
30, 15000, 7.984, 0.025, 0.000, 0.000, 0.000, -0.076, 
31, 15500, 8.378, 0.001, 0.000, 0.000, 0.000, -0.058, 
32, 16000, 8.770, -0.022, 0.000, 0.000, 0.000, -0.062, 
33, 16500, 9.164, -0.051, 0.000, 0.000, 0.000, -0.077, 
34, 17000, 9.557, -0.083, 0.000, 0.000, 0.000, -0.081, 
35, 17500, 9.937, -0.111, 0.000, 0.000, 0.000, -0.073, 
36, 18000, 10.331, -0.140, 0.000, 0.000, 0.000, -0.070, 
37, 18500, 10.725, -0.169, 0.000, 0.000, 0.000, -0.073, 
38, 19000, 11.128, -0.194, 0.000, 0.000, 0.000, -0.061, 
39, 19500, 11.521, -0.214, 0.000, 0.000, 0.000, -0.048, 
40, 20000, 11.916, -0.225, 0.000, 0.000, 0.000, -0.025, 
41, 20500, 12.302, -0.224, 0.000, 0.000, 0.000, -0.000, 
42, 21000, 12.697, -0.222, 0.000, 0.000, -0.000, 0.008, 
43, 21500, 13.091, -0.220, 0.000, 0.000, -0.000, 0.008, 
44, 22000, 13.487, -0.211, 0.000, 0.000, -0.000, 0.023, 
45, 22500, 13.878, -0.201, 0.000, 0.000, -0.000, 0.026, 
46, 23000, 14.274, -0.196, 0.000, 0.000, -0.000, 0.008, 
47, 23500, 14.668, -0.208, 0.000, 0.000, 0.000, -0.041, 
48, 24000, 15.052, -0.261, 0.000, 0.000, 0.000, -0.134, 
49, 24500, 15.434, -0.320, 0.000, 0.000, 0.000, -0.154, 
50, 25000, 15.823, -0.384, 0.000, 0.000, 0.000, -0.162, 
51, 25500, 16.214, -0.449, 0.000, 0.000, 0.000, -0.163, 
52, 26000, 16.603, -0.508, 0.000, 0.000, 0.000, -0.151, 
53, 26500, 17.002, -0.564, 0.000, 0.000, 0.000, -0.136, 
54, 27000, 17.387, -0.612, 0.000, 0.000, 0.000, -0.121, 
55, 27500, 17.771, -0.639, 0.000, 0.000, 0.000, -0.062, 
56, 28000, 18.166, -0.642, 0.000, 0.000, 0.000, -0.010, 
57, 28500, 18.562, -0.647, 0.000, 0.000, 0.000, -0.016, 
58, 29000, 18.957, -0.653, 0.000, 0.000, 0.000, -0.015, 
59, 29500, 19.353, -0.659, 0.000, 0.000, 0.000, -0.015, 
60, 30000, 19.747, -0.664, 0.000, 0.000, 0.000, -0.014, 
61, 30500, 20.142, -0.679, 0.000, 0.000, 0.000, -0.040, 
62, 31000, 20.536, -0.703, 0.000, 0.000, 0.000, -0.057, 
63, 31500, 20.932, -0.723, 0.000, 0.000, 0.000, -0.053, 
64, 32000, 21.327, -0.746, 0.000, 0.000, 0.000, -0.054, 
65, 32500, 21.722, -0.766, 0.000, 0.000, 0.000, -0.051, 
66, 33000, 22.118, -0.787, 0.000, 0.000, 0.000, -0.054, 
67, 33500, 22.513, -0.812, 0.000, 0.000, 0.000, -0.061, 
68, 34000, 22.908, -0.837, 0.000, 0.000, 0.000, -0.063, 
69, 34500, 23.302, -0.859, 0.000, 0.000, 0.000, -0.054, 
70, 35000, 23.697, -0.879, 0.000, 0.000, 0.000, -0.052, 
71, 35500, 24.092, -0.910, 0.000, 0.000, 0.000, -0.081, 
