count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
5, 2500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
7, 3500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
8, 4000, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
9, 4500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
10, 5000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
11, 5500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
12, 6000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
13, 6500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
14, 7000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
15, 7500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
16, 8000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
17, 8500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
18, 9000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
19, 9500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
20, 10000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
21, 10500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
22, 11000, 0.017, 0.000, 0.000, 0.000, -0.000, 0.001, 
23, 11500, 0.089, 0.000, 0.000, 0.000, -0.000, 0.001, 
24, 12000, 0.182, 0.003, 0.000, 0.000, -0.000, 0.014, 
25, 12500, 0.311, 0.006, 0.000, 0.000, -0.000, 0.019, 
26, 13000, 0.451, 0.009, 0.000, 0.000, -0.000, 0.019, 
27, 13500, 0.624, 0.017, 0.000, 0.000, -0.000, 0.042, 
28, 14000, 0.884, 0.045, 0.000, 0.000, -0.000, 0.091, 
29, 14500, 1.255, 0.085, 0.000, 0.000, -0.000, 0.113, 
30, 15000, 1.648, 0.136, 0.000, 0.000, -0.000, 0.125, 
31, 15500, 2.040, 0.186, 0.000, 0.000, -0.000, 0.128, 
32, 16000, 2.434, 0.237, 0.000, 0.000, -0.000, 0.127, 
33, 16500, 2.809, 0.263, 0.000, 0.000, -0.000, 0.060, 
34, 17000, 3.214, 0.259, 0.000, 0.000, 0.000, -0.014, 
35, 17500, 3.603, 0.249, 0.000, 0.000, 0.000, -0.019, 
36, 18000, 3.999, 0.242, 0.000, 0.000, 0.000, -0.020, 
37, 18500, 4.396, 0.233, 0.000, 0.000, 0.000, -0.020, 
38, 19000, 4.792, 0.235, 0.000, 0.000, -0.000, 0.008, 
39, 19500, 5.189, 0.244, 0.000, 0.000, -0.000, 0.022, 
40, 20000, 5.587, 0.255, 0.000, 0.000, -0.000, 0.028, 
41, 20500, 5.974, 0.270, 0.000, 0.000, -0.000, 0.039, 
42, 21000, 6.371, 0.289, 0.000, 0.000, -0.000, 0.047, 
43, 21500, 6.768, 0.308, 0.000, 0.000, -0.000, 0.046, 
44, 22000, 7.165, 0.328, 0.000, 0.000, -0.000, 0.049, 
45, 22500, 7.560, 0.347, 0.000, 0.000, -0.000, 0.050, 
46, 23000, 7.957, 0.366, 0.000, 0.000, -0.000, 0.047, 
47, 23500, 8.353, 0.384, 0.000, 0.000, -0.000, 0.046, 
48, 24000, 8.750, 0.402, 0.000, 0.000, -0.000, 0.047, 
49, 24500, 9.147, 0.423, 0.000, 0.000, -0.000, 0.052, 
50, 25000, 9.520, 0.442, 0.000, 0.000, -0.000, 0.048, 
51, 25500, 9.917, 0.445, 0.000, 0.000, -0.000, 0.001, 
52, 26000, 10.316, 0.444, 0.000, 0.000, -0.000, 0.005, 
53, 26500, 10.711, 0.452, 0.000, 0.000, -0.000, 0.019, 
54, 27000, 11.106, 0.467, 0.000, 0.000, -0.000, 0.042, 
55, 27500, 11.504, 0.494, 0.000, 0.000, -0.000, 0.070, 
56, 28000, 11.892, 0.527, 0.000, 0.000, -0.000, 0.084, 
57, 28500, 12.297, 0.566, 0.000, 0.000, -0.000, 0.097, 
58, 29000, 12.692, 0.610, 0.000, 0.000, -0.000, 0.111, 
59, 29500, 13.078, 0.658, 0.000, 0.000, -0.000, 0.123, 
60, 30000, 13.479, 0.707, 0.000, 0.000, -0.000, 0.124, 
61, 30500, 13.864, 0.755, 0.000, 0.000, -0.000, 0.121, 
62, 31000, 14.260, 0.783, 0.000, 0.000, -0.000, 0.067, 
63, 31500, 14.656, 0.807, 0.000, 0.000, -0.000, 0.066, 
64, 32000, 15.052, 0.833, 0.000, 0.000, -0.000, 0.065, 
65, 32500, 15.448, 0.856, 0.000, 0.000, -0.000, 0.057, 
66, 33000, 15.844, 0.868, 0.000, 0.000, -0.000, 0.027, 
67, 33500, 16.239, 0.877, 0.000, 0.000, -0.000, 0.022, 
68, 34000, 16.637, 0.888, 0.000, 0.000, -0.000, 0.032, 
69, 34500, 17.017, 0.900, 0.000, 0.000, -0.000, 0.029, 
70, 35000, 17.421, 0.911, 0.000, 0.000, -0.000, 0.029, 
71, 35500, 17.815, 0.931, 0.000, 0.000, -0.000, 0.055, 
