count, time, abs_prox_x, abs_prox_y, abs_prox_z, 



4, 2000,  0.345, -1.291, -0.131, 
4, 2000,  9.710,  3.811,  0.292, 
4, 2000, -0.459,  5.714, -0.011, 
4, 2000,  8.122,  5.533,  0.758, 
4, 2000,  0.578,  8.030, -0.153, 
4, 2000, 10.070, -2.593,  0.416, 
4, 2000,  5.148, -3.873,  0.084, 

5, 2500,  0.335, -1.282, -0.189, 
5, 2500, -0.464,  5.706, -0.109, 
5, 2500,  8.212,  5.345,  0.756, 
5, 2500,  9.986, -2.560,  0.899, 
5, 2500,  5.160, -3.890,  0.084, 
5, 2500,  0.197, -1.312, -0.320, 

6, 3000,  0.233, -1.288, -0.316, 
6, 3000, -0.469,  5.696, -0.109, 
6, 3000,  8.228,  5.426,  0.513, 
6, 3000, 10.061, -2.580,  0.541, 
6, 3000,  5.143, -3.942,  0.259, 
6, 3000,  0.383, -1.284, -0.191, 
6, 3000,  3.200,  4.710,  0.439, 
6, 3000, 10.857,  3.926,  0.462, 

7, 3500,  0.338, -1.277, -0.221, 
7, 3500, -0.465,  5.709, -0.011, 
7, 3500,  8.217,  5.313,  0.853, 
7, 3500, 10.049, -2.577,  0.540, 
7, 3500,  5.155, -3.879,  0.084, 
7, 3500,  3.200,  4.710,  0.439, 
7, 3500, 11.370,  3.945,  0.337, 
7, 3500,  0.184, -1.306, -0.319, 
7, 3500,  2.517,  8.113, -0.161, 
7, 3500,  0.058, -5.969,  0.311, 

8, 4000,  0.338, -1.277, -0.221, 
8, 4000, -0.474,  5.691, -0.109, 
8, 4000,  5.145, -3.935,  0.259, 
8, 4000,  3.173,  4.719,  0.496, 
8, 4000, 11.872,  3.987,  0.351, 
8, 4000,  0.199, -1.309, -0.286, 
8, 4000,  0.018, -5.960,  0.418, 

9, 4500,  0.366, -1.278, -0.131, 
9, 4500, -0.469,  5.726, -0.011, 
9, 4500,  5.173, -3.879,  0.083, 
9, 4500,  3.032,  4.827,  0.494, 
9, 4500,  0.053, -5.960,  0.310, 
9, 4500,  8.248,  5.283,  0.752, 
9, 4500,  0.219, -1.298, -0.351, 
9, 4500, 28.667,  6.217,  2.259, 
9, 4500,  0.698, -4.670,  0.364, 

10, 5000,  0.409, -1.285, -0.186, 
10, 5000,  3.254,  4.703,  0.436, 
10, 5000,  8.335,  5.264,  0.755, 
10, 5000,  0.279, -1.307, -0.320, 
10, 5000, -0.275,  5.423, -0.201, 
10, 5000, 29.128,  4.518,  0.819, 

11, 5500,  0.557, -1.263, -0.246, 
11, 5500, -0.351,  5.817, -0.012, 
11, 5500, 13.858,  3.755,  0.736, 
11, 5500,  5.182, -4.013,  0.259, 

12, 6000,  0.600, -1.268, -0.279, 
12, 6000,  5.272, -3.898,  0.076, 
12, 6000,  0.777, -4.640,  0.407, 
12, 6000,  8.970,  4.944, -0.189, 
12, 6000,  8.411,  5.303,  0.589, 

13, 6500,  5.292, -3.893,  0.079, 
13, 6500,  0.758, -4.659,  0.360, 
13, 6500,  8.391,  5.328,  0.782, 
13, 6500,  3.275,  4.739,  0.456, 
13, 6500,  3.709,  4.610,  0.452, 
13, 6500,  1.491, -5.970,  0.313, 
