count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -0.157, -0.062,  0.000,  0.000,  0.000, -0.041, 
2, 1000, -0.157, -0.062,  0.000,  0.000,  0.000, -0.041, 
3, 1500, -0.157, -0.062,  0.000,  0.000,  0.000, -0.041, 
4, 2000, -0.157, -0.062,  0.000,  0.000,  0.000, -0.042, 
5, 2500, -0.157, -0.062,  0.000,  0.000,  0.000, -0.042, 
6, 3000, -0.157, -0.062,  0.000,  0.000,  0.000, -0.043, 
7, 3500, -0.157, -0.062,  0.000,  0.000,  0.000, -0.043, 
8, 4000, -0.157, -0.062,  0.000,  0.000,  0.000, -0.043, 
9, 4500, -0.157, -0.062,  0.000,  0.000,  0.000, -0.044, 
10, 5000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.044, 
11, 5500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.044, 
12, 6000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.045, 
13, 6500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.045, 
14, 7000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.045, 
15, 7500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.046, 
16, 8000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.046, 
17, 8500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.046, 
18, 9000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.047, 
19, 9500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.047, 
20, 10000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.047, 
21, 10500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.047, 
22, 11000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.047, 
23, 11500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.048, 
24, 12000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.048, 
25, 12500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.048, 
26, 13000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.049, 
27, 13500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.049, 
28, 14000, -0.157, -0.063,  0.000,  0.000,  0.000, -0.049, 
29, 14500, -0.157, -0.063,  0.000,  0.000,  0.000, -0.049, 
30, 15000, -0.157, -0.064,  0.000,  0.000,  0.000, -0.050, 
31, 15500, -0.157, -0.064,  0.000,  0.000,  0.000, -0.050, 
32, 16000, -0.157, -0.064,  0.000,  0.000,  0.000, -0.050, 
33, 16500, -0.157, -0.064,  0.000,  0.000,  0.000, -0.051, 
34, 17000, -0.157, -0.064,  0.000,  0.000,  0.000, -0.051, 
35, 17500, -0.157, -0.064,  0.000,  0.000,  0.000, -0.051, 
36, 18000, -0.157, -0.064,  0.000,  0.000,  0.000, -0.054, 
37, 18500, -0.157, -0.064,  0.000,  0.000,  0.000, -0.055, 
38, 19000, -0.157, -0.064,  0.000,  0.000,  0.000, -0.055, 
39, 19500, -0.158, -0.065,  0.000,  0.000,  0.000, -0.055, 
40, 20000, -0.158, -0.065,  0.000,  0.000,  0.000, -0.055, 
41, 20500, -0.158, -0.065,  0.000,  0.000,  0.000, -0.055, 
42, 21000, -0.158, -0.065,  0.000,  0.000,  0.000, -0.054, 
43, 21500, -0.158, -0.065,  0.000,  0.000,  0.000, -0.054, 
