count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 1000,  0.339,  1.821,  0.052, 
2, 1000,  8.720, -8.748,  0.767, 
2, 1000,  0.632, -4.364,  0.229, 
2, 1000,  9.812, -2.843,  0.286, 
2, 1000,  0.246, -4.040, -0.150, 
2, 1000,  0.215, -3.984,  0.208, 
2, 1000,  7.459, -9.208,  0.617, 

3, 1500,  0.514,  1.694, -0.137, 
3, 1500,  8.659, -8.722,  0.948, 
3, 1500,  0.198, -3.973,  0.207, 
3, 1500,  9.963, -2.757,  0.414, 
3, 1500,  0.209, -3.958, -0.147, 
3, 1500,  7.494, -9.120,  0.911, 
3, 1500, 11.523,  1.671,  0.151, 
3, 1500,  9.295, -1.008, -0.019, 
3, 1500,  5.806,  3.896, -0.133, 
3, 1500, 17.590, -6.104,  1.624, 
3, 1500,  6.589, -9.974,  0.922, 

4, 2000,  0.583,  1.526, -0.126, 
4, 2000,  8.659, -8.722,  0.948, 
4, 2000,  0.197, -3.946, -0.075, 
4, 2000,  7.446, -9.212,  0.735, 
4, 2000,  9.290, -1.045, -0.178, 
4, 2000,  5.755,  3.954, -0.014, 
4, 2000, 17.579, -6.119,  1.623, 
4, 2000,  0.204, -3.944,  0.277, 
4, 2000, 10.496, -8.264,  0.374, 
4, 2000,  8.123,  3.706, -0.018, 
4, 2000,  4.301, -12.605,  1.162, 

5, 2500,  0.527,  1.454, -0.119, 
5, 2500,  8.717, -8.728,  0.865, 
5, 2500,  0.201, -3.961, -0.075, 
5, 2500,  7.457, -9.206,  0.735, 
5, 2500,  9.297, -1.093, -0.019, 
5, 2500,  2.608, -11.953,  1.067, 
5, 2500,  6.541, -9.966,  1.040, 

6, 3000,  0.465,  1.436, -0.148, 
6, 3000,  8.726, -8.789,  0.956, 
6, 3000,  0.194, -3.967, -0.008, 
6, 3000,  7.447, -9.157,  1.029, 
6, 3000,  9.275, -1.288, -0.019, 
6, 3000,  2.582, -11.952,  1.066, 
6, 3000,  6.525, -9.986,  1.040, 
6, 3000,  0.483,  1.436,  0.094, 

7, 3500,  0.441,  1.442, -0.029, 
7, 3500,  8.606, -8.843,  0.865, 
7, 3500,  0.186, -3.976,  0.052, 
7, 3500,  7.464, -9.178,  1.032, 
7, 3500,  9.280, -1.194,  0.122, 
7, 3500,  6.528, -9.990,  1.041, 
7, 3500,  5.792,  3.920, -0.133, 
7, 3500,  5.772, -11.540,  1.125, 

8, 4000,  0.639,  1.537, -0.238, 
8, 4000,  8.632, -8.834,  0.767, 
8, 4000,  0.276, -3.952, -0.008, 
8, 4000,  7.440, -9.185,  0.615, 
8, 4000,  9.244, -1.256, -0.019, 
8, 4000,  6.524, -9.983,  1.040, 
8, 4000,  5.828,  3.860, -0.133, 
8, 4000,  0.235,  1.843, -0.106, 
8, 4000,  9.918, -8.876,  0.373, 
8, 4000,  0.667,  1.545,  0.104, 

9, 4500,  0.676,  1.689, -0.179, 
9, 4500,  8.606, -8.861,  0.866, 
9, 4500,  0.310, -3.922,  0.110, 
9, 4500,  7.508, -9.157,  0.914, 
9, 4500,  9.280, -1.166,  0.262, 
9, 4500,  6.528, -10.012,  1.043, 
9, 4500,  5.827,  3.860, -0.133, 

10, 5000,  0.573,  1.731,  0.024, 
10, 5000,  8.567, -8.803,  0.861, 
10, 5000,  0.201, -3.958,  0.278, 
10, 5000,  7.496, -9.142,  0.912, 
10, 5000,  9.290, -1.177,  0.262, 
10, 5000,  6.528, -10.012,  1.043, 
10, 5000,  5.777,  3.944, -0.014, 
10, 5000,  0.776, -3.913,  0.308, 
10, 5000,  8.126,  3.668, -0.018, 
10, 5000,  0.198, -3.972, -0.076, 
10, 5000,  9.932, -8.906,  0.173, 

11, 5500,  0.472,  1.564,  0.085, 
11, 5500,  8.621, -8.841,  0.767, 
11, 5500,  0.205, -3.955,  0.278, 
11, 5500,  7.486, -9.129,  0.911, 
11, 5500,  9.322, -1.115, -0.178, 
11, 5500,  6.534, -9.999,  1.042, 
11, 5500,  0.205, -3.953, -0.226, 
11, 5500,  5.811, -11.532,  0.996, 

12, 6000,  0.512,  1.457, -0.057, 
12, 6000,  8.731, -8.794,  0.869, 
12, 6000,  0.194, -3.976,  0.207, 
12, 6000,  7.451, -9.218,  0.736, 
12, 6000,  6.514, -9.990,  1.040, 
12, 6000,  0.197, -3.961, -0.390, 
12, 6000,  9.941, -8.897,  0.173, 
12, 6000,  5.855,  3.827, -0.133, 
12, 6000,  4.308, -12.628,  1.164, 

13, 6500,  0.500,  1.434, -0.087, 
13, 6500,  8.592, -8.829,  0.864, 
13, 6500,  0.202, -3.971,  0.307, 
13, 6500,  7.436, -9.218,  0.735, 
13, 6500,  6.528, -9.990,  1.041, 
13, 6500,  9.922, -8.879,  0.173, 
13, 6500,  5.769,  3.947, -0.133, 
13, 6500,  9.311, -1.198, -0.019, 
13, 6500,  0.202, -3.976, -0.147, 
13, 6500,  5.757, -11.539,  1.125, 
13, 6500,  8.116,  3.703, -0.018, 

14, 7000,  0.558,  1.434, -0.118, 
14, 7000,  8.642, -8.821,  0.862, 
14, 7000,  0.205, -3.966,  0.207, 
14, 7000,  7.521, -9.099,  0.907, 
14, 7000,  9.935, -8.895,  0.173, 
14, 7000,  5.819,  3.888, -0.132, 
14, 7000,  9.306, -1.160, -0.019, 
