count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -0.245,  0.081,  0.000,  0.000, -0.000,  0.062, 
2, 1000, -0.237,  0.083,  0.000,  0.000, -0.000,  0.067, 
3, 1500, -0.230,  0.083,  0.000,  0.000, -0.000,  0.066, 
4, 2000, -0.225,  0.083,  0.000,  0.000, -0.000,  0.063, 
5, 2500, -0.221,  0.084,  0.000,  0.000, -0.000,  0.063, 
6, 3000, -0.128,  0.090,  0.000,  0.000, -0.000,  0.069, 
7, 3500,  0.110,  0.108,  0.000,  0.000, -0.000,  0.067, 
8, 4000,  0.394,  0.119,  0.000,  0.000, -0.000,  0.042, 
9, 4500,  0.729,  0.124,  0.000,  0.000, -0.000,  0.013, 
10, 5000,  1.170,  0.117,  0.000,  0.000,  0.000, -0.026, 
11, 5500,  1.662,  0.090,  0.000,  0.000,  0.000, -0.062, 
12, 6000,  2.160,  0.055,  0.000,  0.000,  0.000, -0.076, 
13, 6500,  2.654,  0.001,  0.000,  0.000,  0.000, -0.112, 
14, 7000,  3.143, -0.077,  0.000,  0.000,  0.000, -0.166, 
15, 7500,  3.628, -0.172,  0.000,  0.000,  0.000, -0.189, 
16, 8000,  4.125, -0.250,  0.000,  0.000,  0.000, -0.146, 
17, 8500,  4.617, -0.294,  0.000,  0.000,  0.000, -0.069, 
18, 9000,  5.110, -0.327,  0.000,  0.000,  0.000, -0.079, 
19, 9500,  5.603, -0.388,  0.000,  0.000,  0.000, -0.130, 
20, 10000,  6.096, -0.466,  0.000,  0.000,  0.000, -0.159, 
21, 10500,  6.581, -0.568,  0.000,  0.000,  0.000, -0.208, 
22, 11000,  7.070, -0.661,  0.000,  0.000,  0.000, -0.180, 
23, 11500,  7.565, -0.732,  0.000,  0.000,  0.000, -0.138, 
24, 12000,  8.061, -0.796,  0.000,  0.000,  0.000, -0.127, 
25, 12500,  8.554, -0.867,  0.000,  0.000,  0.000, -0.148, 
26, 13000,  9.052, -0.927,  0.000,  0.000,  0.000, -0.113, 
27, 13500,  9.551, -0.957,  0.000,  0.000,  0.000, -0.038, 
28, 14000, 10.052, -0.952,  0.000,  0.000, -0.000,  0.020, 
29, 14500, 10.552, -0.952,  0.000,  0.000,  0.000, -0.013, 
30, 15000, 11.052, -0.954,  0.000,  0.000, -0.000,  0.005, 
31, 15500, 11.552, -0.952,  0.000,  0.000, -0.000,  0.011, 
32, 16000, 12.053, -0.932,  0.000,  0.000, -0.000,  0.042, 
33, 16500, 12.549, -0.907,  0.000,  0.000, -0.000,  0.061, 
34, 17000, 13.047, -0.863,  0.000,  0.000, -0.000,  0.092, 
35, 17500, 13.541, -0.803,  0.000,  0.000, -0.000,  0.129, 
36, 18000, 14.037, -0.740,  0.000,  0.000, -0.000,  0.135, 
37, 18500, 14.528, -0.649,  0.000,  0.000, -0.000,  0.203, 
38, 19000, 15.013, -0.528,  0.000,  0.000, -0.000,  0.262, 
39, 19500, 15.491, -0.383,  0.000,  0.000, -0.000,  0.311, 
40, 20000, 15.956, -0.196,  0.000,  0.000, -0.000,  0.396, 
41, 20500, 16.416,  0.004,  0.000,  0.000, -0.000,  0.420, 
42, 21000, 16.866,  0.229,  0.000,  0.000, -0.000,  0.477, 
43, 21500, 17.301,  0.476,  0.000,  0.000, -0.000,  0.531, 
44, 22000, 17.723,  0.746,  0.000,  0.000, -0.000,  0.576, 
45, 22500, 18.128,  1.039,  0.000,  0.000, -0.000,  0.646, 
46, 23000, 18.514,  1.356,  0.000,  0.000, -0.000,  0.696, 
47, 23500, 18.895,  1.681,  0.000,  0.000, -0.000,  0.718, 
48, 24000, 19.279,  2.001,  0.000,  0.000, -0.000,  0.685, 
49, 24500, 19.662,  2.314,  0.000,  0.000, -0.000,  0.706, 
50, 25000, 20.019,  2.645,  0.000,  0.000, -0.000,  0.775, 
51, 25500, 20.341,  3.026,  0.000,  0.000, -0.000,  0.900, 
52, 26000, 20.618,  3.441,  0.000,  0.000, -0.000,  1.017, 
53, 26500, 20.859,  3.880,  0.000,  0.000, -0.000,  1.077, 
54, 27000, 21.086,  4.326,  0.000,  0.000, -0.000,  1.100, 
55, 27500, 21.315,  4.772,  0.000,  0.000, -0.000,  1.100, 
56, 28000, 21.530,  5.223,  0.000,  0.000, -0.000,  1.136, 
57, 28500, 21.732,  5.683,  0.000,  0.000, -0.000,  1.164, 
58, 29000, 21.926,  6.147,  0.000,  0.000, -0.000,  1.175, 
59, 29500, 22.120,  6.612,  0.000,  0.000, -0.000,  1.182, 
60, 30000, 22.307,  7.074,  0.000,  0.000, -0.000,  1.198, 
61, 30500, 22.466,  7.548,  0.000,  0.000, -0.000,  1.249, 
62, 31000, 22.623,  8.022,  0.000,  0.000, -0.000,  1.249, 
63, 31500, 22.783,  8.494,  0.000,  0.000, -0.000,  1.242, 
64, 32000, 22.965,  8.954,  0.000,  0.000, -0.000,  1.187, 
65, 32500, 23.174,  9.394,  0.000,  0.000, -0.000,  1.136, 
66, 33000, 23.361,  9.843,  0.000,  0.000, -0.000,  1.201, 
67, 33500, 23.523, 10.303,  0.000,  0.000, -0.000,  1.226, 
68, 34000, 23.703, 10.761,  0.000,  0.000, -0.000,  1.198, 
69, 34500, 23.872, 11.227,  0.000,  0.000, -0.000,  1.227, 
70, 35000, 24.023, 11.697,  0.000,  0.000, -0.000,  1.261, 
71, 35500, 24.186, 12.160,  0.000,  0.000, -0.000,  1.223, 
72, 36000, 24.368, 12.618,  0.000,  0.000, -0.000,  1.191, 
73, 36500, 24.559, 13.073,  0.000,  0.000, -0.000,  1.178, 
74, 37000, 24.736, 13.535,  0.000,  0.000, -0.000,  1.207, 
75, 37500, 24.902, 13.996,  0.000,  0.000, -0.000,  1.229, 
76, 38000, 25.073, 14.462,  0.000,  0.000, -0.000,  1.213, 
77, 38500, 25.251, 14.925,  0.000,  0.000, -0.000,  1.206, 
78, 39000, 25.423, 15.390,  0.000,  0.000, -0.000,  1.215, 
79, 39500, 25.590, 15.856,  0.000,  0.000, -0.000,  1.227, 
80, 40000, 25.747, 16.325,  0.000,  0.000, -0.000,  1.247, 
81, 40500, 25.891, 16.800,  0.000,  0.000, -0.000,  1.282, 
82, 41000, 26.024, 17.278,  0.000,  0.000, -0.000,  1.310, 
83, 41500, 26.131, 17.761,  0.000,  0.000, -0.000,  1.358, 
84, 42000, 26.202, 18.253,  0.000,  0.000, -0.000,  1.438, 
85, 42500, 26.260, 18.744,  0.000,  0.000, -0.000,  1.452, 
86, 43000, 26.340, 19.235,  0.000,  0.000, -0.000,  1.401, 
87, 43500, 26.400, 19.727,  0.000,  0.000, -0.000,  1.455, 
88, 44000, 26.465, 20.221,  0.000,  0.000, -0.000,  1.440, 
89, 44500, 26.512, 20.716,  0.000,  0.000, -0.000,  1.491, 
90, 45000, 26.548, 21.211,  0.000,  0.000, -0.000,  1.502, 
91, 45500, 26.582, 21.708,  0.000,  0.000, -0.000,  1.505, 
92, 46000, 26.604, 22.203,  0.000,  0.000, -0.000,  1.538, 
93, 46500, 26.604, 22.703,  0.000,  0.000, -0.000,  1.569, 
94, 47000, 26.608, 23.201,  0.000,  0.000, -0.000,  1.559, 
95, 47500, 26.612, 23.701,  0.000,  0.000, -0.000,  1.569, 
96, 48000, 26.600, 24.199,  0.000,  0.000, -0.000,  1.597, 
97, 48500, 26.579, 24.700,  0.000,  0.000, -0.000,  1.621, 
98, 49000, 26.555, 25.195,  0.000,  0.000, -0.000,  1.611, 
99, 49500, 26.520, 25.693,  0.000,  0.000, -0.000,  1.663, 
100, 50000, 26.445, 26.186,  0.000,  0.000, -0.000,  1.720, 
101, 50500, 26.363, 26.682,  0.000,  0.000, -0.000,  1.750, 
102, 51000, 26.271, 27.172,  0.000,  0.000, -0.000,  1.742, 
103, 51500, 26.215, 27.669,  0.000,  0.000, -0.000,  1.674, 
104, 52000, 26.186, 28.170,  0.000,  0.000, -0.000,  1.620, 
105, 52500, 26.160, 28.672,  0.000,  0.000, -0.000,  1.624, 
106, 53000, 26.126, 29.165,  0.000,  0.000, -0.000,  1.648, 
