count, time, abs_prox_x, abs_prox_y, abs_prox_z, 














15, 7500,  0.203,  1.747,  0.171, 
15, 7500,  6.101, -5.482,  0.610, 
15, 7500,  0.179, -2.472, -0.433, 
15, 7500,  4.660, -2.836,  0.269, 
15, 7500,  6.964, -0.247,  0.088, 
15, 7500,  0.566, -3.088,  0.116, 
15, 7500,  8.973, -9.789,  1.133, 

16, 8000,  0.328,  1.677,  0.117, 
16, 8000,  6.219, -5.417,  0.694, 
16, 8000,  4.623, -2.778,  0.205, 
16, 8000,  6.922, -0.280, -0.128, 
16, 8000,  0.892, -2.862, -0.005, 
16, 8000,  0.375, -2.453, -0.271, 
16, 8000,  0.327,  1.665, -0.145, 
16, 8000,  0.061,  1.683,  0.166, 
16, 8000,  8.176,  3.706,  0.356, 
16, 8000,  6.081, -12.093,  0.531, 
16, 8000,  7.712, -9.210,  0.904, 

17, 8500,  0.324,  1.665,  0.075, 
17, 8500,  6.897, -5.106,  0.332, 
17, 8500,  4.784, -2.686,  0.208, 
17, 8500,  6.970, -0.240,  0.190, 
17, 8500,  1.036, -2.370,  0.093, 
17, 8500,  0.371, -2.432, -0.373, 
17, 8500,  0.326,  1.674, -0.186, 
17, 8500, -0.066,  1.687,  0.148, 
17, 8500,  1.311, -2.280,  0.066, 
17, 8500,  7.692, -9.187,  0.902, 
17, 8500,  0.867, -2.393, -0.436, 
17, 8500,  5.902,  3.778,  0.195, 

18, 9000,  0.327,  1.679, -0.036, 
18, 9000,  4.798, -2.857, -0.101, 
18, 9000,  6.916, -0.301, -0.013, 
18, 9000,  0.852, -1.715, -0.003, 
18, 9000,  0.371, -2.446, -0.321, 
18, 9000, -0.033,  1.702, -0.149, 
18, 9000,  7.687, -9.182,  0.901, 
18, 9000,  0.674, -1.823, -0.240, 
18, 9000,  5.905,  3.787,  0.091, 
18, 9000,  4.863, -2.857,  0.279, 

19, 9500,  0.264,  1.668,  0.024, 
19, 9500,  5.008, -2.915, -0.105, 
19, 9500,  6.858, -0.241,  0.087, 
19, 9500,  0.571, -1.551, -0.079, 
19, 9500,  0.281, -1.599,  0.072, 
19, 9500,  7.752, -9.281,  0.910, 
19, 9500,  5.917,  3.778, -0.014, 
19, 9500,  4.976, -2.935,  0.286, 
19, 9500,  0.437, -1.572, -0.003, 
19, 9500,  0.326,  1.667, -0.185, 
19, 9500,  8.976, -2.797,  0.256, 

20, 10000,  0.295,  1.663,  0.145, 
20, 10000,  5.083, -2.909,  0.072, 
20, 10000,  6.923, -0.393,  0.087, 
20, 10000,  0.370, -2.450, -0.376, 
20, 10000,  7.706, -9.216,  0.904, 
20, 10000,  5.942,  3.731, -0.132, 
20, 10000,  5.967, -11.827,  1.131, 
20, 10000,  4.511, -12.888,  0.697, 
20, 10000,  5.845, -4.888,  0.293, 
20, 10000,  3.438, -12.295,  1.091, 

21, 10500,  0.374,  1.663,  0.024, 
21, 10500,  5.357, -2.684,  0.355, 
21, 10500,  7.211, -0.463,  0.090, 
21, 10500,  0.416, -2.485, -0.383, 
21, 10500,  4.924, -5.674,  0.294, 
21, 10500,  5.882,  3.848, -0.014, 
