count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 1000, -0.042,  0.501, -0.001, 
2, 1000,  0.373, -2.244, -0.043, 
2, 1000, -0.171,  0.500,  0.022, 
2, 1000,  3.954, -2.967,  0.439, 
2, 1000,  2.780, -3.857, -0.274, 
2, 1000,  0.477,  1.802,  0.055, 
2, 1000,  2.371, -4.189,  0.063, 
2, 1000,  2.739, -3.971,  0.375, 
2, 1000,  1.841, -4.411,  0.297, 
2, 1000,  0.482,  1.747, -0.321, 
2, 1000, -0.170, -5.347,  0.212, 
2, 1000,  1.828, -4.499, -0.092, 
2, 1000,  4.469, -2.742,  0.375, 

3, 1500, -0.096,  0.502, -0.081, 
3, 1500,  0.407, -2.194,  0.062, 
3, 1500, -0.157,  0.253, -0.166, 
3, 1500,  3.930, -2.974,  0.352, 
3, 1500,  2.730, -3.701, -0.265, 
3, 1500,  0.484,  1.683, -0.311, 
3, 1500,  2.502, -3.911,  0.361, 
3, 1500,  1.944, -4.307,  0.247, 
3, 1500,  1.369, -4.493, -0.009, 
3, 1500,  3.223, -3.407,  0.062, 
3, 1500,  6.733,  7.073,  0.397, 
3, 1500, 13.683,  5.625,  1.049, 
3, 1500, 15.766, 19.431,  1.007, 

4, 2000, -0.098,  0.451, -0.125, 
4, 2000,  0.406, -2.200,  0.029, 
4, 2000, -0.163,  0.212, -0.145, 
4, 2000,  3.893, -2.960,  0.349, 
4, 2000,  2.729, -3.807, -0.175, 
4, 2000,  2.466, -3.850,  0.240, 
4, 2000,  1.918, -4.193,  0.129, 
4, 2000,  3.229, -3.420,  0.062, 
4, 2000, 13.656,  5.549,  1.300, 
4, 2000, -0.156,  0.424, -0.037, 
4, 2000, -0.576, -5.254, -0.099, 

5, 2500, -0.162,  0.385, -0.017, 
5, 2500,  0.408, -2.232,  0.117, 
5, 2500, -0.155,  0.243, -0.161, 
5, 2500,  3.978, -2.904,  0.201, 
5, 2500,  2.813, -3.730, -0.269, 
5, 2500,  2.464, -3.880,  0.404, 
5, 2500,  1.922, -4.210,  0.186, 
5, 2500,  3.250, -3.427,  0.062, 
5, 2500, 13.727,  5.578,  1.307, 
5, 2500, -0.305, -5.261,  0.323, 
5, 2500,  0.014,  0.518,  0.008, 
5, 2500,  0.598,  1.715,  0.054, 
5, 2500,  5.264,  1.235, -0.206, 

6, 3000, -0.161,  0.380, -0.025, 
6, 3000,  0.414, -2.239, -0.005, 
6, 3000,  3.241, -3.445,  0.134, 
6, 3000,  2.774, -3.779, -0.270, 
6, 3000,  2.453, -3.880,  0.403, 
6, 3000,  1.939, -4.329,  0.247, 
6, 3000, 13.704,  5.601,  1.155, 
6, 3000, -0.283, -5.223,  0.269, 
6, 3000,  0.578,  1.732, -0.111, 
6, 3000,  5.316,  0.990, -0.206, 
6, 3000, -0.107,  0.279, -0.190, 
6, 3000, 12.331, 19.510,  1.208, 
6, 3000,  3.919, -2.979,  0.351, 

7, 3500, -0.168,  0.429, -0.009, 
7, 3500,  0.391, -2.240,  0.090, 
7, 3500,  3.215, -3.585, -0.093, 
7, 3500,  2.548, -3.879,  0.328, 
7, 3500, 13.656,  5.517,  1.299, 
7, 3500, -0.279, -5.248,  0.270, 
7, 3500,  0.529,  1.807,  0.174, 
7, 3500,  5.266,  0.432,  0.218, 
7, 3500, 12.331, 19.510,  1.208, 
7, 3500,  3.552, -3.251,  0.137, 
7, 3500,  0.423, -4.774, -0.090, 
7, 3500,  0.452,  1.840, -0.285, 
7, 3500, 14.882, 11.997,  1.681, 

8, 4000, -0.162,  0.415, -0.027, 
8, 4000,  0.385, -2.224,  0.029, 
8, 4000,  3.233, -3.596, -0.093, 
8, 4000,  2.514, -3.928,  0.363, 
8, 4000, 13.707,  5.537,  1.304, 
8, 4000, -0.284, -5.258,  0.271, 
8, 4000,  0.393,  1.652,  0.157, 
8, 4000,  5.221,  0.099,  0.469, 
8, 4000, 12.362, 19.515,  0.930, 
8, 4000,  0.424, -4.780, -0.090, 
8, 4000, 15.052, 12.033,  1.362, 
8, 4000, -0.059,  0.552, -0.023, 
8, 4000,  3.894, -2.968,  0.385, 

9, 4500, -0.173,  0.488, -0.054, 
9, 4500,  0.374, -2.235,  0.139, 
9, 4500,  3.240, -3.444,  0.134, 
9, 4500,  2.556, -3.947,  0.413, 
9, 4500, 13.762,  5.641,  1.161, 
9, 4500, -0.314, -5.223,  0.321, 
9, 4500,  0.468,  1.609,  0.111, 
9, 4500,  5.561,  0.837,  0.301, 
9, 4500, 12.309, 19.561,  1.210, 
9, 4500,  0.363,  1.662, -0.389, 
9, 4500,  2.775, -3.721, -0.268, 

10, 5000, -0.138,  0.519, -0.033, 
10, 5000,  0.383, -2.235,  0.195, 
10, 5000,  3.210, -3.422,  0.133, 
10, 5000,  2.530, -3.927,  0.411, 
10, 5000, 13.780,  5.631,  1.162, 
10, 5000, -0.383, -5.261,  0.365, 
10, 5000,  0.357,  1.532, -0.202, 
10, 5000,  5.480,  0.508,  0.227, 
10, 5000, 12.277, 19.510,  1.440, 
10, 5000,  2.852, -3.749, -0.010, 

11, 5500,  0.338,  1.532, -0.280, 
11, 5500,  0.399, -2.220,  0.116, 
11, 5500,  3.220, -3.418,  0.133, 
11, 5500,  2.608, -3.939,  0.415, 
11, 5500, 13.789,  5.635,  1.162, 
11, 5500, -0.332, -5.296,  0.367, 
11, 5500,  5.461,  0.460,  0.158, 
11, 5500,  2.737, -3.734, -0.267, 
11, 5500, -0.188,  0.944, -0.508, 

12, 6000,  0.460,  1.628, -0.389, 
12, 6000,  0.392, -2.236,  0.173, 
12, 6000,  3.215, -3.440,  0.134, 
12, 6000,  2.493, -3.882,  0.405, 
12, 6000, 13.720,  5.655,  1.309, 
12, 6000, -0.587, -5.262, -0.010, 
12, 6000,  3.999, -2.969,  0.264, 
12, 6000,  0.392, -2.247, -0.043, 
12, 6000,  2.732, -3.727, -0.173, 
12, 6000, 15.135, 11.999,  1.503, 

13, 6500,  0.600,  1.694,  0.054, 
13, 6500,  0.396, -2.233,  0.139, 
13, 6500,  2.648, -3.922,  0.416, 
13, 6500, 13.783,  5.600,  1.161, 
13, 6500, -0.394, -5.275,  0.403, 
13, 6500,  3.561, -3.279,  0.197, 
13, 6500,  2.729, -3.732, -0.173, 
13, 6500,  5.636,  0.788,  0.305, 

14, 7000,  0.471,  1.603, -0.137, 
14, 7000,  0.400, -2.239,  0.117, 
14, 7000,  2.486, -3.863,  0.404, 
14, 7000, 13.783,  5.616,  1.161, 
14, 7000, -0.394, -5.268,  0.402, 
14, 7000,  3.244, -3.456,  0.135, 
14, 7000,  2.752, -3.854, -0.177, 
14, 7000,  5.769,  0.765,  0.372, 
14, 7000,  4.286, -2.837, -0.100, 
14, 7000,  0.457,  1.617,  0.093, 
14, 7000,  6.700,  7.066,  0.694, 
14, 7000, 12.329, 19.505,  1.628, 
14, 7000, 19.748, 13.203,  1.245, 

15, 7500,  0.433,  1.597, -0.212, 
15, 7500,  0.383, -2.257,  0.090, 
15, 7500,  2.360, -4.135,  0.249, 
15, 7500, -0.398, -5.246,  0.400, 
15, 7500,  3.269, -3.495,  0.136, 
15, 7500,  5.715,  0.662, -0.112, 
15, 7500,  3.536, -3.264,  0.196, 
15, 7500,  0.342, -4.822, -0.010, 
15, 7500,  1.925, -4.197,  0.325, 

16, 8000,  0.515,  1.762, -0.326, 
16, 8000,  0.378, -2.255,  0.158, 
16, 8000,  2.461, -3.877,  0.357, 
16, 8000, -0.295, -5.291,  0.272, 
16, 8000,  3.233, -3.438,  0.062, 
16, 8000,  5.696,  0.887,  0.309, 
16, 8000,  0.619, -4.795, -0.010, 
16, 8000,  1.910, -4.260,  0.244, 
16, 8000, 13.761,  5.526,  1.308, 

17, 8500,  0.571,  1.850, -0.343, 
17, 8500,  0.383, -2.238,  0.090, 
17, 8500,  2.490, -3.928,  0.361, 
17, 8500, -0.382, -5.242,  0.322, 
17, 8500,  3.275, -3.494,  0.063, 
17, 8500,  5.644,  0.867,  0.365, 
17, 8500,  1.904, -4.237,  0.242, 
17, 8500, 13.754,  5.572,  1.158, 
17, 8500,  0.711,  1.877,  0.132, 
17, 8500,  3.988, -2.931,  0.262, 
17, 8500,  0.178,  2.016, -0.162, 
17, 8500,  6.745,  7.071,  0.517, 
