count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
3, 1500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
4, 2000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
5, 2500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
6, 3000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
7, 3500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
8, 4000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
9, 4500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
10, 5000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
11, 5500, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
12, 6000, -0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
13, 6500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.001, 
14, 7000, 0.008, 0.000, 0.000, 0.000, -0.000, 0.001, 
15, 7500, 0.029, 0.000, 0.000, 0.000, -0.000, 0.001, 
16, 8000, 0.101, 0.000, 0.000, 0.000, -0.000, 0.002, 
17, 8500, 0.276, -0.000, 0.000, 0.000, 0.000, -0.003, 
18, 9000, 0.529, -0.001, 0.000, 0.000, 0.000, -0.002, 
19, 9500, 0.859, 0.000, 0.000, 0.000, 0.000, -0.000, 
20, 10000, 1.245, 0.005, 0.000, 0.000, -0.000, 0.010, 
21, 10500, 1.634, 0.000, 0.000, 0.000, 0.000, -0.013, 
22, 11000, 2.029, -0.009, 0.000, 0.000, 0.000, -0.026, 
23, 11500, 2.418, -0.019, 0.000, 0.000, 0.000, -0.023, 
24, 12000, 2.804, -0.023, 0.000, 0.000, 0.000, -0.010, 
25, 12500, 3.207, -0.026, 0.000, 0.000, 0.000, -0.010, 
26, 13000, 3.587, -0.032, 0.000, 0.000, 0.000, -0.011, 
27, 13500, 3.974, -0.033, 0.000, 0.000, 0.000, -0.002, 
28, 14000, 4.362, -0.034, 0.000, 0.000, 0.000, -0.004, 
29, 14500, 4.748, -0.036, 0.000, 0.000, 0.000, -0.008, 
30, 15000, 5.142, -0.056, 0.000, 0.000, 0.000, -0.062, 
31, 15500, 5.519, -0.100, 0.000, 0.000, 0.000, -0.115, 
32, 16000, 5.899, -0.148, 0.000, 0.000, 0.000, -0.123, 
33, 16500, 6.285, -0.190, 0.000, 0.000, 0.000, -0.109, 
34, 17000, 6.668, -0.234, 0.000, 0.000, 0.000, -0.112, 
35, 17500, 7.067, -0.268, 0.000, 0.000, 0.000, -0.079, 
36, 18000, 7.404, -0.269, 0.000, 0.000, 0.000, -0.004, 
37, 18500, 7.798, -0.268, 0.000, 0.000, 0.000, -0.001, 
38, 19000, 8.192, -0.273, 0.000, 0.000, 0.000, -0.012, 
39, 19500, 8.586, -0.274, 0.000, 0.000, -0.000, 0.001, 
40, 20000, 8.973, -0.274, 0.000, 0.000, 0.000, -0.002, 
41, 20500, 9.369, -0.277, 0.000, 0.000, 0.000, -0.010, 
42, 21000, 9.749, -0.289, 0.000, 0.000, 0.000, -0.032, 
43, 21500, 10.143, -0.312, 0.000, 0.000, 0.000, -0.058, 
44, 22000, 10.513, -0.326, 0.000, 0.000, 0.000, -0.039, 
45, 22500, 10.908, -0.339, 0.000, 0.000, 0.000, -0.035, 
46, 23000, 11.301, -0.340, 0.000, 0.000, -0.000, 0.007, 
47, 23500, 11.680, -0.331, 0.000, 0.000, -0.000, 0.018, 
48, 24000, 12.075, -0.328, 0.000, 0.000, -0.000, 0.009, 
49, 24500, 12.462, -0.325, 0.000, 0.000, -0.000, 0.009, 
50, 25000, 12.840, -0.319, 0.000, 0.000, -0.000, 0.017, 
51, 25500, 13.234, -0.324, 0.000, 0.000, 0.000, -0.021, 
52, 26000, 13.619, -0.348, 0.000, 0.000, 0.000, -0.065, 
53, 26500, 14.011, -0.397, 0.000, 0.000, 0.000, -0.130, 
54, 27000, 14.387, -0.518, 0.000, 0.000, 0.000, -0.317, 
55, 27500, 14.721, -0.685, 0.000, 0.000, 0.000, -0.474, 
56, 28000, 15.054, -0.899, 0.000, 0.000, 0.000, -0.560, 
57, 28500, 15.373, -1.124, 0.000, 0.000, 0.000, -0.619, 
58, 29000, 15.670, -1.389, 0.000, 0.000, 0.000, -0.742, 
59, 29500, 15.925, -1.686, 0.000, 0.000, 0.000, -0.867, 
60, 30000, 16.146, -2.008, 0.000, 0.000, 0.000, -0.975, 
61, 30500, 16.342, -2.343, 0.000, 0.000, 0.000, -1.040, 
62, 31000, 16.515, -2.690, 0.000, 0.000, 0.000, -1.117, 
63, 31500, 16.657, -3.059, 0.000, 0.000, 0.000, -1.209, 
64, 32000, 16.771, -3.438, 0.000, 0.000, 0.000, -1.293, 
65, 32500, 16.856, -3.820, 0.000, 0.000, 0.000, -1.357, 
66, 33000, 16.928, -4.199, 0.000, 0.000, 0.000, -1.382, 
67, 33500, 16.982, -4.590, 0.000, 0.000, 0.000, -1.431, 
68, 34000, 17.020, -4.982, 0.000, 0.000, 0.000, -1.467, 
69, 34500, 17.045, -5.377, 0.000, 0.000, 0.000, -1.516, 
70, 35000, 17.059, -5.764, 0.000, 0.000, 0.000, -1.525, 
71, 35500, 17.066, -6.160, 0.000, 0.000, 0.000, -1.556, 
