mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

1, 97, 48500, 14.581, -17.996,  0.043, 
3, 339, 169500, 12.887, -65.011, -0.066, 

1, 97, 48500, 10.193, -15.321,  0.187, 
3, 339, 169500, 10.052, -67.698,  0.078, 

1, 97, 48500,  6.629, -17.899,  0.922, 
3, 339, 169500, 12.345, -72.989, -0.022, 

1, 96, 48000, 14.575, -17.967, -0.010, 
3, 340, 170000, 12.780, -65.061, -0.129, 

1, 96, 48000, 20.709, -16.029, -0.069, 
3, 340, 170000, 10.278, -58.289, -0.072, 

1, 96, 48000, 11.793, -15.260,  0.069, 
3, 340, 170000,  9.737, -67.641,  0.163, 

1, 95, 47500, 20.723, -16.319,  0.195, 
3, 341, 170500,  9.888, -58.282, -0.008, 

1, 95, 47500,  6.680, -17.968,  0.664, 
3, 341, 170500, 12.292, -72.987,  0.143, 

1, 95, 47500, 11.800, -15.316,  0.148, 
3, 341, 170500, 12.502, -66.654, -0.374, 

1, 95, 47500, -1.335, -18.187,  0.969, 
3, 341, 170500, 11.542, -80.977,  0.245, 

1, 94, 47000, 21.162, -14.980, -0.315, 
3, 342, 171000,  9.596, -58.278, -0.077, 

1, 94, 47000, 14.669, -14.906, -0.089, 
3, 342, 171000,  9.747, -64.794,  0.145, 

1, 94, 47000,  6.687, -18.128,  0.141, 
3, 342, 171000, 12.230, -73.010,  0.306, 

1, 94, 47000, -1.298, -18.752,  0.750, 
3, 342, 171000, 11.551, -80.988,  0.244, 

1, 93, 46500, 14.676, -14.684,  0.067, 
3, 343, 171500,  9.629, -64.736,  0.154, 

1, 93, 46500,  6.597, -17.878,  0.142, 
3, 343, 171500, 12.106, -73.075, -0.022, 

1, 93, 46500, 21.169, -14.836, -0.008, 
3, 343, 171500,  9.535, -58.221,  0.054, 

1, 93, 46500, 14.837, -14.421,  0.029, 
3, 343, 171500,  9.250, -64.532,  0.070, 

1, 92, 46000, 14.839, -14.385, -0.125, 
3, 344, 172000,  9.300, -64.541, -0.043, 

1, 92, 46000, 21.171, -14.554,  0.295, 
3, 344, 172000,  9.206, -58.219, -0.156, 

1, 91, 45500, 14.850, -14.344,  0.092, 
3, 345, 172500,  9.269, -64.542, -0.004, 

1, 91, 45500, 14.685, -13.930,  0.179, 
3, 345, 172500,  9.010, -64.714,  0.096, 

1, 91, 45500, 21.183, -13.856,  0.117, 
3, 345, 172500,  9.177, -58.209, -0.008, 

1, 90, 45000, 21.209, -13.449,  0.055, 
3, 346, 173000,  2.728, -58.031,  0.218, 

1, 90, 45000, 14.858, -14.357,  0.064, 
3, 346, 173000,  9.258, -64.546,  0.085, 

1, 90, 45000, 14.583, -13.557, -0.342, 
3, 346, 173000,  8.350, -64.717, -0.518, 

1, 90, 45000, 14.664, -13.904,  0.096, 
3, 346, 173000,  8.822, -64.696,  0.029, 

1, 89, 44500, 21.216, -13.100, -0.081, 
3, 347, 173500,  8.387, -58.151, -0.159, 

1, 89, 44500, 14.639, -12.959, -0.500, 
3, 347, 173500,  8.524, -64.731, -0.493, 

1, 88, 44000, 21.206, -12.875, -0.009, 
3, 348, 174000,  8.329, -58.144, -0.162, 

1, 88, 44000, 14.605, -12.714, -0.393, 
3, 348, 174000,  8.187, -64.715, -0.493, 

1, 87, 43500, 21.201, -12.690, -0.081, 
3, 349, 174500,  8.037, -58.088, -0.009, 

1, 87, 43500, 14.574, -13.814,  0.112, 
3, 349, 174500,  7.406, -64.634, -0.498, 

1, 86, 43000, 14.696, -11.788, -0.554, 
3, 349, 174500,  7.406, -64.634, -0.498, 

