mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

3, 34, 17000,  9.125,  0.068,  0.094, 
3, 567, 283500,  6.008,  1.037,  0.076, 

3, 34, 17000,  9.320, -2.879,  0.122, 
3, 567, 283500,  8.477, -0.648,  0.073, 

3, 34, 17000,  9.887,  5.874,  0.360, 
3, 567, 283500,  7.140,  9.166,  0.332, 

3, 34, 17000,  6.303,  7.628,  0.424, 
3, 567, 283500,  5.429,  9.806, -0.124, 

3, 33, 16500,  9.172,  0.071,  0.146, 
3, 566, 283000,  6.014,  1.037,  0.110, 

3, 33, 16500, 11.872, -2.353,  0.497, 
3, 566, 283000,  8.480, -0.645,  0.157, 

3, 33, 16500,  5.906,  7.342, -0.125, 
3, 566, 283000,  5.426,  9.807,  0.340, 

3, 33, 16500,  7.557,  6.788,  0.079, 
3, 566, 283000,  6.991,  9.197,  0.331, 

3, 32, 16000,  8.122,  6.542,  0.378, 
3, 565, 282500,  6.790,  9.298,  0.332, 

3, 32, 16000,  6.726, -1.389, -0.130, 
3, 565, 282500,  6.003,  1.041,  0.142, 

3, 32, 16000,  9.279, -2.953,  0.313, 
3, 565, 282500,  8.400, -0.733,  0.073, 

3, 31, 15500,  9.163,  0.121, -0.132, 
3, 564, 282000,  8.515,  2.461,  0.054, 

3, 31, 15500,  7.161,  6.860,  0.327, 
3, 564, 282000,  6.271,  9.484,  0.333, 

3, 31, 15500,  6.709, -1.383, -0.089, 
3, 564, 282000,  6.014,  1.025,  0.036, 

3, 31, 15500,  9.200, -2.973,  0.200, 
3, 564, 282000,  8.444, -0.679,  0.073, 

3, 30, 15000,  7.645,  6.722,  0.180, 
3, 563, 281500,  6.956,  9.216,  0.334, 

3, 30, 15000,  9.201, -3.059,  0.069, 
3, 563, 281500,  8.398, -0.722,  0.160, 

3, 30, 15000,  6.748, -1.394, -0.005, 
3, 563, 281500,  5.938,  0.976, -0.006, 

3, 30, 15000,  6.015, -10.785, -0.023, 
3, 563, 281500,  5.654, -8.371,  0.731, 

3, 30, 15000,  9.168,  0.062, -0.152, 
3, 563, 281500,  8.501,  2.427,  0.055, 

3, 30, 15000,  5.908,  7.304,  0.186, 
3, 563, 281500,  5.527,  9.790, -0.249, 

3, 29, 14500,  7.284,  6.836,  0.184, 
3, 562, 281000,  6.902,  9.266,  0.339, 

3, 29, 14500,  9.101,  0.030,  0.222, 
3, 562, 281000,  8.474,  2.587,  0.121, 

3, 29, 14500,  9.486, -9.931,  0.149, 
3, 562, 281000,  8.681, -7.550,  0.824, 

3, 29, 14500,  6.689, -1.411,  0.077, 
3, 562, 281000,  5.982,  1.036,  0.040, 

3, 29, 14500,  5.911,  7.302,  0.188, 
3, 562, 281000,  5.200,  9.841, -0.013, 

3, 28, 14000,  6.863,  6.975,  0.087, 
3, 561, 280500,  5.529,  9.802,  0.186, 

3, 28, 14000,  9.121,  0.095, -0.014, 
3, 561, 280500,  8.499,  2.388,  0.060, 

3, 28, 14000,  6.679, -1.411, -0.009, 
3, 561, 280500,  5.963,  0.988, -0.061, 

3, 28, 14000,  3.379,  8.905,  0.436, 
3, 561, 280500,  3.225, 11.433,  0.505, 

3, 27, 13500,  6.552,  7.084,  0.282, 
3, 560, 280000,  5.601,  9.804, -0.128, 

3, 27, 13500,  9.112,  0.172, -0.196, 
3, 560, 280000,  8.535,  2.359,  0.270, 

3, 27, 13500,  3.867, -1.404, -0.112, 
3, 560, 280000,  3.189,  1.145, -0.043, 

3, 27, 13500,  6.662, -1.390,  0.094, 
3, 560, 280000,  6.005,  1.027,  0.097, 

3, 26, 13000,  4.443, -3.281,  0.340, 
3, 559, 279500,  5.991,  1.001,  0.102, 

3, 26, 13000,  9.073,  0.073, -0.016, 
3, 559, 279500,  8.525,  2.388,  0.153, 

3, 26, 13000,  5.330,  7.475,  0.092, 
3, 559, 279500,  6.220,  9.552,  0.193, 

3, 26, 13000,  3.716, -0.819, -0.136, 
3, 559, 279500,  3.048,  1.813,  0.041, 

3, 26, 13000, 12.782,  4.745,  0.415, 
3, 559, 279500, 15.581,  5.552,  0.648, 

3, 26, 13000,  2.565,  7.937,  0.652, 
3, 559, 279500,  2.627, 11.418, -0.155, 

3, 25, 12500,  5.847,  7.313,  0.093, 
3, 558, 279000,  6.655,  9.372,  0.292, 

3, 25, 12500,  3.630, -0.734,  0.095, 
3, 558, 279000,  2.793,  2.005,  0.068, 

3, 25, 12500,  6.574, -1.415,  0.206, 
3, 558, 279000,  5.969,  1.041,  0.053, 

3, 25, 12500,  9.050,  0.033,  0.242, 
3, 558, 279000,  8.508,  2.414,  0.079, 

3, 24, 12000,  5.152,  7.505, -0.278, 
3, 557, 278500,  6.058,  9.588,  0.202, 

3, 24, 12000,  7.413,  6.808,  0.215, 
3, 557, 278500,  7.571,  8.991,  0.213, 

3, 24, 12000,  6.559, -1.412,  0.172, 
3, 557, 278500,  5.946,  0.990,  0.272, 

3, 24, 12000, 11.226,  5.414,  0.124, 
3, 557, 278500, 10.359,  7.849,  0.118, 

3, 24, 12000,  2.397,  7.278, -0.014, 
3, 557, 278500,  1.863,  9.912, -0.013, 

3, 24, 12000,  6.629,  7.078, -0.015, 
3, 557, 278500,  6.808,  9.328, -0.015, 

3, 24, 12000,  3.149, -0.844, -0.195, 
3, 557, 278500,  2.676,  1.988, -0.025, 

3, 24, 12000,  9.063,  0.043, -0.018, 
3, 557, 278500,  8.492,  2.368,  0.332, 

3, 24, 12000,  3.864,  7.893, -0.141, 
3, 557, 278500,  3.136, 10.579, -0.139, 

3, 23, 11500,  4.467,  7.692,  0.097, 
3, 556, 278000,  5.552,  9.771,  0.205, 

3, 23, 11500,  5.393,  7.450,  0.210, 
3, 556, 278000,  6.154,  9.560,  0.208, 

3, 23, 11500,  3.046, -0.740,  0.053, 
3, 556, 278000,  2.590,  1.968,  0.073, 

3, 23, 11500,  6.568, -1.361,  0.181, 
3, 556, 278000,  5.893,  0.951,  0.062, 

3, 23, 11500, 10.804,  5.498,  0.498, 
3, 556, 278000, 10.716,  7.591,  0.393, 

3, 23, 11500,  2.328,  7.257, -0.014, 
3, 556, 278000,  1.944,  9.907,  0.086, 

3, 23, 11500,  8.577,  6.345,  0.108, 
3, 556, 278000,  8.683,  8.503,  0.109, 

3, 23, 11500,  0.602,  8.485,  0.224, 
3, 556, 278000,  1.039, 11.074,  0.685, 

3, 23, 11500,  6.321,  7.169,  0.099, 
3, 556, 278000,  6.991,  9.212, -0.015, 

3, 23, 11500,  7.663,  6.681,  0.104, 
3, 556, 278000,  7.817,  8.857,  0.326, 

3, 23, 11500,  9.539,  6.032,  0.460, 
3, 556, 278000,  9.640,  8.095,  0.365, 

3, 23, 11500, 19.859,  2.608,  1.232, 
3, 556, 278000, 15.588,  5.292,  0.844, 

3, 22, 11000,  3.897,  7.784,  0.211, 
