count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
2, 1000, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
3, 1500, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
4, 2000, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
5, 2500, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
6, 3000, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
7, 3500, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
8, 4000, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
9, 4500, -16.390, -143.619,  0.000,  0.000, -0.000,  1.554, 
10, 5000, -16.390, -143.581,  0.000,  0.000, -0.000,  1.552, 
11, 5500, -16.387, -143.416,  0.000,  0.000, -0.000,  1.558, 
12, 6000, -16.421, -143.075,  0.000,  0.000, -0.000,  1.666, 
13, 6500, -16.460, -142.684,  0.000,  0.000, -0.000,  1.658, 
14, 7000, -16.485, -142.290,  0.000,  0.000, -0.000,  1.634, 
15, 7500, -16.502, -141.896,  0.000,  0.000, -0.000,  1.610, 
16, 8000, -16.508, -141.499,  0.000,  0.000, -0.000,  1.584, 
17, 8500, -16.510, -141.105,  0.000,  0.000, -0.000,  1.569, 
18, 9000, -16.502, -140.717,  0.000,  0.000, -0.000,  1.554, 
19, 9500, -16.490, -140.326,  0.000,  0.000, -0.000,  1.539, 
20, 10000, -16.484, -139.932,  0.000,  0.000, -0.000,  1.559, 
21, 10500, -16.484, -139.537,  0.000,  0.000, -0.000,  1.570, 
22, 11000, -16.483, -139.142,  0.000,  0.000, -0.000,  1.562, 
23, 11500, -16.478, -138.747,  0.000,  0.000, -0.000,  1.554, 
24, 12000, -16.467, -138.352,  0.000,  0.000, -0.000,  1.539, 
25, 12500, -16.445, -137.960,  0.000,  0.000, -0.000,  1.516, 
26, 13000, -16.429, -137.564,  0.000,  0.000, -0.000,  1.529, 
27, 13500, -16.422, -137.180,  0.000,  0.000, -0.000,  1.554, 
28, 14000, -16.423, -136.784,  0.000,  0.000, -0.000,  1.572, 
29, 14500, -16.422, -136.389,  0.000,  0.000, -0.000,  1.568, 
30, 15000, -16.411, -135.994,  0.000,  0.000, -0.000,  1.537, 
31, 15500, -16.387, -135.606,  0.000,  0.000, -0.000,  1.511, 
32, 16000, -16.358, -135.211,  0.000,  0.000, -0.000,  1.497, 
33, 16500, -16.324, -134.809,  0.000,  0.000, -0.000,  1.484, 
34, 17000, -16.296, -134.423,  0.000,  0.000, -0.000,  1.503, 
35, 17500, -16.275, -134.028,  0.000,  0.000, -0.000,  1.518, 
36, 18000, -16.258, -133.633,  0.000,  0.000, -0.000,  1.526, 
37, 18500, -16.237, -133.238,  0.000,  0.000, -0.000,  1.517, 
38, 19000, -16.217, -132.843,  0.000,  0.000, -0.000,  1.521, 
39, 19500, -16.202, -132.449,  0.000,  0.000, -0.000,  1.534, 
40, 20000, -16.185, -132.055,  0.000,  0.000, -0.000,  1.529, 
41, 20500, -16.169, -131.662,  0.000,  0.000, -0.000,  1.534, 
42, 21000, -16.162, -131.275,  0.000,  0.000, -0.000,  1.548, 
43, 21500, -16.149, -130.881,  0.000,  0.000, -0.000,  1.538, 
44, 22000, -16.128, -130.486,  0.000,  0.000, -0.000,  1.516, 
45, 22500, -16.103, -130.092,  0.000,  0.000, -0.000,  1.508, 
46, 23000, -16.084, -129.696,  0.000,  0.000, -0.000,  1.527, 
47, 23500, -16.076, -129.301,  0.000,  0.000, -0.000,  1.550, 
48, 24000, -16.074, -128.907,  0.000,  0.000, -0.000,  1.565, 
49, 24500, -16.071, -128.511,  0.000,  0.000, -0.000,  1.560, 
50, 25000, -16.055, -128.117,  0.000,  0.000, -0.000,  1.523, 
51, 25500, -16.023, -127.721,  0.000,  0.000, -0.000,  1.496, 
52, 26000, -15.995, -127.329,  0.000,  0.000, -0.000,  1.501, 
53, 26500, -15.981, -126.932,  0.000,  0.000, -0.000,  1.536, 
54, 27000, -15.968, -126.538,  0.000,  0.000, -0.000,  1.536, 
55, 27500, -15.952, -126.144,  0.000,  0.000, -0.000,  1.528, 
56, 28000, -15.934, -125.765,  0.000,  0.000, -0.000,  1.524, 
57, 28500, -15.916, -125.369,  0.000,  0.000, -0.000,  1.528, 
58, 29000, -15.900, -124.975,  0.000,  0.000, -0.000,  1.530, 
59, 29500, -15.893, -124.580,  0.000,  0.000, -0.000,  1.557, 
60, 30000, -15.891, -124.193,  0.000,  0.000, -0.000,  1.563, 
61, 30500, -15.887, -123.797,  0.000,  0.000, -0.000,  1.555, 
62, 31000, -15.876, -123.409,  0.000,  0.000, -0.000,  1.542, 
63, 31500, -15.860, -123.015,  0.000,  0.000, -0.000,  1.528, 
64, 32000, -15.840, -122.619,  0.000,  0.000, -0.000,  1.522, 
65, 32500, -15.819, -122.224,  0.000,  0.000, -0.000,  1.521, 
66, 33000, -15.807, -121.829,  0.000,  0.000, -0.000,  1.543, 
67, 33500, -15.807, -121.434,  0.000,  0.000, -0.000,  1.571, 
68, 34000, -15.804, -121.038,  0.000,  0.000, -0.000,  1.562, 
69, 34500, -15.799, -120.637,  0.000,  0.000, -0.000,  1.555, 
70, 35000, -15.790, -120.250,  0.000,  0.000, -0.000,  1.550, 
71, 35500, -15.788, -119.854,  0.000,  0.000, -0.000,  1.566, 
72, 36000, -15.794, -119.467,  0.000,  0.000, -0.000,  1.589, 
73, 36500, -15.809, -119.073,  0.000,  0.000, -0.000,  1.610, 
74, 37000, -15.840, -118.680,  0.000,  0.000, -0.000,  1.650, 
75, 37500, -15.878, -118.294,  0.000,  0.000, -0.000,  1.669, 
76, 38000, -15.919, -117.902,  0.000,  0.000, -0.000,  1.675, 
77, 38500, -15.960, -117.510,  0.000,  0.000, -0.000,  1.674, 
78, 39000, -16.000, -117.109,  0.000,  0.000, -0.000,  1.670, 
79, 39500, -16.034, -116.731,  0.000,  0.000, -0.000,  1.663, 
80, 40000, -16.072, -116.336,  0.000,  0.000, -0.000,  1.666, 
81, 40500, -16.114, -115.943,  0.000,  0.000, -0.000,  1.678, 
82, 41000, -16.164, -115.552,  0.000,  0.000, -0.000,  1.698, 
83, 41500, -16.215, -115.159,  0.000,  0.000, -0.000,  1.697, 
84, 42000, -16.261, -114.767,  0.000,  0.000, -0.000,  1.685, 
85, 42500, -16.301, -114.380,  0.000,  0.000, -0.000,  1.676, 
86, 43000, -16.341, -113.987,  0.000,  0.000, -0.000,  1.672, 
87, 43500, -16.380, -113.593,  0.000,  0.000, -0.000,  1.670, 
88, 44000, -16.417, -113.200,  0.000,  0.000, -0.000,  1.661, 
89, 44500, -16.453, -112.805,  0.000,  0.000, -0.000,  1.666, 
90, 45000, -16.504, -112.406,  0.000,  0.000, -0.000,  1.698, 
91, 45500, -16.550, -112.029,  0.000,  0.000, -0.000,  1.689, 
92, 46000, -16.594, -111.634,  0.000,  0.000, -0.000,  1.679, 
93, 46500, -16.634, -111.244,  0.000,  0.000, -0.000,  1.671, 
94, 47000, -16.666, -110.853,  0.000,  0.000, -0.000,  1.651, 
