count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -0.345,  0.004,  0.000,  0.000, -0.000,  0.079, 
2, 1000, -0.337,  0.006,  0.000,  0.000, -0.000,  0.084, 
3, 1500, -0.330,  0.006,  0.000,  0.000, -0.000,  0.083, 
4, 2000, -0.325,  0.007,  0.000,  0.000, -0.000,  0.081, 
5, 2500, -0.321,  0.007,  0.000,  0.000, -0.000,  0.081, 
6, 3000, -0.227,  0.015,  0.000,  0.000, -0.000,  0.087, 
7, 3500,  0.009,  0.037,  0.000,  0.000, -0.000,  0.085, 
8, 4000,  0.293,  0.053,  0.000,  0.000, -0.000,  0.061, 
9, 4500,  0.627,  0.065,  0.000,  0.000, -0.000,  0.033, 
10, 5000,  1.064,  0.066,  0.000,  0.000,  0.000, -0.002, 
11, 5500,  1.555,  0.051,  0.000,  0.000,  0.000, -0.035, 
12, 6000,  2.051,  0.029,  0.000,  0.000,  0.000, -0.049, 
13, 6500,  2.544, -0.011,  0.000,  0.000,  0.000, -0.086, 
14, 7000,  3.034, -0.076,  0.000,  0.000,  0.000, -0.143, 
15, 7500,  3.521, -0.160,  0.000,  0.000,  0.000, -0.166, 
16, 8000,  4.018, -0.226,  0.000,  0.000,  0.000, -0.123, 
17, 8500,  4.510, -0.260,  0.000,  0.000,  0.000, -0.041, 
18, 9000,  5.005, -0.279,  0.000,  0.000,  0.000, -0.052, 
19, 9500,  5.501, -0.326,  0.000,  0.000,  0.000, -0.105, 
20, 10000,  5.996, -0.393,  0.000,  0.000,  0.000, -0.136, 
21, 10500,  6.483, -0.483,  0.000,  0.000,  0.000, -0.190, 
22, 11000,  6.975, -0.567,  0.000,  0.000,  0.000, -0.163, 
23, 11500,  7.470, -0.630,  0.000,  0.000,  0.000, -0.124, 
24, 12000,  7.968, -0.687,  0.000,  0.000,  0.000, -0.115, 
25, 12500,  8.465, -0.753,  0.000,  0.000,  0.000, -0.137, 
26, 13000,  8.964, -0.807,  0.000,  0.000,  0.000, -0.105, 
27, 13500,  9.465, -0.834,  0.000,  0.000,  0.000, -0.041, 
28, 14000,  9.969, -0.830,  0.000,  0.000, -0.000,  0.014, 
29, 14500, 10.472, -0.833,  0.000,  0.000,  0.000, -0.021, 
30, 15000, 10.975, -0.839,  0.000,  0.000,  0.000, -0.005, 
31, 15500, 11.479, -0.842,  0.000,  0.000,  0.000, -0.000, 
32, 16000, 11.983, -0.828,  0.000,  0.000, -0.000,  0.030, 
33, 16500, 12.483, -0.809,  0.000,  0.000, -0.000,  0.048, 
34, 17000, 12.985, -0.771,  0.000,  0.000, -0.000,  0.079, 
35, 17500, 13.484, -0.717,  0.000,  0.000, -0.000,  0.120, 
36, 18000, 13.984, -0.657,  0.000,  0.000, -0.000,  0.125, 
