mapID, count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

4, 455, 227500, 36.437, 99.462, -0.358, 
5, 564, 282000, 61.771, -93.243,  0.164, 

4, 455, 227500, 27.741, 109.100,  0.871, 
5, 564, 282000, 68.296, -104.803,  0.471, 

4, 455, 227500, 36.209, 103.931,  0.236, 
5, 564, 282000, 63.007, -98.121,  0.143, 

4, 455, 227500, 37.326, 101.588,  0.269, 
5, 564, 282000, 62.117, -95.720,  0.377, 

4, 455, 227500, 28.357, 97.673, -0.458, 
5, 564, 282000, 70.595, -94.448, -0.371, 

4, 455, 227500, 38.630, 113.135,  0.804, 
5, 564, 282000, 59.664, -107.059,  0.597, 

4, 454, 227000, 29.003, 99.429, -0.078, 
5, 563, 281500, 70.625, -94.164, -0.275, 

4, 454, 227000, 36.468, 98.992, -0.275, 
5, 563, 281500, 61.802, -92.967,  0.164, 

4, 454, 227000, 36.261, 103.969, -0.012, 
5, 563, 281500, 62.997, -98.183,  0.220, 

4, 454, 227000, 30.250, 110.662,  0.940, 
5, 563, 281500, 65.436, -105.465,  0.336, 

4, 453, 226500, 28.998, 99.356, -0.315, 
5, 562, 281000, 70.619, -94.090, -0.373, 

4, 453, 226500, 36.452, 98.657, -0.267, 
5, 562, 281000, 61.818, -92.678,  0.164, 

4, 453, 226500, 28.146, 109.212,  1.045, 
5, 562, 281000, 69.337, -104.245,  0.901, 

4, 453, 226500, 36.379, 103.830,  0.084, 
5, 562, 281000, 62.964, -98.153,  0.304, 

4, 452, 226000, 28.967, 99.185, -0.331, 
5, 561, 280500, 70.609, -94.204, -0.187, 

4, 452, 226000, 36.273, 103.884,  0.087, 
5, 561, 280500, 62.959, -98.136,  0.180, 

4, 452, 226000, 36.436, 98.206, -0.487, 
5, 561, 280500, 63.236, -93.155, -0.213, 

4, 452, 226000, 28.435, 109.341,  1.093, 
5, 561, 280500, 69.483, -104.481,  1.074, 

4, 451, 225500, 29.584, 109.469,  1.091, 
5, 560, 280000, 69.392, -104.157,  1.089, 

4, 451, 225500, 28.921, 99.055, -0.257, 
5, 560, 280000, 70.640, -94.002, -0.285, 

4, 451, 225500, 30.231, 97.180, -0.418, 
5, 560, 280000, 69.586, -91.990, -0.437, 

4, 451, 225500, 36.185, 103.988,  0.504, 
5, 560, 280000, 62.917, -98.116, -0.013, 

4, 451, 225500, 36.455, 98.212, -0.335, 
5, 560, 280000, 61.896, -91.888,  0.212, 

4, 450, 225000, 29.098, 109.348,  1.116, 
5, 559, 279500, 69.388, -104.153,  1.122, 

4, 450, 225000, 28.928, 99.017, -0.369, 
5, 559, 279500, 70.598, -94.079, -0.292, 

4, 450, 225000, 30.252, 96.877, -0.353, 
5, 559, 279500, 69.540, -91.795, -0.510, 

4, 450, 225000, 36.151, 103.995,  0.207, 
5, 559, 279500, 62.908, -98.135,  0.090, 

4, 450, 225000, 36.464, 97.635, -0.476, 
5, 559, 279500, 63.257, -92.182, -0.271, 

4, 449, 224500, 28.909, 99.020, -0.373, 
5, 558, 279000, 70.632, -94.058, -0.302, 

4, 449, 224500, 30.241, 96.686, -0.296, 
5, 558, 279000, 69.540, -91.760, -0.428, 

4, 449, 224500, 36.498, 96.948, -0.319, 
5, 558, 279000, 63.277, -91.835, -0.278, 

4, 449, 224500, 36.032, 104.042,  0.419, 
5, 558, 279000, 62.998, -98.160,  0.300, 

4, 449, 224500, 27.523, 108.856,  1.161, 
5, 558, 279000, 69.442, -104.136,  1.023, 

4, 448, 224000, 28.957, 109.675,  1.228, 
5, 557, 278500, 68.231, -105.311,  1.123, 

4, 448, 224000, 28.890, 98.981, -0.300, 
5, 557, 278500, 70.647, -93.985, -0.212, 

4, 448, 224000, 37.859, 96.695,  0.238, 
5, 557, 278500, 62.017, -90.697,  0.161, 

4, 448, 224000, 36.490, 96.658, -0.384, 
5, 557, 278500, 63.383, -90.941, -0.444, 

4, 448, 224000, 36.064, 104.034,  0.640, 
5, 557, 278500, 62.928, -98.125,  0.561, 

4, 448, 224000, 30.243, 96.314, -0.299, 
5, 557, 278500, 69.566, -91.478, -0.350, 

4, 447, 223500, 29.279, 109.377,  1.243, 
5, 556, 278000, 69.571, -104.398,  1.119, 

4, 447, 223500, 28.934, 99.032, -0.309, 
5, 556, 278000, 70.627, -93.980, -0.208, 

4, 447, 223500, 29.935, 95.203, -0.067, 
5, 556, 278000, 69.589, -91.312, -0.357, 

4, 447, 223500, 29.905, 110.661,  1.158, 
5, 556, 278000, 68.327, -105.306,  0.932, 

4, 447, 223500, 36.499, 96.277, -0.450, 
5, 556, 278000, 63.384, -90.976, -0.326, 

4, 446, 223000, 29.212, 109.443,  1.111, 
5, 555, 277500, 69.028, -104.269,  1.100, 

4, 446, 223000, 28.995, 99.094, -0.219, 
5, 555, 277500, 70.604, -94.102, -0.225, 

4, 446, 223000, 37.713, 95.587,  0.219, 
5, 555, 277500, 63.370, -90.722, -0.396, 

4, 446, 223000, 30.213, 94.896, -0.189, 
5, 555, 277500, 69.647, -91.040, -0.359, 

4, 446, 223000, 30.161, 110.629,  1.197, 
5, 555, 277500, 65.788, -105.843,  0.637, 

4, 445, 222500, 29.599, 109.441,  1.281, 
5, 554, 277000, 69.305, -104.196,  1.026, 

4, 445, 222500, 30.407, 94.785, -0.447, 
5, 554, 277000, 69.631, -89.570, -0.426, 

4, 445, 222500, 36.604, 95.266, -0.518, 
5, 554, 277000, 63.413, -89.293, -0.387, 

4, 445, 222500, 28.975, 99.079, -0.343, 
5, 554, 277000, 70.593, -94.024, -0.232, 

4, 444, 222000, 28.589, 108.878,  1.324, 
5, 553, 276500, 68.953, -104.287,  1.174, 

4, 444, 222000, 30.436, 94.532, -0.375, 
5, 553, 276500, 69.608, -89.379, -0.419, 

4, 444, 222000, 37.699, 95.273,  0.294, 
5, 553, 276500, 62.350, -89.178,  0.234, 

4, 444, 222000, 36.574, 94.587, -0.435, 
5, 553, 276500, 63.427, -89.316, -0.387, 

4, 444, 222000, 28.860, 98.932, -0.229, 
5, 553, 276500, 70.645, -93.958, -0.247, 

4, 443, 221500, 29.084, 109.372,  1.355, 
5, 552, 276000, 69.308, -104.300,  0.807, 

4, 443, 221500, 30.129, 95.942, -0.290, 
5, 552, 276000, 69.597, -89.365, -0.501, 

4, 443, 221500, 37.707, 95.210,  0.220, 
5, 552, 276000, 62.353, -89.168,  0.106, 

4, 443, 221500, 36.574, 94.393, -0.433, 
5, 552, 276000, 63.504, -88.817, -0.440, 

4, 443, 221500, 27.360, 108.867,  1.098, 
5, 552, 276000, 70.805, -104.005,  0.812, 

4, 442, 221000, 30.462, 94.255, -0.452, 
5, 551, 275500, 69.632, -89.141, -0.423, 

4, 442, 221000, 28.953, 109.282,  1.384, 
5, 551, 275500, 69.280, -104.199,  0.979, 

4, 442, 221000, 37.675, 95.224,  0.381, 
5, 551, 275500, 62.339, -89.054,  0.153, 

4, 441, 220500, 27.162, 108.739,  1.015, 
5, 550, 275000, 69.416, -104.262,  1.450, 

4, 441, 220500, 30.475, 94.169, -0.462, 
5, 550, 275000, 69.658, -89.071, -0.433, 

4, 441, 220500, 36.518, 93.949, -0.500, 
5, 550, 275000, 63.716, -87.897, -0.603, 

4, 441, 220500, 21.544, 92.822,  1.051, 
5, 550, 275000, 78.656, -88.940,  1.090, 

4, 441, 220500, 30.076, 95.806, -0.327, 
5, 550, 275000, 70.082, -90.094, -0.163, 

4, 441, 220500, 36.593, 95.095, -0.409, 
5, 550, 275000, 62.353, -89.050,  0.159, 

4, 440, 220000, 28.228, 109.046,  1.451, 
5, 549, 274500, 69.880, -103.934,  1.447, 

4, 440, 220000, 36.536, 93.912, -0.516, 
5, 549, 274500, 63.694, -87.989, -0.555, 

4, 440, 220000, 30.026, 93.543, -0.071, 
5, 549, 274500, 69.701, -88.881, -0.439, 

4, 440, 220000, 21.577, 92.414,  1.049, 
5, 549, 274500, 78.695, -88.589,  1.090, 

4, 439, 219500, 28.606, 109.102,  1.206, 
5, 548, 274000, 69.784, -103.912,  1.493, 

4, 439, 219500, 45.167, 93.245,  0.151, 
5, 548, 274000, 55.258, -86.015, -0.022, 

4, 439, 219500, 30.026, 93.545, -0.069, 
5, 548, 274000, 69.692, -88.868, -0.448, 

4, 438, 219000, 30.921, 92.077, -0.264, 
5, 547, 273500, 69.532, -87.122, -0.247, 

4, 438, 219000, 37.709, 95.215,  0.261, 
5, 547, 273500, 63.685, -87.868, -0.539, 

4, 438, 219000, 45.150, 93.252,  0.602, 
5, 547, 273500, 55.255, -85.870,  0.311, 

4, 438, 219000, 30.002, 93.518, -0.075, 
5, 547, 273500, 69.742, -88.751, -0.385, 

4, 438, 219000, 27.026, 108.624,  1.238, 
5, 547, 273500, 70.468, -104.086,  1.538, 

4, 437, 218500, 30.942, 91.940, -0.263, 
5, 546, 273000, 69.486, -87.035, -0.244, 

4, 437, 218500, 28.119, 109.019,  1.569, 
5, 546, 273000, 71.002, -103.833,  1.258, 

4, 437, 218500, 37.728, 95.179,  0.277, 
5, 546, 273000, 62.309, -89.052,  0.334, 

4, 437, 218500, 30.384, 93.765, -0.375, 
5, 546, 273000, 69.711, -88.768, -0.402, 

4, 437, 218500, 43.420, 91.600, -0.187, 
5, 546, 273000, 57.118, -84.987, -0.348, 

4, 436, 218000, 28.183, 108.953,  1.595, 
5, 545, 272500, 69.189, -104.174,  1.282, 

4, 436, 218000, 37.706, 95.219,  0.388, 
5, 545, 272500, 62.312, -89.014,  0.345, 

4, 436, 218000, 30.383, 93.762, -0.386, 
5, 545, 272500, 69.694, -88.813, -0.414, 

4, 436, 218000, 30.954, 91.477, -0.264, 
5, 545, 272500, 69.489, -86.790, -0.246, 

4, 436, 218000, 36.637, 93.753, -0.357, 
5, 545, 272500, 63.640, -87.765, -0.474, 

4, 435, 217500, 28.706, 109.127,  1.315, 
5, 544, 272000, 69.433, -104.030,  1.413, 

