count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -0.427, -0.033,  0.000,  0.000, -0.000,  0.053, 
2, 1000, -0.419, -0.032,  0.000,  0.000, -0.000,  0.058, 
3, 1500, -0.412, -0.031,  0.000,  0.000, -0.000,  0.058, 
4, 2000, -0.407, -0.031,  0.000,  0.000, -0.000,  0.056, 
5, 2500, -0.403, -0.031,  0.000,  0.000, -0.000,  0.057, 
6, 3000, -0.309, -0.025,  0.000,  0.000, -0.000,  0.063, 
7, 3500, -0.072, -0.009,  0.000,  0.000, -0.000,  0.061, 
8, 4000,  0.212,  0.000,  0.000,  0.000, -0.000,  0.038, 
9, 4500,  0.545,  0.005,  0.000,  0.000, -0.000,  0.012, 
10, 5000,  0.980, -0.003,  0.000,  0.000,  0.000, -0.018, 
11, 5500,  1.468, -0.026,  0.000,  0.000,  0.000, -0.047, 
12, 6000,  1.962, -0.054,  0.000,  0.000,  0.000, -0.060, 
13, 6500,  2.455, -0.100,  0.000,  0.000,  0.000, -0.098, 
14, 7000,  2.946, -0.171,  0.000,  0.000,  0.000, -0.156, 
15, 7500,  3.434, -0.262,  0.000,  0.000,  0.000, -0.180, 
16, 8000,  3.931, -0.335,  0.000,  0.000,  0.000, -0.133, 
17, 8500,  4.425, -0.373,  0.000,  0.000,  0.000, -0.026, 
18, 9000,  4.923, -0.386,  0.000,  0.000,  0.000, -0.038, 
19, 9500,  5.423, -0.426,  0.000,  0.000,  0.000, -0.098, 
20, 10000,  5.920, -0.489,  0.000,  0.000,  0.000, -0.130, 
21, 10500,  6.410, -0.577,  0.000,  0.000,  0.000, -0.191, 
22, 11000,  6.902, -0.662,  0.000,  0.000,  0.000, -0.167, 
23, 11500,  7.400, -0.727,  0.000,  0.000,  0.000, -0.136, 
24, 12000,  7.899, -0.790,  0.000,  0.000,  0.000, -0.127, 
25, 12500,  8.396, -0.862,  0.000,  0.000,  0.000, -0.152, 
26, 13000,  8.896, -0.925,  0.000,  0.000,  0.000, -0.127, 
27, 13500,  9.398, -0.962,  0.000,  0.000,  0.000, -0.091, 
28, 14000,  9.904, -0.984,  0.000,  0.000,  0.000, -0.053, 
29, 14500, 10.407, -1.021,  0.000,  0.000,  0.000, -0.097, 
30, 15000, 10.910, -1.065,  0.000,  0.000,  0.000, -0.083, 
31, 15500, 11.416, -1.108,  0.000,  0.000,  0.000, -0.080, 
32, 16000, 11.921, -1.134,  0.000,  0.000,  0.000, -0.055, 
