count, time, abs_prox_x, abs_prox_y, abs_prox_z, 

2, 1000, -0.124,  0.442, -0.001, 
2, 1000,  0.307, -2.300, -0.043, 
2, 1000, -0.253,  0.440,  0.022, 
2, 1000,  3.891, -3.003,  0.439, 
2, 1000,  2.722, -3.900, -0.274, 
2, 1000,  0.387,  1.746,  0.055, 
2, 1000,  2.315, -4.235,  0.063, 
2, 1000,  2.682, -4.014,  0.375, 
2, 1000,  1.786, -4.460,  0.297, 
2, 1000,  0.393,  1.691, -0.321, 
2, 1000, -0.220, -5.407,  0.212, 
2, 1000,  1.773, -4.547, -0.092, 
2, 1000,  4.405, -2.776,  0.375, 

3, 1500, -0.178,  0.443, -0.081, 
3, 1500,  0.340, -2.251,  0.062, 
3, 1500, -0.238,  0.194, -0.166, 
3, 1500,  3.867, -3.011,  0.352, 
3, 1500,  2.671, -3.744, -0.265, 
3, 1500,  0.395,  1.628, -0.311, 
3, 1500,  2.445, -3.956,  0.361, 
3, 1500,  1.888, -4.354,  0.247, 
3, 1500,  1.314, -4.544, -0.009, 
3, 1500,  3.162, -3.447,  0.062, 
3, 1500,  6.614,  7.052,  0.397, 
3, 1500, 13.572,  5.643,  1.049, 
3, 1500, 15.578, 19.460,  1.007, 

4, 2000, -0.180,  0.392, -0.125, 
4, 2000,  0.339, -2.257,  0.029, 
4, 2000, -0.244,  0.153, -0.145, 
4, 2000,  3.830, -2.997,  0.349, 
4, 2000,  2.671, -3.850, -0.175, 
4, 2000,  2.408, -3.895,  0.240, 
4, 2000,  1.862, -4.240,  0.129, 
4, 2000,  3.169, -3.460,  0.062, 
4, 2000, 13.545,  5.567,  1.300, 
4, 2000, -0.238,  0.364, -0.037, 
4, 2000, -0.626, -5.316, -0.099, 

5, 2500, -0.244,  0.326, -0.017, 
5, 2500,  0.341, -2.289,  0.117, 
5, 2500, -0.235,  0.184, -0.161, 
5, 2500,  3.915, -2.940,  0.201, 
5, 2500,  2.754, -3.773, -0.269, 
5, 2500,  2.406, -3.925,  0.404, 
5, 2500,  1.866, -4.258,  0.186, 
5, 2500,  3.189, -3.467,  0.062, 
5, 2500, 13.616,  5.596,  1.307, 
5, 2500, -0.355, -5.321,  0.323, 
5, 2500, -0.069,  0.459,  0.008, 
5, 2500,  0.509,  1.659,  0.054, 
5, 2500,  5.177,  1.206, -0.206, 

6, 3000, -0.243,  0.320, -0.025, 
6, 3000,  0.347, -2.295, -0.005, 
6, 3000,  3.181, -3.486,  0.134, 
6, 3000,  2.715, -3.822, -0.270, 
6, 3000,  2.395, -3.925,  0.403, 
6, 3000,  1.884, -4.377,  0.247, 
6, 3000, 13.593,  5.619,  1.155, 
6, 3000, -0.333, -5.283,  0.269, 
6, 3000,  0.489,  1.677, -0.111, 
6, 3000,  5.231,  0.961, -0.206, 
6, 3000, -0.188,  0.220, -0.190, 
6, 3000, 12.143, 19.520,  1.208, 
6, 3000,  3.856, -3.016,  0.351, 

7, 3500, -0.250,  0.370, -0.009, 
7, 3500,  0.324, -2.296,  0.090, 
7, 3500,  3.156, -3.625, -0.093, 
7, 3500,  2.490, -3.923,  0.328, 
7, 3500, 13.546,  5.535,  1.299, 
7, 3500, -0.329, -5.308,  0.270, 
7, 3500,  0.439,  1.751,  0.174, 
7, 3500,  5.184,  0.403,  0.218, 
7, 3500, 12.143, 19.520,  1.208, 
7, 3500,  3.491, -3.290,  0.137, 
7, 3500,  0.371, -4.830, -0.090, 
7, 3500,  0.362,  1.784, -0.285, 
7, 3500, 14.736, 12.021,  1.681, 

8, 4000, -0.243,  0.355, -0.027, 
8, 4000,  0.318, -2.280,  0.029, 
8, 4000,  3.174, -3.637, -0.093, 
8, 4000,  2.456, -3.972,  0.363, 
8, 4000, 13.596,  5.555,  1.304, 
8, 4000, -0.334, -5.318,  0.271, 
8, 4000,  0.305,  1.596,  0.157, 
8, 4000,  5.141,  0.069,  0.469, 
8, 4000, 12.174, 19.525,  0.930, 
8, 4000,  0.371, -4.836, -0.090, 
8, 4000, 14.905, 12.059,  1.362, 
8, 4000, -0.141,  0.493, -0.023, 
8, 4000,  3.832, -3.004,  0.385, 

9, 4500, -0.255,  0.429, -0.054, 
9, 4500,  0.307, -2.292,  0.139, 
9, 4500,  3.180, -3.484,  0.134, 
9, 4500,  2.499, -3.991,  0.413, 
9, 4500, 13.651,  5.659,  1.161, 
9, 4500, -0.364, -5.284,  0.321, 
9, 4500,  0.379,  1.553,  0.111, 
9, 4500,  5.476,  0.809,  0.301, 
9, 4500, 12.120, 19.571,  1.210, 
9, 4500,  0.274,  1.605, -0.389, 
9, 4500,  2.717, -3.764, -0.268, 

10, 5000, -0.220,  0.460, -0.033, 
10, 5000,  0.316, -2.291,  0.195, 
10, 5000,  3.150, -3.463,  0.133, 
10, 5000,  2.472, -3.972,  0.411, 
10, 5000, 13.669,  5.649,  1.162, 
10, 5000, -0.433, -5.322,  0.365, 
10, 5000,  0.269,  1.476, -0.202, 
10, 5000,  5.398,  0.480,  0.227, 
10, 5000, 12.088, 19.520,  1.440, 
10, 5000,  2.794, -3.792, -0.010, 

11, 5500,  0.250,  1.475, -0.280, 
11, 5500,  0.332, -2.276,  0.116, 
11, 5500,  3.160, -3.459,  0.133, 
11, 5500,  2.550, -3.983,  0.415, 
11, 5500, 13.678,  5.653,  1.162, 
11, 5500, -0.382, -5.356,  0.367, 
11, 5500,  5.379,  0.432,  0.158, 
11, 5500,  2.679, -3.777, -0.267, 
11, 5500, -0.272,  0.885, -0.508, 

12, 6000,  0.371,  1.572, -0.389, 
12, 6000,  0.325, -2.292,  0.173, 
12, 6000,  3.155, -3.481,  0.134, 
12, 6000,  2.435, -3.926,  0.405, 
12, 6000, 13.609,  5.673,  1.309, 
12, 6000, -0.637, -5.324, -0.010, 
12, 6000,  3.937, -3.005,  0.264, 
12, 6000,  0.326, -2.303, -0.043, 
12, 6000,  2.673, -3.771, -0.173, 
12, 6000, 14.989, 12.025,  1.503, 

13, 6500,  0.511,  1.639,  0.054, 
13, 6500,  0.329, -2.289,  0.139, 
13, 6500,  2.590, -3.965,  0.416, 
13, 6500, 13.672,  5.618,  1.161, 
13, 6500, -0.444, -5.335,  0.403, 
13, 6500,  3.499, -3.318,  0.197, 
13, 6500,  2.671, -3.775, -0.173, 
13, 6500,  5.553,  0.761,  0.305, 

14, 7000,  0.383,  1.547, -0.137, 
14, 7000,  0.333, -2.296,  0.117, 
14, 7000,  2.428, -3.908,  0.404, 
14, 7000, 13.672,  5.634,  1.161, 
14, 7000, -0.444, -5.328,  0.402, 
14, 7000,  3.184, -3.496,  0.135, 
14, 7000,  2.694, -3.897, -0.177, 
14, 7000,  5.686,  0.739,  0.372, 
14, 7000,  4.222, -2.872, -0.100, 
14, 7000,  0.369,  1.561,  0.093, 
14, 7000,  6.581,  7.045,  0.694, 
14, 7000, 12.140, 19.515,  1.628, 
14, 7000, 19.595, 13.254,  1.245, 

15, 7500,  0.345,  1.540, -0.212, 
15, 7500,  0.317, -2.314,  0.090, 
15, 7500,  2.303, -4.180,  0.249, 
15, 7500, -0.448, -5.306,  0.400, 
15, 7500,  3.210, -3.535,  0.136, 
15, 7500,  5.632,  0.636, -0.112, 
15, 7500,  3.475, -3.303,  0.196, 
15, 7500,  0.290, -4.879, -0.010, 
15, 7500,  1.869, -4.245,  0.325, 

16, 8000,  0.426,  1.707, -0.326, 
16, 8000,  0.311, -2.311,  0.158, 
16, 8000,  2.404, -3.922,  0.357, 
16, 8000, -0.345, -5.351,  0.272, 
16, 8000,  3.172, -3.478,  0.062, 
16, 8000,  5.612,  0.860,  0.309, 
16, 8000,  0.566, -4.850, -0.010, 
16, 8000,  1.854, -4.308,  0.244, 
16, 8000, 13.651,  5.544,  1.308, 

17, 8500,  0.481,  1.794, -0.343, 
17, 8500,  0.316, -2.294,  0.090, 
17, 8500,  2.433, -3.972,  0.361, 
17, 8500, -0.432, -5.302,  0.322, 
17, 8500,  3.215, -3.534,  0.063, 
17, 8500,  5.560,  0.840,  0.365, 
17, 8500,  1.848, -4.285,  0.242, 
17, 8500, 13.644,  5.590,  1.158, 
17, 8500,  0.621,  1.822,  0.132, 
17, 8500,  3.925, -2.967,  0.262, 
17, 8500,  0.087,  1.959, -0.162, 
17, 8500,  6.626,  7.050,  0.517, 
17, 8500,  2.671, -3.791, -0.267, 

18, 9000,  0.473,  1.716, -0.238, 
18, 9000,  0.305, -2.306,  0.117, 
18, 9000,  2.385, -3.903,  0.355, 
18, 9000, -0.457, -5.275,  0.268, 
18, 9000,  3.239, -3.544,  0.254, 
18, 9000,  5.550,  0.820,  0.452, 
18, 9000,  3.949, -2.928,  0.262, 
18, 9000,  2.688, -3.737, -0.265, 
18, 9000, 12.197, 19.474,  1.208, 

19, 9500,  0.499,  1.695, -0.193, 
19, 9500,  0.323, -2.301,  0.158, 
19, 9500,  2.398, -3.963,  0.406, 
19, 9500, -0.633, -5.343, -0.010, 
19, 9500,  3.213, -3.572,  0.303, 
19, 9500,  5.639,  0.601, -0.112, 
19, 9500,  3.486, -3.319,  0.196, 
19, 9500,  2.639, -3.942, -0.010, 
19, 9500,  0.023,  2.002,  0.086, 
19, 9500,  0.298, -2.312, -0.222, 
19, 9500,  1.884, -4.274,  0.289, 

20, 10000,  0.360,  1.724,  0.120, 
20, 10000,  0.301, -2.288,  0.139, 
20, 10000,  2.376, -3.922,  0.402, 
20, 10000, -0.634, -5.353, -0.010, 
20, 10000,  3.440, -3.279,  0.194, 
20, 10000,  5.634,  0.648,  0.415, 
20, 10000,  2.667, -3.877, -0.176, 
20, 10000,  1.854, -4.317,  0.291, 
20, 10000,  6.602,  7.053,  0.615, 
20, 10000,  3.333, -3.485, -0.182, 
20, 10000,  4.171, -2.852, -0.099, 
20, 10000, 13.674,  5.603,  1.161, 
20, 10000, -0.445, -5.362,  0.368, 

21, 10500,  0.319,  1.525,  0.122, 
21, 10500,  0.317, -2.297,  0.117, 
21, 10500,  2.379, -3.926,  0.403, 
21, 10500, -0.633, -5.348, -0.010, 
21, 10500,  3.173, -3.506,  0.062, 
21, 10500,  5.613,  0.717,  0.367, 
21, 10500,  2.666, -3.791, -0.267, 
21, 10500,  1.853, -4.316,  0.291, 
21, 10500,  0.344, -2.276, -0.127, 
21, 10500, 12.231, 19.485,  0.930, 

22, 11000,  0.226,  1.502,  0.068, 
22, 11000,  0.325, -2.299, -0.128, 
22, 11000,  2.379, -3.926,  0.403, 
22, 11000, -0.435, -5.359,  0.273, 
22, 11000,  3.179, -3.498,  0.134, 
22, 11000,  5.607,  0.841,  0.415, 
22, 11000,  2.660, -3.777, -0.266, 
22, 11000,  1.852, -4.303,  0.290, 
22, 11000, 12.162, 19.505,  1.441, 
22, 11000, 13.660,  5.532,  1.309, 
22, 11000,  4.201, -2.828, -0.099, 

23, 11500,  0.246,  1.479, -0.095, 
23, 11500,  0.317, -2.306,  0.117, 
23, 11500,  2.348, -3.899,  0.399, 
23, 11500, -0.632, -5.328, -0.010, 
23, 11500,  3.177, -3.503,  0.135, 
23, 11500,  5.661,  0.954,  0.463, 
23, 11500,  2.657, -3.780, -0.266, 
23, 11500,  1.826, -4.273,  0.288, 
23, 11500, 13.631,  5.650,  1.310, 
23, 11500,  4.189, -2.833, -0.099, 
23, 11500, 15.675, 19.220,  1.304, 

24, 12000,  0.342,  1.532, -0.100, 
24, 12000,  0.314, -2.293,  0.117, 
24, 12000,  2.347, -3.897,  0.399, 
