count, time, abs_prox_x, abs_prox_y, abs_prox_z, 














15, 7500,  0.115,  1.953,  0.171, 
15, 7500,  5.580, -5.609,  0.610, 
15, 7500, -0.156, -2.257, -0.433, 
15, 7500,  4.296, -2.882,  0.269, 
15, 7500,  6.748, -0.432,  0.088, 
15, 7500,  0.194, -2.894,  0.116, 
15, 7500,  8.195, -10.076,  1.133, 

16, 8000,  0.235,  1.876,  0.117, 
16, 8000,  5.701, -5.550,  0.694, 
16, 8000,  4.262, -2.823,  0.205, 
16, 8000,  6.704, -0.463, -0.128, 
16, 8000,  0.533, -2.688, -0.005, 
16, 8000,  0.040, -2.249, -0.271, 
16, 8000,  0.234,  1.864, -0.145, 
16, 8000, -0.031,  1.898,  0.166, 
16, 8000,  8.189,  3.443,  0.356, 
16, 8000,  5.172, -12.207,  0.531, 
16, 8000,  6.970, -9.424,  0.904, 

17, 8500,  0.230,  1.864,  0.075, 
17, 8500,  6.396, -5.279,  0.332, 
17, 8500,  4.429, -2.740,  0.208, 
17, 8500,  6.754, -0.426,  0.190, 
17, 8500,  0.706, -2.205,  0.093, 
17, 8500,  0.037, -2.229, -0.373, 
17, 8500,  0.233,  1.873, -0.186, 
17, 8500, -0.157,  1.909,  0.148, 
17, 8500,  0.985, -2.132,  0.066, 
17, 8500,  6.952, -9.400,  0.902, 
17, 8500,  0.535, -2.218, -0.436, 
17, 8500,  5.922,  3.647,  0.195, 

18, 9000,  0.234,  1.878, -0.036, 
18, 9000,  4.433, -2.911, -0.101, 
18, 9000,  6.697, -0.483, -0.013, 
18, 9000,  0.560, -1.540, -0.003, 
18, 9000,  0.038, -2.242, -0.321, 
18, 9000, -0.124,  1.922, -0.149, 
18, 9000,  6.948, -9.394,  0.901, 
18, 9000,  0.376, -1.638, -0.240, 
18, 9000,  5.926,  3.657,  0.091, 
18, 9000,  4.498, -2.915,  0.279, 

19, 9500,  0.170,  1.871,  0.024, 
19, 9500,  4.639, -2.980, -0.105, 
19, 9500,  6.642, -0.419,  0.087, 
19, 9500,  0.290, -1.360, -0.079, 
19, 9500, -0.003, -1.391,  0.072, 
19, 9500,  7.008, -9.495,  0.910, 
19, 9500,  5.937,  3.648, -0.014, 
19, 9500,  4.607, -2.998,  0.286, 
19, 9500,  0.154, -1.373, -0.003, 
19, 9500,  0.232,  1.867, -0.185, 
19, 9500,  8.607, -3.093,  0.256, 

20, 10000,  0.200,  1.865,  0.145, 
20, 10000,  4.716, -2.976,  0.072, 
20, 10000,  6.698, -0.571,  0.087, 
20, 10000,  0.038, -2.246, -0.376, 
20, 10000,  6.970, -9.425,  0.904, 
20, 10000,  5.957,  3.603, -0.132, 
20, 10000,  5.084, -11.931,  1.131, 
20, 10000,  3.569, -12.906,  0.697, 
20, 10000,  5.363, -4.996,  0.293, 
20, 10000,  2.532, -12.252,  1.091, 

21, 10500,  0.278,  1.860,  0.024, 
21, 10500,  5.004, -2.766,  0.355, 
21, 10500,  6.982, -0.655,  0.090, 
21, 10500,  0.082, -2.284, -0.383, 
21, 10500,  4.401, -5.726,  0.294, 
21, 10500,  5.902,  3.726, -0.014, 
