count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 500, -0.137,  0.355,  0.000,  0.000, -0.000,  0.010, 
2, 1000, -0.129,  0.356,  0.000,  0.000, -0.000,  0.015, 
3, 1500, -0.122,  0.356,  0.000,  0.000, -0.000,  0.014, 
4, 2000, -0.117,  0.356,  0.000,  0.000, -0.000,  0.011, 
5, 2500, -0.113,  0.356,  0.000,  0.000, -0.000,  0.011, 
6, 3000, -0.019,  0.358,  0.000,  0.000, -0.000,  0.017, 
7, 3500,  0.219,  0.362,  0.000,  0.000, -0.000,  0.014, 
8, 4000,  0.504,  0.358,  0.000,  0.000,  0.000, -0.010, 
9, 4500,  0.839,  0.347,  0.000,  0.000,  0.000, -0.039, 
10, 5000,  1.279,  0.316,  0.000,  0.000,  0.000, -0.079, 
11, 5500,  1.770,  0.263,  0.000,  0.000,  0.000, -0.116, 
12, 6000,  2.266,  0.200,  0.000,  0.000,  0.000, -0.130, 
13, 6500,  2.757,  0.120,  0.000,  0.000,  0.000, -0.166, 
14, 7000,  3.242,  0.015,  0.000,  0.000,  0.000, -0.219, 
15, 7500,  3.722, -0.106,  0.000,  0.000,  0.000, -0.242, 
16, 8000,  4.215, -0.210,  0.000,  0.000,  0.000, -0.202, 
17, 8500,  4.704, -0.282,  0.000,  0.000,  0.000, -0.131, 
18, 9000,  5.195, -0.346,  0.000,  0.000,  0.000, -0.142, 
19, 9500,  5.683, -0.437,  0.000,  0.000,  0.000, -0.193, 
20, 10000,  6.170, -0.547,  0.000,  0.000,  0.000, -0.221, 
21, 10500,  6.648, -0.678,  0.000,  0.000,  0.000, -0.266, 
22, 11000,  7.132, -0.800,  0.000,  0.000,  0.000, -0.237, 
23, 11500,  7.622, -0.899,  0.000,  0.000,  0.000, -0.194, 
24, 12000,  8.115, -0.990,  0.000,  0.000,  0.000, -0.183, 
25, 12500,  8.604, -1.089,  0.000,  0.000,  0.000, -0.204, 
26, 13000,  9.097, -1.177,  0.000,  0.000,  0.000, -0.170, 
27, 13500,  9.594, -1.236,  0.000,  0.000,  0.000, -0.095, 
28, 14000, 10.095, -1.259,  0.000,  0.000,  0.000, -0.038, 
29, 14500, 10.595, -1.288,  0.000,  0.000,  0.000, -0.071, 
30, 15000, 11.093, -1.319,  0.000,  0.000,  0.000, -0.054, 
31, 15500, 11.592, -1.347,  0.000,  0.000,  0.000, -0.050, 
32, 16000, 12.093, -1.357,  0.000,  0.000,  0.000, -0.018, 
33, 16500, 12.590, -1.362,  0.000,  0.000, -0.000,  0.000, 
34, 17000, 13.088, -1.349,  0.000,  0.000, -0.000,  0.032, 
35, 17500, 13.584, -1.318,  0.000,  0.000, -0.000,  0.071, 
36, 18000, 14.083, -1.283,  0.000,  0.000, -0.000,  0.076, 
37, 18500, 14.577, -1.222,  0.000,  0.000, -0.000,  0.151, 
38, 19000, 15.068, -1.126,  0.000,  0.000, -0.000,  0.215, 
39, 19500, 15.552, -1.003,  0.000,  0.000, -0.000,  0.268, 
40, 20000, 16.024, -0.836,  0.000,  0.000, -0.000,  0.366, 
41, 20500, 16.491, -0.650,  0.000,  0.000, -0.000,  0.390, 
42, 21000, 16.948, -0.438,  0.000,  0.000, -0.000,  0.451, 
43, 21500, 17.390, -0.202,  0.000,  0.000, -0.000,  0.509, 
44, 22000, 17.819,  0.058,  0.000,  0.000, -0.000,  0.555, 
45, 22500, 18.230,  0.343,  0.000,  0.000, -0.000,  0.629, 
46, 23000, 18.622,  0.654,  0.000,  0.000, -0.000,  0.682, 
47, 23500, 19.008,  0.974,  0.000,  0.000, -0.000,  0.703, 
48, 24000, 19.398,  1.289,  0.000,  0.000, -0.000,  0.671, 
49, 24500, 19.787,  1.597,  0.000,  0.000, -0.000,  0.691, 
50, 25000, 20.148,  1.924,  0.000,  0.000, -0.000,  0.763, 
51, 25500, 20.475,  2.301,  0.000,  0.000, -0.000,  0.891, 
52, 26000, 20.756,  2.714,  0.000,  0.000, -0.000,  1.010, 
53, 26500, 21.001,  3.152,  0.000,  0.000, -0.000,  1.070, 
54, 27000, 21.231,  3.597,  0.000,  0.000, -0.000,  1.093, 
55, 27500, 21.464,  4.041,  0.000,  0.000, -0.000,  1.091, 
56, 28000, 21.683,  4.491,  0.000,  0.000, -0.000,  1.127, 
57, 28500, 21.889,  4.949,  0.000,  0.000, -0.000,  1.155, 
58, 29000, 22.087,  5.411,  0.000,  0.000, -0.000,  1.165, 
59, 29500, 22.286,  5.874,  0.000,  0.000, -0.000,  1.171, 
60, 30000, 22.477,  6.334,  0.000,  0.000, -0.000,  1.187, 
61, 30500, 22.642,  6.805,  0.000,  0.000, -0.000,  1.239, 
62, 31000, 22.804,  7.277,  0.000,  0.000, -0.000,  1.238, 
63, 31500, 22.968,  7.746,  0.000,  0.000, -0.000,  1.231, 
64, 32000, 23.156,  8.203,  0.000,  0.000, -0.000,  1.181, 
65, 32500, 23.367,  8.642,  0.000,  0.000, -0.000,  1.133, 
66, 33000, 23.555,  9.090,  0.000,  0.000, -0.000,  1.200, 
67, 33500, 23.718,  9.549,  0.000,  0.000, -0.000,  1.224, 
68, 34000, 23.898, 10.007,  0.000,  0.000, -0.000,  1.196, 
69, 34500, 24.068, 10.472,  0.000,  0.000, -0.000,  1.225, 
70, 35000, 24.219, 10.942,  0.000,  0.000, -0.000,  1.258, 
71, 35500, 24.384, 11.404,  0.000,  0.000, -0.000,  1.219, 
72, 36000, 24.567, 11.861,  0.000,  0.000, -0.000,  1.186, 
73, 36500, 24.760, 12.314,  0.000,  0.000, -0.000,  1.172, 
74, 37000, 24.940, 12.775,  0.000,  0.000, -0.000,  1.200, 
75, 37500, 25.109, 13.236,  0.000,  0.000, -0.000,  1.222, 
76, 38000, 25.283, 13.700,  0.000,  0.000, -0.000,  1.206, 
77, 38500, 25.464, 14.163,  0.000,  0.000, -0.000,  1.200, 
78, 39000, 25.639, 14.626,  0.000,  0.000, -0.000,  1.209, 
79, 39500, 25.810, 15.092,  0.000,  0.000, -0.000,  1.221, 
80, 40000, 25.971, 15.561,  0.000,  0.000, -0.000,  1.240, 
81, 40500, 26.118, 16.035,  0.000,  0.000, -0.000,  1.272, 
82, 41000, 26.255, 16.513,  0.000,  0.000, -0.000,  1.299, 
83, 41500, 26.368, 16.997,  0.000,  0.000, -0.000,  1.342, 
84, 42000, 26.447, 17.489,  0.000,  0.000, -0.000,  1.408, 
85, 42500, 26.520, 17.979,  0.000,  0.000, -0.000,  1.423, 
86, 43000, 26.614, 18.468,  0.000,  0.000, -0.000,  1.366, 
87, 43500, 26.691, 18.960,  0.000,  0.000, -0.000,  1.415, 
88, 44000, 26.777, 19.452,  0.000,  0.000, -0.000,  1.399, 
89, 44500, 26.844, 19.947,  0.000,  0.000, -0.000,  1.447, 
90, 45000, 26.902, 20.442,  0.000,  0.000, -0.000,  1.458, 
91, 45500, 26.958, 20.939,  0.000,  0.000, -0.000,  1.461, 
92, 46000, 27.002, 21.434,  0.000,  0.000, -0.000,  1.493, 
93, 46500, 27.025, 21.934,  0.000,  0.000, -0.000,  1.523, 
94, 47000, 27.052, 22.433,  0.000,  0.000, -0.000,  1.514, 
95, 47500, 27.078, 22.934,  0.000,  0.000, -0.000,  1.524, 
96, 48000, 27.089, 23.434,  0.000,  0.000, -0.000,  1.552, 
97, 48500, 27.091, 23.936,  0.000,  0.000, -0.000,  1.576, 
98, 49000, 27.089, 24.433,  0.000,  0.000, -0.000,  1.566, 
99, 49500, 27.076, 24.933,  0.000,  0.000, -0.000,  1.620, 
100, 50000, 27.023, 25.431,  0.000,  0.000, -0.000,  1.679, 
101, 50500, 26.961, 25.931,  0.000,  0.000, -0.000,  1.709, 
