count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, 0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, 0.000, -0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
5, 2500, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
6, 3000, -0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, 0.105, -0.000, 0.000, 0.000, -0.000, 0.001, 
8, 4000, 0.473, 0.002, 0.000, 0.000, -0.000, 0.011, 
9, 4500, 0.845, 0.009, 0.000, 0.000, -0.000, 0.023, 
10, 5000, 1.217, 0.012, 0.000, 0.000, 0.000, -0.003, 
11, 5500, 1.596, 0.012, 0.000, 0.000, -0.000, 0.011, 
12, 6000, 1.966, 0.018, 0.000, 0.000, -0.000, 0.012, 
13, 6500, 2.345, 0.025, 0.000, 0.000, -0.000, 0.026, 
14, 7000, 2.708, 0.033, 0.000, 0.000, -0.000, 0.022, 
15, 7500, 3.086, 0.044, 0.000, 0.000, -0.000, 0.015, 
16, 8000, 3.454, 0.046, 0.000, 0.000, -0.000, 0.004, 
17, 8500, 3.827, 0.045, 0.000, 0.000, 0.000, -0.017, 
18, 9000, 4.205, 0.038, 0.000, 0.000, 0.000, -0.028, 
19, 9500, 4.578, 0.025, 0.000, 0.000, 0.000, -0.039, 
20, 10000, 4.948, 0.007, 0.000, 0.000, 0.000, -0.057, 
21, 10500, 5.323, -0.017, 0.000, 0.000, 0.000, -0.062, 
22, 11000, 5.699, -0.040, 0.000, 0.000, 0.000, -0.066, 
23, 11500, 6.081, -0.059, 0.000, 0.000, 0.000, -0.044, 
24, 12000, 6.461, -0.073, 0.000, 0.000, 0.000, -0.026, 
25, 12500, 6.846, -0.082, 0.000, 0.000, 0.000, -0.025, 
26, 13000, 7.234, -0.094, 0.000, 0.000, 0.000, -0.029, 
27, 13500, 7.612, -0.105, 0.000, 0.000, 0.000, -0.032, 
28, 14000, 7.991, -0.115, 0.000, 0.000, 0.000, -0.021, 
29, 14500, 8.379, -0.119, 0.000, 0.000, 0.000, -0.002, 
30, 15000, 8.765, -0.122, 0.000, 0.000, 0.000, -0.019, 
31, 15500, 9.147, -0.134, 0.000, 0.000, 0.000, -0.038, 
32, 16000, 9.531, -0.149, 0.000, 0.000, 0.000, -0.039, 
33, 16500, 9.918, -0.161, 0.000, 0.000, 0.000, -0.026, 
34, 17000, 10.292, -0.167, 0.000, 0.000, 0.000, -0.013, 
35, 17500, 10.680, -0.174, 0.000, 0.000, 0.000, -0.021, 
36, 18000, 11.055, -0.183, 0.000, 0.000, 0.000, -0.016, 
37, 18500, 11.426, -0.190, 0.000, 0.000, 0.000, -0.020, 
38, 19000, 11.791, -0.197, 0.000, 0.000, 0.000, -0.030, 
39, 19500, 12.155, -0.210, 0.000, 0.000, 0.000, -0.047, 
40, 20000, 12.523, -0.233, 0.000, 0.000, 0.000, -0.075, 
41, 20500, 12.887, -0.266, 0.000, 0.000, 0.000, -0.102, 
42, 21000, 13.257, -0.308, 0.000, 0.000, 0.000, -0.130, 
43, 21500, 13.627, -0.361, 0.000, 0.000, 0.000, -0.158, 
44, 22000, 13.995, -0.422, 0.000, 0.000, 0.000, -0.177, 
45, 22500, 14.364, -0.495, 0.000, 0.000, 0.000, -0.205, 
46, 23000, 14.733, -0.577, 0.000, 0.000, 0.000, -0.226, 
47, 23500, 15.099, -0.665, 0.000, 0.000, 0.000, -0.247, 
48, 24000, 15.459, -0.762, 0.000, 0.000, 0.000, -0.296, 
49, 24500, 15.811, -0.886, 0.000, 0.000, 0.000, -0.385, 
50, 25000, 16.154, -1.036, 0.000, 0.000, 0.000, -0.435, 
51, 25500, 16.484, -1.199, 0.000, 0.000, 0.000, -0.474, 
52, 26000, 16.816, -1.374, 0.000, 0.000, 0.000, -0.496, 
53, 26500, 17.139, -1.555, 0.000, 0.000, 0.000, -0.521, 
54, 27000, 17.465, -1.744, 0.000, 0.000, 0.000, -0.533, 
55, 27500, 17.784, -1.939, 0.000, 0.000, 0.000, -0.559, 
56, 28000, 18.096, -2.141, 0.000, 0.000, 0.000, -0.587, 
57, 28500, 18.408, -2.351, 0.000, 0.000, 0.000, -0.602, 
58, 29000, 18.710, -2.570, 0.000, 0.000, 0.000, -0.652, 
59, 29500, 19.007, -2.805, 0.000, 0.000, 0.000, -0.693, 
60, 30000, 19.291, -3.051, 0.000, 0.000, 0.000, -0.744, 
61, 30500, 19.559, -3.309, 0.000, 0.000, 0.000, -0.790, 
62, 31000, 19.818, -3.578, 0.000, 0.000, 0.000, -0.813, 
63, 31500, 20.070, -3.851, 0.000, 0.000, 0.000, -0.837, 
64, 32000, 20.315, -4.128, 0.000, 0.000, 0.000, -0.860, 
65, 32500, 20.552, -4.415, 0.000, 0.000, 0.000, -0.906, 
66, 33000, 20.778, -4.706, 0.000, 0.000, 0.000, -0.925, 
67, 33500, 20.998, -5.006, 0.000, 0.000, 0.000, -0.949, 
68, 34000, 21.209, -5.308, 0.000, 0.000, 0.000, -0.968, 
69, 34500, 21.416, -5.617, 0.000, 0.000, 0.000, -0.993, 
70, 35000, 21.614, -5.930, 0.000, 0.000, 0.000, -1.023, 
71, 35500, 21.805, -6.251, 0.000, 0.000, 0.000, -1.045, 
