count, time, location_odometry_pos_x, location_odometry_pos_y, location_odometry_pos_z, location_odometry_roll, location_odometry_pitch, location_odometry_yaw, 
1, 500, 0.000, 0.000, 0.000, 0.000, -0.000, 0.000, 
2, 1000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
3, 1500, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000, 
4, 2000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.001, 
5, 2500, 0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
6, 3000, -0.000, -0.000, 0.000, 0.000, 0.000, -0.001, 
7, 3500, 0.006, -0.000, 0.000, 0.000, 0.000, -0.001, 
8, 4000, 0.220, -0.003, 0.000, 0.000, 0.000, -0.022, 
9, 4500, 0.592, -0.011, 0.000, 0.000, 0.000, -0.026, 
10, 5000, 0.967, -0.025, 0.000, 0.000, 0.000, -0.043, 
11, 5500, 1.348, -0.046, 0.000, 0.000, 0.000, -0.048, 
12, 6000, 1.729, -0.057, 0.000, 0.000, 0.000, -0.017, 
13, 6500, 2.115, -0.060, 0.000, 0.000, 0.000, -0.004, 
14, 7000, 2.486, -0.061, 0.000, 0.000, -0.000, 0.006, 
15, 7500, 2.867, -0.057, 0.000, 0.000, -0.000, 0.019, 
16, 8000, 3.257, -0.051, 0.000, 0.000, -0.000, 0.016, 
17, 8500, 3.628, -0.046, 0.000, 0.000, -0.000, 0.016, 
18, 9000, 4.007, -0.040, 0.000, 0.000, -0.000, 0.018, 
19, 9500, 4.388, -0.031, 0.000, 0.000, -0.000, 0.031, 
20, 10000, 4.770, -0.023, 0.000, 0.000, -0.000, 0.004, 
21, 10500, 5.150, -0.028, 0.000, 0.000, 0.000, -0.027, 
22, 11000, 5.531, -0.038, 0.000, 0.000, 0.000, -0.023, 
23, 11500, 5.912, -0.048, 0.000, 0.000, 0.000, -0.028, 
24, 12000, 6.289, -0.059, 0.000, 0.000, 0.000, -0.030, 
25, 12500, 6.668, -0.071, 0.000, 0.000, 0.000, -0.031, 
26, 13000, 7.046, -0.084, 0.000, 0.000, 0.000, -0.036, 
27, 13500, 7.425, -0.096, 0.000, 0.000, 0.000, -0.030, 
28, 14000, 7.805, -0.109, 0.000, 0.000, 0.000, -0.039, 
29, 14500, 8.185, -0.125, 0.000, 0.000, 0.000, -0.041, 
30, 15000, 8.566, -0.138, 0.000, 0.000, 0.000, -0.025, 
31, 15500, 8.944, -0.149, 0.000, 0.000, 0.000, -0.031, 
32, 16000, 9.323, -0.160, 0.000, 0.000, 0.000, -0.028, 
33, 16500, 9.700, -0.171, 0.000, 0.000, 0.000, -0.023, 
34, 17000, 10.077, -0.176, 0.000, 0.000, 0.000, -0.005, 
35, 17500, 10.455, -0.179, 0.000, 0.000, 0.000, -0.006, 
36, 18000, 10.835, -0.180, 0.000, 0.000, 0.000, -0.010, 
37, 18500, 11.213, -0.186, 0.000, 0.000, 0.000, -0.023, 
38, 19000, 11.594, -0.194, 0.000, 0.000, 0.000, -0.009, 
39, 19500, 11.969, -0.198, 0.000, 0.000, 0.000, -0.009, 
40, 20000, 12.351, -0.203, 0.000, 0.000, 0.000, -0.026, 
41, 20500, 12.741, -0.214, 0.000, 0.000, 0.000, -0.029, 
42, 21000, 13.112, -0.229, 0.000, 0.000, 0.000, -0.053, 
43, 21500, 13.491, -0.251, 0.000, 0.000, 0.000, -0.062, 
44, 22000, 13.870, -0.275, 0.000, 0.000, 0.000, -0.058, 
45, 22500, 14.249, -0.295, 0.000, 0.000, 0.000, -0.041, 
46, 23000, 14.628, -0.306, 0.000, 0.000, 0.000, -0.020, 
47, 23500, 15.008, -0.307, 0.000, 0.000, -0.000, 0.011, 
48, 24000, 15.389, -0.310, 0.000, 0.000, 0.000, -0.036, 
49, 24500, 15.768, -0.329, 0.000, 0.000, 0.000, -0.047, 
50, 25000, 16.146, -0.347, 0.000, 0.000, 0.000, -0.049, 
51, 25500, 16.525, -0.365, 0.000, 0.000, 0.000, -0.050, 
52, 26000, 16.903, -0.381, 0.000, 0.000, 0.000, -0.038, 
53, 26500, 17.282, -0.396, 0.000, 0.000, 0.000, -0.042, 
54, 27000, 17.661, -0.412, 0.000, 0.000, 0.000, -0.040, 
55, 27500, 18.041, -0.432, 0.000, 0.000, 0.000, -0.061, 
56, 28000, 18.419, -0.457, 0.000, 0.000, 0.000, -0.068, 
57, 28500, 18.797, -0.480, 0.000, 0.000, 0.000, -0.060, 
58, 29000, 19.177, -0.504, 0.000, 0.000, 0.000, -0.069, 
59, 29500, 19.557, -0.532, 0.000, 0.000, 0.000, -0.072, 
60, 30000, 19.934, -0.563, 0.000, 0.000, 0.000, -0.097, 
61, 30500, 20.312, -0.604, 0.000, 0.000, 0.000, -0.111, 
62, 31000, 20.690, -0.645, 0.000, 0.000, 0.000, -0.111, 
63, 31500, 21.067, -0.690, 0.000, 0.000, 0.000, -0.129, 
64, 32000, 21.443, -0.739, 0.000, 0.000, 0.000, -0.122, 
65, 32500, 21.817, -0.790, 0.000, 0.000, 0.000, -0.151, 
66, 33000, 22.190, -0.854, 0.000, 0.000, 0.000, -0.195, 
67, 33500, 22.560, -0.933, 0.000, 0.000, 0.000, -0.227, 
68, 34000, 22.930, -1.024, 0.000, 0.000, 0.000, -0.258, 
69, 34500, 23.295, -1.123, 0.000, 0.000, 0.000, -0.263, 
70, 35000, 23.658, -1.224, 0.000, 0.000, 0.000, -0.279, 
71, 35500, 24.022, -1.334, 0.000, 0.000, 0.000, -0.308, 
